Title	Automatic Acquisition of Adjectival Subcategorization from Corpora	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	these two steps are provided in the subsequent sec-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tions, respectively <sup>2</sup> .	page=2 xpos=5 ypos=2 right-column right-indent font-largest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.1 Obtaining Grammatical Relations	page=2 xpos=5 ypos=3 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Attempts to acquire verb subcategorization have	page=2 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	benefited from increasingly sophisticated parsers.	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We have made use of the RASP toolkit (Briscoe and	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital
I-Body	Carroll, 2002) — a modular statistical parsing sys-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	tem which includes a tokenizer, tagger, lemmatiser,	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and a wide-coverage unification-based tag-sequence	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	parser. The parser has several modes of operation;	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-semicolon
I-Body	we invoked it in a mode in which GR s with asso-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ciated probabilities are emitted even when a com-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	plete analysis of the sentence could not be found. In	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	this mode there is wide coverage (over 98% of the	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	BNC receives at least a partial analysis (Carroll and	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	Briscoe, 2002)) which is useful in view of the in-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	frequent occurrence of some of the SCF s, although	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	combining the results of competing parses may in	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	some cases result in an inconsistent or misleading	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	combination of GR s.	page=2 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The parser uses a scheme of GR s between lemma-	page=2 xpos=5 ypos=6 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tised lexical heads (Carroll et al., 1998a; Briscoe et	page=2 xpos=5 ypos=7 right-column full-justified hanged-line year headchar-lower
I-Body	al., 2002). The relations are organized as a multiple-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	inheritance subsumption hierarchy where each sub-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	relation extends the meaning, and perhaps the argu-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment structure, of its parents (figure 2). For descrip-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions and examples of each relation, see (Carroll et	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	al., 1998a).	page=2 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period
B-Body	The dependency relationships which the GR s em-	page=2 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	body correspond closely to the head-complement	page=2 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>2</sup> In contrast to almost all earlier work, there was no filtering	page=2 xpos=5 ypos=9 right-column left-indent right-over indented-line line-double-space line-space headchar-super
I-Footnote	stage involved in SCF acquisition. The classifier was designed	page=2 xpos=5 ypos=9 right-column right-over font-smallest hanged-line headchar-lower
I-Footnote	to operate with high precision, so filtering was less necessary.	page=2 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	616	page=2 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
Figure	__Figure 4__	page=3 xpos=-1 ypos=-2 left-column centered left-over right-over box page-top figure-area above-double-space above-line-space
B-Caption	Figure 4: GR s from RASP for adj-obj-for-to-inf	page=3 xpos=0 ypos=1 left-column full-justified line-double-space line-space string-figure headchar-capital above-blank-line above-double-space above-line-space
I-Body	structure which subcategorization acquisition at-	page=3 xpos=0 ypos=2 left-column full-justified aligned-line line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	tempts to recover, which makes GR s ideal input to	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the SCF classifier. Consider the arguments of “easy”	page=3 xpos=0 ypos=2 left-column right-indent aligned-line headchar-lower
E-Body	in the sentence:	page=3 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Quote	These examples of animal senses are rel-	page=3 xpos=0 ypos=3 left-column centered left-indent right-indent indented-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Quote	atively easy for us to comprehend as they	page=3 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower
I-Quote	are not too far removed from our own ex-	page=3 xpos=0 ypos=3 left-column centered left-indent right-indent aligned-line headchar-lower tailchar-hiphen
I-Quote	perience.	page=3 xpos=0 ypos=4 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	According to the COMLEX classification, this is an	page=3 xpos=0 ypos=4 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	example of the frame adj-obj-for-to-inf , shown	page=3 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower
I-Body	in figure 3, (using AVM notation in place of COMLEX	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	s-expressions). Part of the output of RASP for this	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	sentence (the full output includes 87 weighted GR s)	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
E-Body	is shown in figure 4 <sup>3</sup> .	page=3 xpos=0 ypos=5 left-column right-indent font-largest aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Each instantiated GR in figure 4 corresponds to	page=3 xpos=0 ypos=5 left-column left-indent indented-line longer-tail headchar-capital
I-Body	one or more parts of the feature structure in figure	page=3 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	3. xcomp( be[6] easy[8]) establishes be[6] as	page=3 xpos=0 ypos=6 left-column full-justified aligned-line itemization
I-Body	the head of the VP in which easy[8] occurs as a	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	complement. The first ( PP )-complement is “for us”,	page=3 xpos=0 ypos=6 left-column right-indent aligned-line headchar-lower tailchar-comma
I-Body	as indicated by ncmod(for[9] easy[8] we+[10]) ,	page=3 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail headchar-lower tailchar-comma
I-Body	with “for” as PFORM and we+ (“us”) as NP . The	page=3 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower
I-Body	second complement is represented by xmod(to[11]	page=3 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail headchar-lower
I-Body	be+[6] comprehend[12]) : a to-infinitive VP . The	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	NP headed by “examples” is marked as the subject	page=3 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-capital
I-Body	of the frame by ncsubj(be[6] examples[2]) , and	page=3 xpos=0 ypos=8 left-column full-justified aligned-line longer-tail headchar-lower
I-Body	ncsubj(comprehend[12] we+[10]) corresponds to	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the coindexation marked by 3 : the subject of the	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>3</sup> The format is slightly more complicated than that shown	page=3 xpos=0 ypos=8 left-column left-indent indented-line line-double-space line-space headchar-super
I-Footnote	in (Carroll et al., 1998a): each argument that corresponds to a	page=3 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line year headchar-lower
I-Footnote	word consists of three parts: the lexeme, the part of speech tag,	page=3 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line headchar-lower tailchar-comma
I-Footnote	and the position (index) of the word in the sentence.	page=3 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
Figure	__Figure 5__	page=3 xpos=5 ypos=-2 right-column left-indent right-indent box column-top figure-area above-double-space above-line-space
B-Caption	Figure 5: A pattern to match the frame	page=3 xpos=5 ypos=0 right-column full-justified hanged-line longer-tail line-double-space line-space string-figure headchar-capital above-line-space
E-Caption	adj-obj-for-to-inf	page=3 xpos=5 ypos=0 right-column right-indent font-smallest aligned-line shorter-tail line-space headchar-lower above-blank-line above-double-space above-line-space
I-Body	VP is the NP of the PP . The only part of the feature	page=3 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	structure which is not represented by the GR s is coin-	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dexation between the omitted direct object 1 of the	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	VP -complement and the subject of the whole clause.	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.2 SCF Classifier	page=3 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-SubsubsectionHeader	3.2.1 SCF Frames	page=3 xpos=5 ypos=2 right-column right-indent aligned-line line-double-space line-space numbered-heading3 above-line-space
B-Body	We used for our classifier a modified version of	page=3 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	the fairly extensive COMLEX frameset, including 30	page=3 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	SCF s. The COMLEX frameset includes mutually in-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	consistent frames, such as sentential complement	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	with obligatory complementiser that and sentential	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	complement with optional that. We modified the	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	frameset so that an adjective can legitimately instan-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tiate any combination of frames, which simplifies	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	classification. We also added simple-predicative	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	and attributive SCF s to the set, since these ac-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	count for a substantial proportion of frame instances.	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Finally, frames which could only be distinguished	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital
I-Body	by information not retained in the GR s scheme of the	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	current version of the shallow parser were merged	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	(e.g. the COMLEX frames adj-subj-to-inf-rs	page=3 xpos=5 ypos=5 right-column full-justified aligned-line
I-Body	(“She was kind to invite me”) and adj-to-inf (“She	page=3 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail
E-Body	was able to climb the mountain”)).	page=3 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsubsectionHeader	3.2.2 Classifier	page=3 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading3 above-line-space
B-Body	The classifier operates by attempting to match the	page=3 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	set of GR s associated with each sentence against var-	page=3 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ious patterns. The patterns were developed by a	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	combination of knowledge of the GR s and examin-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing a set of training sentences to determine which re-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lations were actually emitted by the parser for each	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	SCF . The data used during development consisted	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	of the sentences in the BNC in which one of the 23	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	adjectives <sup>4</sup> given as examples for SCF s in (Macleod	page=3 xpos=5 ypos=8 right-column full-justified font-largest aligned-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>4</sup> The adjectives used for training were: able, anxious, ap-	page=3 xpos=5 ypos=8 right-column left-indent indented-line line-double-space line-space headchar-super tailchar-hiphen
I-Footnote	parent, certain, convenient, curious, desirable, disappointed,	page=3 xpos=5 ypos=8 right-column full-justified font-smallest hanged-line headchar-lower tailchar-comma
I-Footnote	easy, happy, helpful, imperative, impractical, insistent, kind,	page=3 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower tailchar-comma
I-Footnote	obvious, practical, preferable, probable, ridiculous, unaware,	page=3 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower tailchar-comma
I-Footnote	uncertain and unclear.	page=3 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	617	page=3 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
E-Body	et al., 1998) occur.	page=4 xpos=0 ypos=0 left-column right-indent page-top year headchar-lower tailchar-period
B-Body	In our pattern matching language a pattern is a	page=4 xpos=0 ypos=0 left-column left-indent indented-line longer-tail headchar-capital
I-Body	disjunction of sets of partially instantiated GR s with	page=4 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower
I-Body	logic variables (slots) in place of indices, augmented	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	by ordering constraints that restrict the possible in-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	stantiations of slots. A match is considered success-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ful if the set of GR s can be unified with any of the	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	disjuncts. Unification of a sentence-relation and a	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	pattern-relation occurs when there is a one-to-one	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	correspondence between sentence elements and pat-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tern elements that includes a mapping from slots to	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	indices (a substitution), and where atomic elements	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	in corresponding positions share a common subtype.	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-period
B-Body	Figure 5 shows a pattern for matching the SCF	page=4 xpos=0 ypos=2 left-column left-indent indented-line string-figure headchar-capital
I-Body	adj-obj-for-to-inf. For a match to suc-	page=4 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ceed there must be GR s associated with the sen-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tence that match each part of the pattern. Each ar-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gument matches either anything at all (*), the “cur-	page=4 xpos=0 ypos=3 left-column right-indent aligned-line headchar-lower tailchar-hiphen
I-Body	rent” adjective (˜), an empty GR argument ( ), a	page=4 xpos=0 ypos=3 left-column centered right-indent aligned-line headchar-lower
I-Body	[word;id;part-of-speech] 3-tuple or a nu-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line tailchar-hiphen
I-Body	meric id. In a successful match, equal ids in different	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	parts of the pattern must match the same word posi-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tion, and distinct ids must match different positions.	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-period
B-Body	The various patterns are arranged in a tree, where	page=4 xpos=0 ypos=4 left-column left-indent indented-line headchar-capital
I-Body	a parent node contains the elements common to all	page=4 xpos=0 ypos=4 left-column full-justified hanged-line itemization headchar-lower
I-Body	of its children. This kind of once-only representa-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion of particular features, together with the succes-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sive refinements provided by child nodes reflects the	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	organization of inheritance-based lexica. The inher-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	itance structure naturally involves multiple inheri-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tance, since each frame typically includes multiple	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	features (such as the presence of a to-infinitive	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	complement or an expletive subject argument) inher-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ited from abstract parent classes, and each feature is	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	instantiated in several frames.	page=4 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The tree structure also improves the efficiency of	page=4 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital
I-Body	the pattern matching process, which then occurs in	page=4 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
I-Body	stages: at each matching node the classifier attempts	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	to match a set of relations with each child pattern	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	to yield a substitution that subsumes the substitution	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	resulting from the parent match.	page=4 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Both the patterns and the pattern language itself	page=4 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital
I-Body	underwent successive refinements after investigation	page=4 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	of the performance on training data made it increas-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ingly clear what sort of distinctions were useful to	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	express. The initial pattern language had no slots; it	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	was easy to understand and implement, but insuffi-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ciently expressive. The final refinement was the ad-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom
Table	__Table 1__	page=4 xpos=5 ypos=-1 right-column left-indent right-indent box column-top table-area above-double-space above-line-space
B-Caption	Table 1: Test adjectives and frequencies in the BNC	page=4 xpos=5 ypos=1 right-column centered left-indent right-indent hanged-line longer-tail line-double-space line-space string-table headchar-capital above-blank-line above-double-space above-line-space
I-Body	dition of ordering constraints between instantiated	page=4 xpos=5 ypos=1 right-column full-justified line-blank-line line-double-space line-space headchar-lower
I-Body	slots, which are indispensable for detecting, e.g., ex-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	traposition.	page=4 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Experimental Evaluation	page=4 xpos=5 ypos=2 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-SubsectionHeader	4.1 Data	page=4 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	In order to evaluate the system we selected a set of	page=4 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	9 adjectives which between them could instantiate	page=4 xpos=5 ypos=3 right-column full-justified aligned-line numbered-heading1
I-Body	all of the frames. The test set was intentionally kept	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	fairly small for these first experiments with adjec-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tival SCF acquisition so that we could carry out a	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	thorough evaluation of all the test instances. We ex-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cluded the adjectives used during development and	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	adjectives with fewer than 200 instances in the cor-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pus. The final test set, together with their frequen-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cies in the tagged version of the BNC , is shown in ta-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ble 1. For each adjective we extracted 200 sentences	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	(evenly spaced throughout the BNC ) which we pro-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line tailchar-hiphen
I-Body	cessed using the SCF acquisition system described in	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	the previous section.	page=4 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.2 Method	page=4 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-SubsubsectionHeader	4.2.1 Annotation Tool and Gold Standard	page=4 xpos=5 ypos=6 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading3 above-line-space
B-Body	Our gold standard was human-annotated data.	page=4 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-period
I-Body	Two annotators associated a SCF with each sen-	page=4 xpos=5 ypos=6 right-column full-justified hanged-line headchar-capital tailchar-hiphen
I-Body	tence/adjective pair in the test data. To alleviate the	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	process we developed a program which first uses re-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	liable heuristics to reduce the number of SCF choices	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	and then allows the annotator to select the preferred	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	choice with a single mouse click in a browser win-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dow. The heuristics reduced the average number	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	of SCF s presented alongside each sentence from 30	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	to 9. Through the same browser interface we pro-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vided annotators with information and instructions	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	(with links to COMLEX documentation), the ability	page=4 xpos=5 ypos=8 right-column full-justified aligned-line
I-Body	to inspect and review previous decisions and deci-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sion summaries <sup>5</sup> and an option to record that partic-	page=4 xpos=5 ypos=8 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	<sup>5</sup> The varying number of SCF s presented to the user and the	page=4 xpos=5 ypos=9 right-column left-indent indented-line line-double-space line-space headchar-super
I-Footnote	ability to revisit previous decisions precluded accurate measure-	page=4 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-lower tailchar-hiphen column-bottom above-blank-line above-double-space above-line-space
Page	618	page=4 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
Figure	__Figure 6__	page=5 xpos=-1 ypos=-3 left-column left-over right-indent box page-top figure-area above-double-space above-line-space
B-Caption	Figure 6: Sample classification screen for web an-	page=5 xpos=0 ypos=0 left-column full-justified line-double-space line-space string-figure headchar-capital tailchar-hiphen
E-Caption	notation tool	page=5 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
I-Body	ular sentences could not be classified (which is use-	page=5 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	ful for further system development, as discussed in	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	section 5). A screenshot is shown in figure 6. The	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	resulting annotation revealed 19 of the 30 SCF s in	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	the test data.	page=5 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsubsectionHeader	4.2.2 Evaluation Measures	page=5 xpos=0 ypos=2 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading3 above-line-space
B-Body	We use the standard evaluation metrics: type and	page=5 xpos=0 ypos=2 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	token precision, recall and F-measure. Token recall	page=5 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower
I-Body	is the proportion of annotated (sentence, frame) pairs	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	that the system recovered correctly. Token precision	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	is the proportion of classified (sentence, frame) pairs	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	that were correct. Type precision and type recall are	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
