Title	Sense-level Subjectivity in a Multilingual Setting	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	gual learning mechanism to automatically predict	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the subjectivity of a word sense. We are experi-	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	menting with two different methods, one based on	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
Page	46	page=2 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail numeric-only column-bottom
I-Body	co-training using monolingual feature spaces, and	page=2 xpos=5 ypos=1 right-column full-justified column-top headchar-lower
I-Body	one based on machine learning applied to a multi-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	lingual vector space.	page=2 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We start by considering the intersection of the	page=2 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	Romanian and English WordNets, so that we can	page=2 xpos=5 ypos=2 right-column full-justified hanged-line headchar-capital
I-Body	have equivalent definitions in both languages.	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We then generate vector representations for two	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	monolingual models (one in English and one in	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	Romanian), and one multilingual model (compris-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ing both Romanian and English features). These	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	are composed of unigrams extracted from the	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	synset and the gloss of a given sense, appended	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	with a binary weight. The synset is stripped of	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	any sense identifying features in order not to favor	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the classifier. To exemplify, we provide below the	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	sparse vector representation of the fourth sense of	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the noun argument (see Table 1):	page=2 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Listitem	English vector: <a <sub>en</sub> 1, summary 1, of 1,	page=2 xpos=5 ypos=6 right-column full-justified font-larger aligned-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Listitem	the 1, subject 1, or 1, plot 1, literary 1, work 1,	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Listitem	play 1, movie 1, editor 1, added 1, argument 1, to	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Listitem	1, poem 1>	page=2 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail
B-Listitem	Romanian vector: <redare 1, prezentare 1, pe 1,	page=2 xpos=5 ypos=7 right-column full-justified aligned-line longer-tail headchar-capital tailchar-comma
I-Listitem	scurt 1, scrisa 1, orala 1, a <sub>ro</sub> 1, ideilor 1, unei 1,	page=2 xpos=5 ypos=7 right-column full-justified font-larger aligned-line headchar-lower tailchar-comma
I-Listitem	lucrari 1, ale 1, expuneri 1, etc 1, rezumat 1>	page=2 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower
B-Listitem	Multilingual vector: <a <sub>en</sub> 1, summary 1, of 1,	page=2 xpos=5 ypos=8 right-column full-justified font-larger aligned-line longer-tail headchar-capital tailchar-comma
I-Listitem	the 1, subject 1, or 1, plot 1, literary 1, work 1,	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Listitem	play 1, movie 1, editor 1, added 1, argument 1, to	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Listitem	1, poem 1, redare 1, prezentare 1, pe 1, scurt 1,	page=2 xpos=5 ypos=8 right-column full-justified aligned-line tailchar-comma
I-Listitem	scrisa 1, orala 1, a <sub>ro</sub> 1, ideilor 1, unei 1, lucrari 1,	page=2 xpos=5 ypos=9 right-column full-justified font-larger aligned-line headchar-lower tailchar-comma
I-Listitem	ale 1, expuneri 1, etc 1, rezumat 1>	page=2 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower page-bottom
B-Body	In the first method, based on the co-training	page=3 xpos=0 ypos=0 left-column full-justified page-top headchar-capital
I-Body	algorithm proposed by (Wan, 2009), we consider	page=3 xpos=0 ypos=0 left-column full-justified aligned-line year headchar-lower
I-Body	the manually annotated training data in each of	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	the languages individually, and we learn two	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	monolingual classifiers (see Figure 1). We then	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	allow the machine learners to individually predict	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	a class for every sample in the unlabeled data,	page=3 xpos=0 ypos=1 left-column full-justified aligned-line itemization headchar-lower tailchar-comma
I-Body	and at every iteration create a set with the top n	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	most confident examples where both classifiers	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	agree, and their confidence is higher than a given	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	threshold. As long as the set has at least one	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	sample, at the next iteration the monolingual	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	English vectors and the aligned Romanian vectors	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	are added to their respective training set with	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the newly predicted label, and removed from the	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	test data. The process repeats until no confident	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	examples can be added. Although the method	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	differs from the original co-training mechanism	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	proposed by (Blum and Mitchell, 1998), since it	page=3 xpos=0 ypos=3 left-column full-justified aligned-line year headchar-lower
I-Body	enforces that the classifiers agree before adding	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	their predictions to the next train set, we believe	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	this was a necessary modification given the low	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	accuracy attained by the Romanian classifier by	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	itself (68%). Through this additional agreement	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	constraint, we ensure that only samples that have	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	a high probability of being labeled correctly	page=3 xpos=0 ypos=4 left-column full-justified aligned-line itemization headchar-lower
I-Body	are added, therefore reducing noise propagation	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	across iterations. At the same time, we are	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	able to learn new information from the features	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	co-occurring with those that participated in the	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
E-Body	previous classification step.	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	For the second method, we create a multilin-	page=3 xpos=0 ypos=5 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	gual feature space based on the model proposed	page=3 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	in (Banea et al., 2010). Instead of using the mono-	page=3 xpos=0 ypos=6 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	lingual vectors described above, we enrich the fea-	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ture space by merging together two aligned vector	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	space representations (see the multilingual vector	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	example above), thus allowing the system to si-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	multaneously use both Romanian and English fea-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures in order to decide the subjectivity of a given	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	sense. At every iteration we select the most con-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fident n samples, and add them to the training set,	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	while discarding them from the test set for the next	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	iteration.	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	For all the experiments presented in this paper	page=3 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	we use support vector machines (the LibSVM im-	page=3 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	plementation (Fan et al., 2005)) with default pa-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	rameters and probability estimates enabled. As we	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	are interested in an accurate classification of the	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	senses, we chose a threshold level of 0.8, and at	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower above-blank-line above-double-space above-line-space
Page	47	page=3 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-blank-line line-double-space line-space numeric-only column-bottom
I-Body	every iteration we add the most confident n = 40	page=3 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
E-Body	samples to the previous training set.	page=3 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 1__	page=3 xpos=5 ypos=0 right-column centered left-over right-over box longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 1: Co-training	page=3 xpos=6 ypos=4 right-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-figure headchar-capital above-double-space above-line-space
Figure	__Figure 2__	page=3 xpos=5 ypos=5 right-column centered left-over box hanged-line longer-tail line-double-space line-space figure-area
B-Caption	Figure 2: Multilingual bootstrapping	page=3 xpos=5 ypos=7 right-column centered left-indent right-indent indented-line shorter-tail string-figure headchar-capital above-blank-line above-double-space above-line-space
B-SubsubsectionHeader	3.2.1 Datasets	page=3 xpos=5 ypos=8 right-column right-indent font-larger hanged-line shorter-tail line-blank-line line-double-space line-space numbered-heading3 above-line-space
B-Body	We use the manually annotated data described in	page=3 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	Section 3.1, and we filter out 20 examples that	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital
I-Body	were labeled as both objective and subjective,	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	since they could confuse the classifiers and pre-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vent them from making strong predictions. We	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	then split the labeled data into three subsets to en-	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	able a three-fold cross validation. Note that we en-	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	force that all the senses belonging to a given word	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	be found in either the test or the training set, but	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	never in both. This was done to ensure that the	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	classifier would not have an unfair advantage due	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	to finding similar senses in the training data. For	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	this reason, the fold sizes are not perfectly equal.	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Furthermore, for every fold, each iteration is eval-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	uated on the immutable test set corresponding to	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	that fold, which has manually assigned labels in	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	English and Romanian. In order to generate a run-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ning test set, which is modified after every itera-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion, we append the remaining unlabeled WordNet	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	senses to the corresponding test set for the fold	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	(see Figures 1 and 2).	page=4 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-SubsubsectionHeader	3.2.2 Results and Discussions	page=4 xpos=0 ypos=2 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading3 above-line-space
B-Body	Figure 3 presents the results obtained using the	page=4 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-space string-figure headchar-capital
I-Body	monolingual co-training algorithm over 40 itera-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions. The accuracies obtained at position 0 repre-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sent the baseline for a simple monolingual classi-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fier with no co-training. Unlike the increasing ac-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	curacy with the number of iterations obtained by	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	(Wan, 2009) when applying a similar method to	page=4 xpos=0 ypos=3 left-column full-justified aligned-line year
I-Body	sentiment classification of reviews, we were un-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	able to surpass these baselines. We attribute this	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	behavior to the small size of the training set (ap-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	proximately 400 samples in our case versus 8000	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	product reviews in (Wan, 2009)) and the type of	page=4 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower
I-Body	data itself (product reviews are longer and often	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	contain a full paragraph of text, while senses may	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	comprise an average of ten words). The overall ac-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	curacy is slowly decreasing from 0.73 to 0.62 for	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	English and from 0.68 to 0.54 for Romanian. The	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	same trend is observed for class precision, recall	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
E-Body	and F-measure.	page=4 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	When employing a simple SVM classifier	page=4 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital
I-Body	trained on a multilingual space, the accuracy in-	page=4 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	creases from 0.73 for English and 0.62 for Ro-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	manian to 0.76 when both languages are simul-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	taneously used, thus providing an error reduction	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	of 11.34% and 25.74% with respect to the mono-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lingual English and Romanian models, respec-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tively. Since the English WordNet is more com-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	plete (longer glosses and richer synsets), its cor-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	responding monolingual model is able to capture	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	sufficient information and thus provide a robust	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	subjectivity classification on its own. However,	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	upon training on a multilingual representation of	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the data, features from both languages synergis-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tically work together to achieve better results than	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	what would be individually possible. These results	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	further confirm the improving trend we noticed in	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	(Banea et al., 2010) when training classifiers on	page=4 xpos=0 ypos=9 left-column full-justified aligned-line year above-double-space above-line-space
Page	48	page=4 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-double-space line-space numeric-only column-bottom
E-Body	incrementally more languages.	page=4 xpos=5 ypos=0 right-column right-indent column-top headchar-lower tailchar-period above-line-space
B-Body	We also attempted to bootstrap the multilin-	page=4 xpos=5 ypos=0 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	gual classifier (see Figure 4), but its performance	page=4 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower
I-Body	degrades faster than when using the co-training	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	method, and after only 3 iterations the confidence	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	of the classifier drops below the threshold and the	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	process terminates. It may be beneficial to add	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	fewer instances to the training set at each itera-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion in order to introduce less noise and thus ob-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tain a more robust classifier. This is a setting that	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	we intend to explore in the future, however for the	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	current experiments, in order to equitably compare	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	the two methods, we kept all the parameters equal.	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 3__	page=4 xpos=5 ypos=2 right-column left-indent right-indent box indented-line shorter-tail line-double-space line-space figure-area above-blank-line above-double-space above-line-space
B-Caption	Figure 3: Macro-accuracy for co-training	page=4 xpos=5 ypos=5 right-column centered left-indent right-indent shorter-tail line-blank-line line-double-space line-space string-figure headchar-capital above-double-space above-line-space
Figure	__Figure 4__	page=4 xpos=5 ypos=5 right-column left-indent right-indent box longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 4: Macro-accuracy for multilingual boot-	page=4 xpos=5 ypos=7 right-column full-justified hanged-line longer-tail line-double-space line-space string-figure headchar-capital tailchar-hiphen
E-Caption	strapping versus monolingual co-training	page=4 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-SectionHeader	4 Conclusion	page=4 xpos=5 ypos=8 right-column right-indent font-largest aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We performed a manual annotation study for sub-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	jectivity at sense level and we showed that the sub-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	jectivity content of a sense does carry across lan-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	guage boundaries in about 90% of the cases, im-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	plying that this information is robust enough to be	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	learned automatically. We then proposed and ap-	page=5 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	plied a framework that is able to jointly exploit the	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	subjectivity information originating from multiple	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	languages. We demonstrated that a multilingual	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	feature space is able to capture more information	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	and outperform a monolingual based model, sug-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gesting that future research should use a similar	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	representation.	page=5 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
AcknowledgementHeader	Acknowledgments	page=5 xpos=0 ypos=1 left-column right-indent font-largest aligned-line longer-tail line-double-space line-space string-acknowledgement headchar-capital above-double-space above-line-space
B-Acknowledgement	This material is based in part upon work supported	page=5 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Acknowledgement	by National Science Foundation awards #0917170	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	and #0916046. Any opinions, findings, and con-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	clusions or recommendations expressed in this	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	material are those of the authors and do not nec-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	essarily reflect the views of the National Science	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Acknowledgement	Foundation.	page=5 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=5 xpos=0 ypos=3 left-column right-indent font-largest aligned-line line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	Cem Akkaya, Janyce Wiebe, and Rada Mihalcea.	page=5 xpos=0 ypos=3 left-column full-justified font-smallest aligned-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2009. Subjectivity Word Sense Disambiguation.	page=5 xpos=0 ypos=4 left-column left-indent font-smallest indented-line year tailchar-period
I-Reference	In Proceedings of the 2009 Conference on Empiri-	page=5 xpos=0 ypos=4 left-column left-indent font-smallest aligned-line year headchar-capital tailchar-hiphen
I-Reference	cal Methods in Natural Language Processing, pages	page=5 xpos=0 ypos=4 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	190–199, Singapore, August.	page=5 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Cecilia Ovesdotter Alm, Dan Roth, and Richard	page=5 xpos=0 ypos=4 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Sproat. 1990. Emotions from text: machine learn-	page=5 xpos=0 ypos=4 left-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	ing for text-based emotion prediction. Intelligence.	page=5 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Krisztian Balog, Gilad Mishne, and Maarten De Rijke.	page=5 xpos=0 ypos=5 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2006. Why Are They Excited? Identifying and Ex-	page=5 xpos=0 ypos=5 left-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	plaining Spikes in Blog Mood Levels. In Proceed-	page=5 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ings of the 11th Conference of the European Chap-	page=5 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ter of the Association for Computational Linguistics	page=5 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	(EACL-2006), Trento, Italy.	page=5 xpos=0 ypos=6 left-column left-indent right-indent font-smallest aligned-line shorter-tail year tailchar-period above-double-space above-line-space
B-Reference	Carmen Banea, Rada Mihalcea, and Janyce Wiebe.	page=5 xpos=0 ypos=6 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2008a. A Bootstrapping method for building subjec-	page=5 xpos=0 ypos=6 left-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	tivity lexicons for languages with scarce resources.	page=5 xpos=0 ypos=6 left-column left-indent font-smallest aligned-line headchar-lower tailchar-period
I-Reference	In Proceedings of the Learning Resources Evalu-	page=5 xpos=0 ypos=6 left-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	ation Conference (LREC 2008), Marrakech, Mo-	page=5 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line year headchar-lower tailchar-hiphen
I-Reference	rocco.	page=5 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Carmen Banea, Rada Mihalcea, Janyce Wiebe, and	page=5 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Samer Hassan. 2008b. Multilingual subjectivity	page=5 xpos=0 ypos=7 left-column left-indent font-smallest indented-line year headchar-capital
I-Reference	analysis using machine translation. In Proceed-	page=5 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
