Title	Modeling Local Coherence: An Entity-based Approach	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Body	tence 1 with the grammatical roles x (for Microsoft	page=2 xpos=5 ypos=1 right-column full-justified font-larger aligned-line headchar-lower
I-Body	Corp.) and s (for the company), but is represented	page=2 xpos=5 ypos=1 right-column full-justified font-larger aligned-line headchar-capital
E-Body	only by s in the grid (see Tables 1 and 2).	page=2 xpos=5 ypos=1 right-column right-indent font-larger aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Body	Coherence Assessment We introduce a method	page=2 xpos=5 ypos=1 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	for coherence assessment that is based on grid rep-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	resentation. A fundamental assumption underlying	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	our approach is that the distribution of entities in	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	coherent texts exhibits certain regularities reflected	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	in grid topology. Some of these regularities are for-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	malized in Centering Theory as constraints on tran-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sitions of local focus in adjacent sentences. Grids of	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	coherent texts are likely to have some dense columns	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	(i.e., columns with just a few gaps such as Microsoft	page=2 xpos=5 ypos=3 right-column full-justified aligned-line
I-Body	in Table 1) and many sparse columns which will	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	consist mostly of gaps (see markets, earnings in Ta-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ble 1). One would further expect that entities cor-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	responding to dense columns are more often sub-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	jects or objects. These characteristics will be less	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	pronounced in low-coherence texts.	page=2 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Inspired by Centering Theory, our analysis re-	page=2 xpos=5 ypos=4 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	volves around patterns of local entity transitions.	page=2 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower tailchar-period
I-Body	A local entity transition is a sequence { S , O , X , –} <sup>n</sup>	page=2 xpos=5 ypos=5 right-column full-justified font-largest aligned-line headchar-capital
I-Body	that represents entity occurrences and their syntactic	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	roles in n adjacent sentences. Local transitions can	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	be easily obtained from a grid as continuous subse-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	quences of each column. Each transition will have a	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	certain probability in a given grid. For instance, the	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	probability of the transition [ S –] in the grid from	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	Table 1 is 0.08 (computed as a ratio of its frequency	page=2 xpos=5 ypos=6 right-column full-justified aligned-line string-table headchar-capital
I-Body	(i.e., six) divided by the total number of transitions	page=2 xpos=5 ypos=6 right-column full-justified aligned-line
I-Body	of length two (i.e., 75)). Each text can thus be viewed	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	as a distribution defined over transition types. We	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	believe that considering all entity transitions may	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	uncover new patterns relevant for coherence assess-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ment.	page=2 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	We further refine our analysis by taking into ac-	page=2 xpos=5 ypos=8 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	count the salience of discourse entities. Centering	page=2 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	and other discourse theories conjecture that the way	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	an entity is introduced and mentioned depends on	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	its global role in a given discourse. Therefore, we	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	discriminate between transitions of salient entities	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	and the rest, collecting statistics for each group sep-	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	arately. We identify salient entities based on their	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower column-bottom above-blank-line above-double-space above-line-space
Page	143	page=2 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
Table	__Table 3__	page=3 xpos=-1 ypos=-1 left-column left-over right-over box page-top table-area above-double-space above-line-space
B-Caption	Table 3: Example of a feature-vector document rep-	page=3 xpos=0 ypos=0 left-column full-justified indented-line line-double-space line-space string-table headchar-capital tailchar-hiphen
I-Caption	resentation using all transitions of length two given	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Caption	syntactic categories: S , O , X , and –.	page=3 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
I-Body	frequency, <sup>1</sup> following the widely accepted view that	page=3 xpos=0 ypos=1 left-column full-justified font-largest aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	the occurrence frequency of an entity correlates with	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	its discourse prominence (Morris and Hirst, 1991;	page=3 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-lower tailchar-semicolon
E-Body	Grosz et al., 1995).	page=3 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail year headchar-capital tailchar-period above-double-space above-line-space
B-Body	Ranking We view coherence assessment as a	page=3 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	ranking learning problem. The ranker takes as input	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	a set of alternative renderings of the same document	page=3 xpos=0 ypos=3 left-column full-justified aligned-line itemization headchar-lower
I-Body	and ranks them based on their degree of local coher-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ence. Examples of such renderings include a set of	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	different sentence orderings of the same text and a	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	set of summaries produced by different systems for	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	the same document. Ranking is more suitable than	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	classification for our purposes since in text gener-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ation, a system needs a scoring function to com-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pare among alternative renderings. Furthermore, it	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	is clear that coherence assessment is not a categori-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cal decision but a graded one: there is often no single	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	coherent rendering of a given text but many different	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
E-Body	possibilities that can be partially ordered.	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	As explained previously, coherence constraints	page=3 xpos=0 ypos=5 left-column left-indent indented-line longer-tail headchar-capital
I-Body	are modeled in the grid representation implicitly by	page=3 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower
I-Body	entity transition sequences. To employ a machine	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	learning algorithm to our problem, we encode tran-	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sition sequences explicitly using a standard feature	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	vector notation. Each grid rendering j of a docu-	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment d <sub>i</sub> is represented by a feature vector Φ(x i j ) =	page=3 xpos=0 ypos=6 left-column full-justified font-largest aligned-line headchar-lower
I-Body	(p <sub>1</sub> (x i j ), p 2 (x i j ), . . . , p m (x i j )), where m is the num-	page=3 xpos=0 ypos=6 left-column full-justified font-largest aligned-line tailchar-hiphen
I-Body	ber of all predefined entity transitions, and p <sub>t</sub> (x i j )	page=3 xpos=0 ypos=7 left-column full-justified font-largest aligned-line headchar-lower
I-Body	the probability of transition t in grid x <sub>i</sub> j . Note that	page=3 xpos=0 ypos=7 left-column full-justified font-largest aligned-line headchar-lower
I-Body	considerable latitude is available when specifying	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the transition types to be included in a feature vec-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tor. These can be all transitions of a given length	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	(e.g., two or three) or the most frequent transitions	page=3 xpos=0 ypos=7 left-column full-justified aligned-line
I-Body	within a document collection. An example of a fea-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ture space with transitions of length two is illustrated	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	in Table 3.	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The training set consists of ordered pairs of ren-	page=3 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	derings (x <sub>i</sub> j , x ik ), where x i j and x ik are renderings	page=3 xpos=0 ypos=8 left-column full-justified font-largest hanged-line headchar-lower above-double-space above-line-space
B-Footnote	1 The frequency threshold is empirically determined on the	page=3 xpos=0 ypos=9 left-column left-indent indented-line line-double-space line-space numbered-heading1
I-Footnote	development set. See Section 5 for further discussion.	page=3 xpos=0 ypos=9 left-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period column-bottom
I-Body	of the same document d <sub>i</sub> , and x i j exhibits a higher	page=3 xpos=5 ypos=0 right-column full-justified font-largest column-top headchar-lower
I-Body	degree of coherence than x <sub>ik</sub> . Without loss of gen-	page=3 xpos=5 ypos=0 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	erality, we assume j > k. The goal of the training	page=3 xpos=5 ypos=0 right-column full-justified font-larger aligned-line headchar-lower
I-Body	procedure is to find a parameter vector w ~ that yields	page=3 xpos=5 ypos=0 right-column full-justified font-larger aligned-line headchar-lower
I-Body	a “ranking score” function w ~ · Φ(x <sub>i</sub> j ), which mini-	page=3 xpos=5 ypos=0 right-column full-justified font-largest aligned-line itemization headchar-lower tailchar-hiphen
I-Body	mizes the number of violations of pairwise rankings	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	provided in the training set. Thus, the ideal ~ w would	page=3 xpos=5 ypos=1 right-column full-justified font-larger aligned-line headchar-lower
I-Body	satisfy the condition ~ w · (Φ(x <sub>i</sub> j ) − Φ(x ik )) > 0 ∀ j, i, k	page=3 xpos=5 ypos=1 right-column full-justified font-largest aligned-line headchar-lower
I-Body	such that j > k. The problem is typically treated as	page=3 xpos=5 ypos=1 right-column full-justified font-larger aligned-line headchar-lower
I-Body	a Support Vector Machine constraint optimization	page=3 xpos=5 ypos=1 right-column full-justified aligned-line itemization headchar-lower
I-Body	problem, and can be solved using the search tech-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nique described in Joachims (2002a). This approach	page=3 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	has been shown to be highly effective in various	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	tasks ranging from collaborative filtering (Joachims,	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	2002a) to parsing (Toutanova et al., 2004).	page=3 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail year tailchar-period
B-Body	In our ranking experiments, we use Joachims’	page=3 xpos=5 ypos=2 right-column left-indent indented-line longer-tail headchar-capital
I-Body	(2002a) SVM <sup>light</sup> package for training and testing	page=3 xpos=5 ypos=2 right-column full-justified font-largest hanged-line year
E-Body	with all parameters set to their default values.	page=3 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Evaluation Set-Up	page=3 xpos=5 ypos=3 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	In this section we describe two evaluation tasks that	page=3 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	assess the merits of the coherence modeling frame-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	work introduced above. We also give details regard-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing our data collection, and parameter estimation.	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Finally, we introduce the baseline method used for	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital
E-Body	comparison with our approach.	page=3 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.1 Text Ordering	page=3 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	Text structuring algorithms (Lapata, 2003; Barzi-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line longer-tail line-space year headchar-capital tailchar-hiphen
I-Body	lay and Lee, 2004; Karamanis et al., 2004)	page=3 xpos=5 ypos=5 right-column full-justified aligned-line year headchar-lower
I-Body	are commonly evaluated by their performance at	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	information-ordering. The task concerns determin-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing a sequence in which to present a pre-selected set	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	of information-bearing items; this is an essential step	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	in concept-to-text generation, multi-document sum-	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	marization, and other text-synthesis problems. Since	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	local coherence is a key property of any well-formed	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	text, our model can be used to rank alternative sen-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tence orderings. We do not assume that local coher-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ence is sufficient to uniquely determine the best or-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dering — other constraints clearly play a role here.	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	However, we expect that the accuracy of a coherence	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	model is reflected in its performance in the ordering	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	task.	page=3 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Data To acquire a large collection for training	page=3 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	and testing, we create synthetic data, wherein the	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	candidate set consists of a source document and per-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mutations of its sentences. This framework for data	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	acquisition is widely used in evaluation of ordering	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	algorithms as it enables large scale automatic evalu-	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom above-blank-line above-double-space above-line-space
Page	144	page=3 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	ation. The underlying assumption is that the orig-	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	inal sentence order in the source document must	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	be coherent, and so we should prefer models that	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	rank it higher than other permutations. Since we do	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	not know the relative quality of different permuta-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions, our corpus includes only pairwise rankings	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	that comprise the original document and one of its	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	permutations. Given k original documents, each with	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	n randomly generated permutations, we obtain k · n	page=4 xpos=0 ypos=1 left-column full-justified font-largest aligned-line itemization headchar-lower
I-Body	(trivially) annotated pairwise rankings for training	page=4 xpos=0 ypos=1 left-column full-justified aligned-line
E-Body	and testing.	page=4 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Using the technique described above, we col-	page=4 xpos=0 ypos=2 left-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	lected data in two different genres: newspaper ar-	page=4 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ticles and accident reports written by government	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	officials. The first collection consists of Associated	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	Press articles from the North American News Cor-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	pus on the topic of natural disasters. The second in-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cludes narratives from the National Transportation	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	Safety Board’s database <sup>2</sup> . Both sets have documents	page=4 xpos=0 ypos=3 left-column full-justified font-largest aligned-line headchar-capital
I-Body	of comparable length – the average number of sen-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tences is 10.4 and 11.5, respectively. For each set, we	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	used 100 source articles with 20 randomly generated	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	permutations for training. The same number of pair-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	wise rankings (i.e., 2000) was used for testing. We	page=4 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower
I-Body	held out 10 documents (i.e., 200 pairwise rankings)	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	from the training data for development purposes.	page=4 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.2 Summary Evaluation	page=4 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	We further test the ability of our method to assess	page=4 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	coherence by comparing model induced rankings	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	against rankings elicited by human judges. Admit-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tedly, the information ordering task only partially	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	approximates degrees of coherence violation using	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	different sentence permutations of a source docu-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment. A stricter evaluation exercise concerns the as-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sessment of texts with naturally occurring coherence	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	violations as perceived by human readers. A rep-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	resentative example of such texts are automatically	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	generated summaries which often contain sentences	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	taken out of context and thus display problems with	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	respect to local coherence (e.g., dangling anaphors,	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	thematically unrelated sentences). A model that ex-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	hibits high agreement with human judges not only	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	accurately captures the coherence properties of the	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	summaries in question, but ultimately holds promise	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	for the automatic evaluation of machine-generated	page=4 xpos=0 ypos=8 left-column centered right-indent aligned-line headchar-lower
I-Body	texts. Existing automatic evaluation measures such	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	as BLEU (Papineni et al., 2002) and ROUGE (Lin	page=4 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-lower above-double-space above-line-space
B-Footnote	2 The collections are available from http://www.csail.	page=4 xpos=0 ypos=9 left-column left-indent indented-line line-double-space line-space numbered-heading1 tailchar-period
I-Footnote	mit.edu/regina/coherence/.	page=4 xpos=0 ypos=9 left-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period column-bottom
I-Body	and Hovy, 2003), are not designed for the coherence	page=4 xpos=5 ypos=0 right-column full-justified column-top year headchar-lower
I-Body	assessment task, since they focus on content similar-	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ity between system output and reference texts.	page=4 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Data Our evaluation was based on materi-	page=4 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	als from the Document Understanding Conference	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	(DUC, 2003), which include multi-document sum-	page=4 xpos=5 ypos=0 right-column full-justified aligned-line year tailchar-hiphen
I-Body	maries produced by human writers and by automatic	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	summarization systems. In order to learn a rank-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing, we require a set of summaries, each of which	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	have been rated in terms of coherence. We therefore	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	elicited judgments from human subjects. <sup>3</sup> We ran-	page=4 xpos=5 ypos=1 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	domly selected 16 input document clusters and five	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	systems that had produced summaries for these sets,	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	along with summaries composed by several humans.	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	To ensure that we do not tune a model to a particu-	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	lar system, we used the output summaries of distinct	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	systems for training and testing. Our set of train-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing materials contained 4 · 16 summaries (average	page=4 xpos=5 ypos=3 right-column full-justified font-largest aligned-line headchar-lower
I-Body	length 4.8), yielding 42  · 16 = 96 pairwise rankings.	page=4 xpos=5 ypos=3 right-column full-justified font-largest aligned-line headchar-lower tailchar-period
I-Body	In a similar fashion, we obtained 32 pairwise rank-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ings for the test set. Six documents from the training	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	data were used as a development set.	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Coherence ratings were obtained during an elic-	page=4 xpos=5 ypos=4 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	itation study by 177 unpaid volunteers, all native	page=4 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower
I-Body	speakers of English. The study was conducted re-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	motely over the Internet. Participants first saw a set	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	of instructions that explained the task, and defined	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the notion of coherence using multiple examples.	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The summaries were randomized in lists following a	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	Latin square design ensuring that no two summaries	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	in a given list were generated from the same docu-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment cluster. Participants were asked to use a seven	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	point scale to rate how coherent the summaries were	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
