Title	Addressee Identification in Face-to-Face Meetings	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
E-Body	of you) (Jovanovic and op den Akker, 2004).	page=2 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period above-double-space above-line-space
B-Body	Gaze behavior and addressing Analyzing	page=2 xpos=0 ypos=8 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	dyadic conversations, researchers into social	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	interaction observed that gaze in social inter-	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	action is used for several purposes: to control	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	communication, to provide a visual feedback, to	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	communicate emotions and to communicate the	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	nature of relationships (Kendon, 1967; Argyle,	page=2 xpos=0 ypos=9 left-column full-justified aligned-line year headchar-lower tailchar-comma
E-Body	1969).	page=2 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail year tailchar-period column-bottom
B-Body	Recent studies into multi-party interaction em-	page=2 xpos=5 ypos=0 right-column left-indent column-top headchar-capital tailchar-hiphen
I-Body	phasized the relevance of gaze as a means of ad-	page=2 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	dressing. Vertegaal (1998) investigated to what ex-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	tent the focus of visual attention might function as	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	an indicator for the focus of “dialogic attention” in	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	four-participants face-to-face conversations. “Di-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	alogic attention” refers to attention while listening	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	to a person as well as attention while talking to	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	one or more persons. Empirical findings show that	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	when a speaker is addressing an individual, there	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	is 77% chance that the gazed person is addressed.	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	When addressing a triad, speaker gaze seems to be	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	evenly distributed over the listeners in the situa-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion where participants are seated around the ta-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ble. It is also shown that on average a speaker	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	spends significantly more time gazing at an indi-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vidual when addressing the whole group, than at	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	others when addressing a single individual. When	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	addressing an individual, people gaze 1.6 times	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	more while listening (62%) than while speaking	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	(40%). When addressing a triad the amount of	page=2 xpos=5 ypos=3 right-column full-justified aligned-line
I-Body	speaker gaze increases significantly to 59%. Ac-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cording to all these estimates, we can expect that	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	gaze directional cues are good indicators for ad-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	dressee prediction.	page=2 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	However, these findings cannot be generalized	page=2 xpos=5 ypos=4 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	in the situations where some objects of interest are	page=2 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower
I-Body	present in the conversational environment, since	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	it is expected that the amount of time spent look-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing at the persons will decrease significantly. As	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	shown in (Bakx et al., 2003), in a situation where	page=2 xpos=5 ypos=5 right-column full-justified aligned-line year headchar-lower
I-Body	a user interacts with a multimodal information sys-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	tem and in the meantime talks to another person,	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the user looks most of the time at the system, both	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	when talking to the system (94%) and when talk-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing to the user (57%). Also, another person looks	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	at the system in 60% of cases when talking to the	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	user. Bakx et al. (2003) also showed that some im-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	provement in addressee detection can be achieved	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	by combining utterance duration with gaze.	page=2 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	In meeting conversations, the contribution of	page=2 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	the gaze direction to addressee prediction is also	page=2 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	affected by the current meeting activity and seat-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing arrangement (Jovanovic and op den Akker,	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	2004). For example, when giving a presentation,	page=2 xpos=5 ypos=8 right-column full-justified aligned-line year tailchar-comma
I-Body	a speaker most probably addresses his speech to	page=2 xpos=5 ypos=8 right-column full-justified aligned-line itemization headchar-lower
I-Body	the whole audience, although he may only look at	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	a single participant in the audience. A seating ar-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	rangement determines a visible area for each meet-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing participant. During a turn, a speaker mostly	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	looks at the participants who are in his visible area.	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	171	page=2 xpos=4 ypos=9 single-column left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	Moreover, the speaker frequently looks at a sin-	page=3 xpos=0 ypos=0 left-column full-justified page-top headchar-capital tailchar-hiphen
I-Body	gle participant in his visual area when addressing	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	a group. However, when he wants to address a sin-	page=3 xpos=0 ypos=0 left-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	gle participant outside his visual area, he will often	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
E-Body	turn his body and head toward that participant.	page=3 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In this paper, we explored not only the effec-	page=3 xpos=0 ypos=0 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tiveness of the speaker’s gaze direction, but also	page=3 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower
I-Body	the effectiveness of the listeners’ gaze directions	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	as cues for addressee prediction.	page=3 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Meeting context and addressing As Goff-	page=3 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	man (1981a) has noted, “the notion of a conver-	page=3 xpos=0 ypos=1 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	sational encounter does not suffice in dealing with	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the context in which words are spoken; a social	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	occasion involving a podium event or no speech	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	event at all may be involved, and in any case, the	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	whole social situation, the whole surround, must	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	always be considered”. A set of various meet-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing actions that participants perform in meetings is	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	one aspect of the social situation that differentiates	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	meetings from other contexts of talk such as ordi-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nary conversations, interviews or trials. As noted	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	above, it influences addressing behavior as well	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	as the contribution of gaze to addressee identifi-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cation. Furthermore, distributions of addressing	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	types vary for different meeting actions. Clearly,	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the percentage of the utterances addressed to the	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	whole group during a presentation is expected to	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	be much higher than during a discussion.	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Data collection	page=3 xpos=0 ypos=5 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	To train and test our classifiers, we used a small	page=3 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	multimodal corpus developed for studying ad-	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dressing behavior in meetings (Jovanovic et al.,	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	2005). The corpus contains 12 meetings recorded	page=3 xpos=0 ypos=6 left-column full-justified aligned-line year
I-Body	at the IDIAP smart meeting room in the research	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	program of the M4 <sup>1</sup> and AMI projects 2 . The	page=3 xpos=0 ypos=6 left-column full-justified font-largest aligned-line headchar-lower
I-Body	room has been equipped with fully synchronized	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	multi-channel audio and video recording devices,	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	a whiteboard and a projector screen. The seating	page=3 xpos=0 ypos=7 left-column full-justified aligned-line itemization headchar-lower
I-Body	arrangement includes two participants at each of	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	two opposite sides of the rectangular table. The	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	total amount of the recorded data is approximately	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	75 minutes. For experiments presented in this pa-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line numbered-heading1 tailchar-hiphen
I-Body	per, we have selected meetings from the M4 data	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	collection. These meetings are scripted in terms of	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	type and schedule of group actions, but content is	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	natural and unconstrained.	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The meetings are manually annotated with dia-	page=3 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	logue acts, addressees, adjacency pairs and gaze	page=3 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower above-double-space above-line-space
B-Footnote	1 http://www.m4project.org	page=3 xpos=0 ypos=9 left-column left-indent right-indent indented-line shorter-tail line-double-space line-space numbered-heading1
B-Footnote	2 http://www.amiproject.org	page=3 xpos=0 ypos=9 left-column left-indent right-indent aligned-line numbered-heading1 column-bottom
I-Body	direction. Each type of annotation is described	page=3 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	in detail in (Jovanovic et al., 2005). Additionally,	page=3 xpos=5 ypos=0 right-column full-justified aligned-line year headchar-lower tailchar-comma
I-Body	the available annotations of meeting actions for the	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	M4 meetings <sup>3</sup> were converted into the corpus for-	page=3 xpos=5 ypos=0 right-column full-justified font-largest aligned-line headchar-capital tailchar-hiphen
E-Body	mat and included in the collection.	page=3 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The dialogue act tag set employed for the cor-	page=3 xpos=5 ypos=0 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	pus creation is based on the MRDA (Meeting	page=3 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower
I-Body	Recorder Dialogue Act) tag set (Dhillon et al.,	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	2004). The MRDA tag set represents a modifi-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line year tailchar-hiphen
I-Body	cation of the SWDB-DAMSL tag set (Jurafsky et	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	al., 1997) for an application to multi-party meet-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	ing dialogues. The tag set used for the corpus cre-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ation is made by grouping the MRDA tags into 17	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	categories that are divided into seven groups: ac-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	knowledgments/backchannels, statements, ques-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions, responses, action motivators, checks and po-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	liteness mechanisms. A mapping between this tag	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	set and the MRDA tag set is given in (Jovanovic	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	et al., 2005). Unlike MRDA where each utterance	page=3 xpos=5 ypos=3 right-column full-justified aligned-line year headchar-lower
I-Body	is marked with a label made up of one or more	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	tags from the set, each utterance in the corpus is	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	marked as Unlabeled or with exactly one tag	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	from the set. Adjacency pairs are labeled by mark-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing dialogue acts that occur as their a-part and b-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	part.	page=3 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Since all meetings in the corpus consist of four	page=3 xpos=5 ypos=4 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	participants, the addressee of a dialogue act is la-	page=3 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	beled as Unknown or with one of the following	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	addressee tags: individual P <sub>x</sub> , a subgroup of par-	page=3 xpos=5 ypos=5 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
E-Body	ticipants P <sub>x</sub> ,P y or the whole audience P x ,P y ,P z .	page=3 xpos=5 ypos=5 right-column right-indent font-largest aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Labeling gaze direction denotes labeling gazed	page=3 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	targets for each meeting participants. As the only	page=3 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	targets of interest for addressee identification are	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	meeting participants, the meetings were annotated	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	with the tag set that contains tags that are linked to	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	each participant P <sub>x</sub> and the NoTarget tag that is	page=3 xpos=5 ypos=6 right-column full-justified font-larger aligned-line headchar-lower
I-Body	used when the speaker does not look at any of the	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	participants.	page=3 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Meetings are annotated with a set of six meet-	page=3 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	ing actions described in (McCowan et al., 2003):	page=3 xpos=5 ypos=7 right-column full-justified hanged-line year headchar-lower tailchar-colon
I-Body	monologue, presentation, white-board, discussion,	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	consensus, disagreement and note-taking.	page=3 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Reliability of the annotation schema As re-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	ported in (Jovanovic et al., 2005), gaze annota-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	tion has been reproduced reliably (segmentation	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	80.40% (N=939); classification κ = 0.95). Table	page=3 xpos=5 ypos=8 right-column full-justified font-largest aligned-line
I-Body	1 shows reliability of dialogue act segmentation	page=3 xpos=5 ypos=8 right-column full-justified aligned-line numbered-heading1
I-Body	as well as Kappa values for dialogue act and ad-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dressee classification for two different annotation	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower above-double-space above-line-space
B-Footnote	3 http://mmm.idiap.ch/	page=3 xpos=5 ypos=9 right-column left-indent right-indent indented-line shorter-tail line-double-space line-space numbered-heading1 column-bottom above-blank-line above-double-space above-line-space
Page	172	page=3 xpos=4 ypos=9 single-column left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	groups that annotated two different sets of meeting	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
E-Body	data.	page=4 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Table	__Table 1__	page=4 xpos=0 ypos=0 left-column centered left-indent right-indent box indented-line longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 1: Inter-annotator agreement on DA and ad-	page=4 xpos=0 ypos=1 left-column full-justified hanged-line longer-tail line-double-space line-space string-table headchar-capital tailchar-hiphen
E-Caption	dressee annotation: N- number of agreed segments	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower above-blank-line above-double-space above-line-space
B-SectionHeader	5 Addressee classification	page=4 xpos=0 ypos=1 left-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	In this section we present the results on addressee	page=4 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	classification in four-persons face-to-face meet-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ings using Bayesian Network and Naive Bayes	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	classifiers.	page=4 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.1 Classification task	page=4 xpos=0 ypos=2 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	In a dialogue situation, which is an event which	page=4 xpos=0 ypos=3 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	lasts as long as the dialogue act performed by the	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	speaker in that situation, the class variable is the	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	addressee of the dialogue act (ADD). Since there	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	are only a few instances of subgroup addressing in	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	the data, we removed them from the data set and	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	excluded all possible subgroups of meeting par-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ticipants from the set of class values. Therefore,	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	we define addressee classifiers to identify one of	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	the following class values: individual P <sub>x</sub> where	page=4 xpos=0 ypos=4 left-column full-justified font-largest aligned-line headchar-lower
I-Body	x ∈ {0, 1, 2, 3} and ALLP which denotes the whole	page=4 xpos=0 ypos=4 left-column full-justified font-largest aligned-line itemization headchar-lower
E-Body	group.	page=4 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.2 Feature set	page=4 xpos=0 ypos=5 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	To identify the addressee of a dialogue act we	page=4 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	initially used three sorts of features: conversa-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tional context features (later referred to as contex-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tual features), utterance features and gaze features.	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Additionally, we conducted experiments with an	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Body	extended feature set including a feature that con-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	veys information about meeting context.	page=4 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Contextual features provide information about	page=4 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital
I-Body	the preceding utterances. We experimented with	page=4 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
I-Body	using information about the speaker, the addressee	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	and the dialogue act of the immediately preceding	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	utterance on the same or a different channel (SP-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	1, ADD-1, DA-1) as well as information about	page=4 xpos=0 ypos=7 left-column full-justified aligned-line
I-Body	the related utterance (SP-R, ADD-R, DA-R). A re-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lated utterance is the utterance that is the a-part of	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	an adjacency pair with the current utterance as the	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	b-part. Information about the speaker of the cur-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rent utterance (SP) has also been included in the	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	contextual feature set.	page=4 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	As utterance features, we used a subset of lex-	page=4 xpos=0 ypos=9 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ical features presented in (Jovanovic and op den	page=4 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower column-bottom
I-Body	Akker, 2004) as useful cues for determining	page=4 xpos=5 ypos=0 right-column full-justified column-top year headchar-capital
I-Body	whether the utterance is single or group addressed.	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The subset includes the following features:	page=4 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-colon above-double-space above-line-space
B-Listitem	• does the utterance contain personal pronouns “we” or	page=4 xpos=5 ypos=0 right-column left-indent font-smaller indented-line longer-tail line-double-space line-space itemization
I-Listitem	“you”, both of them, or neither of them?	page=4 xpos=5 ypos=0 right-column left-indent right-indent font-smallest indented-line shorter-tail above-double-space above-line-space
B-Listitem	• does the utterance contain possessive pronouns or pos-	page=4 xpos=5 ypos=1 right-column left-indent font-smaller hanged-line longer-tail line-double-space line-space itemization tailchar-hiphen
I-Listitem	sessive adjectives (“your/yours” or “our/ours”), their	page=4 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-lower
I-Listitem	combination or neither of them?	page=4 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower above-double-space above-line-space
B-Listitem	• does the utterance contain indefinite pronouns such as	page=4 xpos=5 ypos=1 right-column left-indent font-smaller hanged-line longer-tail line-double-space line-space itemization
I-Listitem	“somebody”, “someone”, “anybody”, “anyone”, “ev-	page=4 xpos=5 ypos=1 right-column left-indent font-smallest indented-line tailchar-hiphen
I-Listitem	erybody” or “everyone”?	page=4 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower above-double-space above-line-space
B-Listitem	• does the utterance contain the name of participant P x ?	page=4 xpos=5 ypos=2 right-column left-indent right-indent font-smaller hanged-line longer-tail line-double-space line-space itemization above-double-space above-line-space
