Title	Language Model Based Arabic Word Segmentation	page=0 xpos=1 ypos=0 single-column left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	segmentation into multiple prefixes and	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	suffixes. Segmentation into one prefix and one	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	suffix per word, cf. (Darwish 2002), is not very	page=2 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	useful for applications like statistical machine	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	translation, (Brown et al. 1993), for which an	page=2 xpos=5 ypos=3 right-column full-justified aligned-line year headchar-lower
I-Body	accurate word-to-word alignment between the	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	source and the target languages is critical for	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	high quality translations.	page=2 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The trigram language model probabilities	page=2 xpos=5 ypos=4 right-column left-indent indented-line longer-tail headchar-capital
I-Body	of morpheme sequences, p(m <sub>i</sub> |m i-1, m i-2 ), are	page=2 xpos=5 ypos=4 right-column full-justified font-larger hanged-line headchar-lower
I-Body	estimated from the morpheme-segmented	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	corpus. At token boundaries, the morphemes	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	from previous tokens constitute the histories of	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the current morpheme in the trigram language	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	model. The trigram model is smoothed using	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	deleted interpolation with the bigram and	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	unigram models, (Jelinek 1997), as in (1):	page=2 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail year headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	(1) p(m <sub>3</sub> | m 1 ,m 2 ) = λ 3 p(m 3 |m 1 ,m 2 ) + λ 2	page=2 xpos=5 ypos=6 right-column full-justified font-largest aligned-line longer-tail line-double-space line-space itemization
I-Equation	p(m <sub>3</sub> |m 2 ) + λ 3 p(m 3 ), where λ 1 + λ 2 + λ 3 = 1.	page=2 xpos=5 ypos=6 right-column right-indent font-largest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	A small morpheme-segmented corpus	page=2 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	results in a relatively high out of vocabulary	page=2 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	rate for the stems. We describe below an	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	unsupervised acquisition of new stems from a	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	large unsegmented Arabic corpus. However,	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	we first describe the segmentation algorithm.	page=2 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.2 Decoder for Morpheme Segmentation	page=2 xpos=5 ypos=8 right-column right-indent aligned-line line-double-space line-space numbered-heading2 column-bottom above-blank-line above-double-space above-line-space
Page	3	page=2 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
B-Body	We take the unit of decoding to be a sentence	page=3 xpos=0 ypos=0 left-column full-justified page-top headchar-capital
I-Body	that has been tokenized using white space and	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	punctuation. The task of a decoder is to find	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	the morpheme sequence which maximizes the	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	trigram probability of the input sentence, as in	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	(2):	page=3 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail tailchar-colon above-double-space above-line-space
B-Equation	(2) SEGMENTATION <sub>best</sub> = Argmax II i=1 , N	page=3 xpos=0 ypos=1 left-column full-justified font-larger aligned-line longer-tail line-double-space line-space itemization
I-Equation	p(m <sub>i</sub> |m i-1 m i-2 ), N = number of morphemes in	page=3 xpos=0 ypos=1 left-column full-justified font-larger aligned-line headchar-lower
I-Equation	the input.	page=3 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Body	Search algorithm for (2) is informally	page=3 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	described for each word token as follows:	page=3 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Listitem	Step 1: Compute all possible segmentations of	page=3 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Listitem	the token (to be elaborated in 3.2.1).	page=3 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Listitem	Step 2: Compute the trigram language model	page=3 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail headchar-capital
I-Listitem	score of each segmentation. For some	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Listitem	segmentations of a token, the stem may be an	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Listitem	out of vocabulary item. In that case, we use an	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Listitem	“ UNKNOWN ” class in the trigram language	page=3 xpos=0 ypos=3 left-column full-justified aligned-line
I-Listitem	model with the model probability given by	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Listitem	p( UNKNOWN |m <sub>i-1,</sub> m i-2 ) * UNK_Fraction , where	page=3 xpos=0 ypos=4 left-column full-justified font-larger aligned-line headchar-lower
I-Listitem	UNK_Fraction is 1e-9 determined on empirical	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Listitem	grounds. This allows us to segment new words	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Listitem	with a high accuracy even with a relatively	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Listitem	high number of unknown stems in the	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Listitem	language model vocabulary, cf. experimental	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Listitem	results in Tables 5 & 6.	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Listitem	Step 3: Keep the top N highest scored	page=3 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail headchar-capital
I-Listitem	segmentations.	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsubsectionHeader	3.2.1 Possible Segmentations of a Word	page=3 xpos=0 ypos=5 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading3 above-double-space above-line-space
B-Body	Possible segmentations of a word token are	page=3 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	restricted to those derivable from a table of	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	prefixes and suffixes of the language for	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	decoder speed-up and improved accuracy.	page=3 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Table 2 shows examples of atomic (e.g. لا,	page=3 xpos=0 ypos=6 left-column left-indent indented-line longer-tail string-table headchar-capital tailchar-comma
I-Body	تا) and multi-component (e.g. لﺎ ﺑو, ﺎ ﻬﺗا )	page=3 xpos=0 ypos=7 left-column full-justified hanged-line
I-Body	prefixes and suffixes, along with their	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	component morphemes in native Arabic. <sup>3</sup>	page=3 xpos=0 ypos=7 left-column right-indent font-largest aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-Footnote	<sup>3</sup> We have acquired the prefix/suffix table from a 110K	page=3 xpos=0 ypos=8 left-column full-justified font-smaller aligned-line longer-tail line-blank-line line-double-space line-space headchar-super
I-Footnote	word manually segmented LDC corpus (51 prefixes & 72	page=3 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	suffixes) and from IBM-Egypt (additional 14 prefixes &	page=3 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	122 suffixes). The performance improvement by the	page=3 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line
I-Footnote	additional prefix/suffix list ranges from 0.07% to 0.54%	page=3 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	according to the manually segmented training corpus	page=3 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	size. The smaller the manually segmented corpus size is,	page=3 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line headchar-lower tailchar-comma
I-Footnote	the bigger the performance improvement by adding	page=3 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	additional prefix/suffix list is.	page=3 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
Table	__Table 2__	page=3 xpos=5 ypos=-1 right-column left-over right-indent box column-top table-area
B-Caption	Table 2 Prefix/Suffix Table	page=3 xpos=5 ypos=0 right-column left-indent right-indent indented-line shorter-tail string-table headchar-capital above-double-space above-line-space
B-Body	Each token is assumed to have the structure	page=3 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	prefix*-stem-suffix*, and is compared against	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	the prefix/suffix table for segmentation. Given	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	a word token, (i) identify all of the matching	page=3 xpos=5 ypos=1 right-column full-justified aligned-line itemization headchar-lower
I-Body	prefixes and suffixes from the table, (ii) further	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	segment each matching prefix/suffix at each	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	character position, and (iii) enumerate all	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	prefix*-stem-suffix* sequences derivable from	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	(i) and (ii).	page=3 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail itemization tailchar-period
B-Body	Table 3 shows all of its possible	page=3 xpos=5 ypos=2 right-column left-indent indented-line longer-tail string-table headchar-capital
I-Body	segmentations of the token ﺎهرﺮ آاو	page=3 xpos=5 ypos=2 right-column full-justified font-larger hanged-line headchar-lower
I-Body	(wAkrrhA; 'and I repeat it'), <sup>4</sup> where ∅ indicates	page=3 xpos=5 ypos=3 right-column full-justified font-largest aligned-line
I-Body	the null prefix/suffix and the Seg Score is the	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	language model probabilities of each	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	segmentation S1 ... S12. For this token, there	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	are two matching prefixes #و (w#) and	page=3 xpos=5 ypos=3 right-column full-justified font-largest aligned-line headchar-lower
I-Body	#او( wA#) from the prefix table, and two	page=3 xpos=5 ypos=4 right-column full-justified font-largest aligned-line
I-Body	matching suffixes ا+( +A) and ﺎه+( +hA)	page=3 xpos=5 ypos=4 right-column full-justified font-largest aligned-line headchar-lower
I-Body	from the suffix table. S1, S2, & S3 are the	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	segmentations given the null prefix ∅ and	page=3 xpos=5 ypos=4 right-column full-justified font-largest aligned-line headchar-lower
I-Body	suffixes ∅, +A, +hA. S4, S5, & S6 are the	page=3 xpos=5 ypos=4 right-column full-justified font-largest aligned-line headchar-lower
I-Body	segmentations given the prefix w# and suffixes	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	∅, +A, +hA. S7, S8, & S9 are the	page=3 xpos=5 ypos=5 right-column full-justified font-largest aligned-line
I-Body	segmentations given the prefix wA# and	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	suffixes ∅, +A, +hA. S10, S11, & S12 are the	page=3 xpos=5 ypos=5 right-column full-justified font-largest aligned-line headchar-lower
I-Body	segmentations given the prefix sequence w#	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	A# derived from the prefix wA# and suffixes	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
I-Body	∅, +A, +hA. As illustrated by S12, derivation	page=3 xpos=5 ypos=6 right-column full-justified font-largest aligned-line
I-Body	of sub-segmentations of the matching	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	prefixes/suffixes enables the system to identify	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	possible segmentations which would have been	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	missed otherwise. In this case, segmentation	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	including the derived prefix sequence	page=3 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower
I-Body	ﺎه + رﺮآ # ا # و (w# A# krr +hA) happens to	page=3 xpos=5 ypos=7 right-column left-indent font-larger longer-tail
E-Body	be the correct one.	page=3 xpos=5 ypos=7 right-column right-indent shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SubsubsectionHeader	3.2.2. Prefix-Suffix Filter	page=3 xpos=5 ypos=7 right-column right-indent aligned-line longer-tail line-blank-line line-double-space line-space above-double-space above-line-space
B-Body	While the number of possible segmentations is	page=3 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	maximized by sub-segmenting matching	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>4</sup> A sentence in which the token occurs is as follows: ﺎﻬﺘﻠﻗ	page=3 xpos=5 ypos=8 right-column full-justified aligned-line line-double-space line-space headchar-super
I-Footnote	ﺔﻴﻄﻔﻨﻟا تﺎﻘﺘﺸﻤﻟا ﻲﻓ ﺎﻤﻧاو مﺎﺨﻟا ﻂﻔﻨﻟا ﻲﻓ ﺖﺴﻴﻟ ﺔﻠﻜﺸﻤﻟﺎﻓ ﺎهرﺮآاو	page=3 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail
I-Footnote	(qlthA wAkrrhA fAlm$klp lyst fy AlfnT AlxAm wAnmA fy	page=3 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line
I-Footnote	Alm$tqAt AlnfTyp.)	page=3 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-capital column-bottom above-blank-line above-double-space above-line-space
Page	4	page=3 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	prefixes and suffixes, some of illegitimate sub-	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	segmentations are filtered out on the basis of	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	the knowledge specific to the manually	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	segmented corpus. For instance, sub-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	segmentation of the suffix hA into +h +A is	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	ruled out because there is no suffix sequence	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	+h +A in the training corpus. Likewise, sub-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line tailchar-hiphen
I-Body	segmentation of the prefix Al into A# l# is	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	filtered out. Filtering out improbable	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	prefix/suffix sequences improves the	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	segmentation accuracy, as shown in Table 5.	page=4 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Table	__Table 3__	page=4 xpos=-1 ypos=2 left-column centered left-over right-over box hanged-line longer-tail line-double-space line-space table-area
B-Caption	Table 3 Possible Segmentations of	page=4 xpos=0 ypos=4 left-column full-justified indented-line shorter-tail string-table headchar-capital
E-Caption	ﺎهرﺮآاو (wAkrrhA)	page=4 xpos=0 ypos=4 left-column right-indent font-larger aligned-line shorter-tail above-double-space above-line-space
B-SectionHeader	4 Unsupervised Acquisition of New	page=4 xpos=0 ypos=5 left-column full-justified font-larger aligned-line longer-tail line-double-space line-space numbered-heading1
I-SectionHeader	Stems	page=4 xpos=0 ypos=5 left-column right-indent font-larger aligned-line shorter-tail headchar-capital above-double-space above-line-space
B-Body	Once the seed segmenter is developed on the	page=4 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	basis of a manually segmented corpus, the	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	performance may be improved by iteratively	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	expanding the stem vocabulary and retraining	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	the language model on a large automatically	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	segmented Arabic corpus.	page=4 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Given a small manually segmented corpus	page=4 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital
I-Body	and a large unsegmented corpus, segmenter	page=4 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
E-Body	development proceeds as follows.	page=4 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Listitem	Initialization: Develop the seed segmenter	page=4 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Listitem	Segmenter <sub>0</sub> trained on the manually segmented	page=4 xpos=0 ypos=7 left-column full-justified font-larger aligned-line headchar-capital
I-Listitem	corpus Corpus <sub>0</sub> , using the language model	page=4 xpos=0 ypos=7 left-column full-justified font-larger aligned-line headchar-lower
I-Listitem	vocabulary, Vocab <sub>0,</sub> acquired from Corpus 0 .	page=4 xpos=0 ypos=8 left-column full-justified font-larger aligned-line headchar-lower tailchar-period
B-Listitem	Iteration: For i = 1 to N, N = the number of	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital
I-Listitem	partitions of the unsegmented corpus	page=4 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower
I-Listitem	i. Use Segmenter <sub>i-1</sub> to segment Corpus i .	page=4 xpos=0 ypos=8 left-column left-indent right-indent font-larger longer-tail headchar-lower tailchar-period
I-Listitem	ii. Acquire new stems from the newly	page=4 xpos=0 ypos=8 left-column left-indent aligned-line longer-tail headchar-lower
I-Listitem	segmented Corpus <sub>i</sub> . Add the new stems to	page=4 xpos=0 ypos=9 left-column full-justified font-larger headchar-lower column-bottom
I-Listitem	Vocab <sub>i-1</sub> , creating an expanded vocabulary	page=4 xpos=5 ypos=0 right-column full-justified font-larger column-top headchar-capital
I-Listitem	Vocab <sub>i</sub> .	page=4 xpos=5 ypos=0 right-column right-indent font-larger aligned-line shorter-tail headchar-capital tailchar-period
I-Listitem	iii. Develop Segmenter <sub>i</sub> trained on Corpus 0	page=4 xpos=5 ypos=0 right-column left-indent font-larger longer-tail headchar-lower
I-Listitem	through Corpus <sub>i</sub> with Vocab i .	page=4 xpos=5 ypos=0 right-column right-indent font-larger shorter-tail headchar-lower tailchar-period
B-Listitem	Optimal Performance Identification:	page=4 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail headchar-capital tailchar-colon
I-Listitem	Identify the Corpus <sub>i</sub> and Vocab i , which result	page=4 xpos=5 ypos=0 right-column full-justified font-larger aligned-line headchar-capital
I-Listitem	in the best performance, i.e. system training	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Listitem	with Corpus <sub>i+1</sub> and Vocab i+1 does not improve	page=4 xpos=5 ypos=1 right-column full-justified font-larger aligned-line headchar-lower
I-Listitem	the performance any more.	page=4 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Unsupervised acquisition of new stems	page=4 xpos=5 ypos=1 right-column left-indent indented-line longer-tail headchar-capital
I-Body	from an automatically segmented new corpus	page=4 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower
I-Body	is a three-step process: (i) select new stem	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	candidates on the basis of a frequency	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	threshold, (ii) filter out new stem candidates	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	containing a sub-string with a high likelihood	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	of being a prefix, suffix, or prefix-suffix. The	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	likelihood of a sub-string being a prefix, suffix,	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and prefix-suffix of a token is computed as in	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	(5) to (7), (iii) further filter out new stem	page=4 xpos=5 ypos=3 right-column full-justified aligned-line itemization
I-Body	candidates on the basis of contextual	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	information, as in (8).	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Equation	(5) P <sub>score</sub> = number of tokens with prefix P /	page=4 xpos=5 ypos=4 right-column full-justified font-larger aligned-line longer-tail line-double-space line-space itemization
I-Equation	number of tokens starting with sub-string P	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower
B-Equation	(6) S <sub>score</sub> = number of tokens with suffix S /	page=4 xpos=5 ypos=4 right-column full-justified font-larger aligned-line longer-tail itemization
I-Equation	number of tokens ending with sub-string S	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower
B-Equation	(7) PS <sub>score</sub> = number of tokens with prefix P	page=4 xpos=5 ypos=4 right-column full-justified font-larger aligned-line longer-tail itemization
I-Equation	and suffix S / number of tokens starting with	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Equation	sub-string P and ending with sub-string S	page=4 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower above-double-space above-line-space
B-Body	Stem candidates containing a sub-string with a	page=4 xpos=5 ypos=5 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	high prefix, suffix, or prefix-suffix likelihood	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	are filtered out. Example sub-strings with the	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	prefix, suffix, prefix-suffix likelihood 0.85 or	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	higher in a 110K word manually segmented	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	corpus are given in Table 4. If a token starts	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	with the sub-string ـﻨﺱ (sn), and end with ﺎﻬـ	page=4 xpos=5 ypos=6 right-column right-indent aligned-line headchar-lower
I-Body	(hA), the sub-string's likelihood of being the	page=4 xpos=5 ypos=6 right-column full-justified aligned-line
I-Body	prefix-suffix of the token is 1. If a token starts	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	with the sub-string ﻞ ﻟ (ll), the sub-string's	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	likelihood of being the prefix of the token is	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	0.945, etc.	page=4 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
Table	__Table 4__	page=4 xpos=5 ypos=7 right-column centered left-over box longer-tail line-double-space line-space table-area
B-Caption	Table 4 Prefix/Suffix Likelihood Score	page=4 xpos=5 ypos=8 right-column left-indent right-indent indented-line shorter-tail string-table headchar-capital column-bottom above-blank-line above-double-space above-line-space
Page	5	page=4 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
B-Listitem	(8) Contextual Filter: (i) Filter out stems co-	page=5 xpos=0 ypos=0 left-column full-justified page-top itemization tailchar-hiphen
I-Listitem	occurring with prefixes/suffixes not present in	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	the training corpus. (ii) Filter out stems whose	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	prefix/suffix distributions are highly	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	disproportionate to those seen in the training	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	corpus.	page=5 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	According to (8), if a stem is followed by	page=5 xpos=0 ypos=1 left-column left-indent indented-line longer-tail headchar-capital
I-Body	a potential suffix +m, not present in the	page=5 xpos=0 ypos=1 left-column full-justified hanged-line itemization headchar-lower
I-Body	training corpus, then it is filtered out as an	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	illegitimate stem. In addition, if a stem is	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	preceded by a prefix and/or followed by a	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	suffix with a significantly higher proportion	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	than that observed in the training corpus, it is	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	filtered out. For instance, the probability for	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the suffix +A to follow a stem is less than 50%	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	in the training corpus regardless of the stem	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	properties, and therefore, if a candidate stem is	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	followed by +A with the probability of over	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	70%, e.g. mAnyl +A, then it is filtered out as	page=5 xpos=0 ypos=3 left-column full-justified aligned-line
E-Body	an illegitimate stem.	page=5 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
