Title	Towards a Model of Face-to-Face Grounding	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-double-space above-line-space
I-Body	tail)). For the nonverbal behaviors, the number of	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	shifts between the statuses in Table 1 was com-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pared (eg. NV status shifts from gP/gP to gM/gM	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	is counted as one shift). There were 887 NV status	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	shifts for F2F, and 425 shifts for SR. The number	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	of NV status shifts in SR is less than half of that in	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	F2F (t(7)=3.377 p< .01 (one-tail)).	page=2 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period
B-Body	These results indicate that visual access to the	page=2 xpos=5 ypos=2 right-column left-indent indented-line longer-tail headchar-capital
I-Body	interlocutor’s body affects the conversation, sug-	page=2 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	gesting that these nonverbal behaviors are used as	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	communicative signals. In SR, where the mean	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	length of UU is shorter, speakers present informa-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion in smaller chunks than in F2F, leading to more	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	chunks and a slightly longer conversation. In F2F,	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	on the other hand, conversational participants con-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	vey more information in each UU.	page=2 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Correlation between verbal and nonverbal	page=2 xpos=5 ypos=4 right-column left-indent indented-line longer-tail headchar-capital
I-Body	behaviors: We analyzed NV status shifts with re-	page=2 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	spect to the type of verbal communicative action	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	and the experimental condition (F2F/SR). To look	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	at the continuity of NV status, we also analyzed the	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	amount of time spent in each NV status. For gaze,	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	transition and time spent gave similar results; since	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	head nods are so brief, however, we discuss the	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	data in terms of transitions. Table 2 shows the most	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	frequent target NV status (shift to these statuses from	page=2 xpos=5 ypos=6 right-column full-justified font-smaller aligned-line headchar-lower
I-Body	others) for each speech act type in F2F. Numbers in	page=2 xpos=5 ypos=6 right-column full-justified font-smaller aligned-line headchar-lower
I-Body	parentheses indicates the proportion to the total num-	page=2 xpos=5 ypos=6 right-column full-justified font-smaller aligned-line headchar-lower tailchar-hiphen
E-Body	ber of transitions.	page=2 xpos=5 ypos=6 right-column right-indent font-smaller aligned-line shorter-tail headchar-lower tailchar-period
B-Body	<Acknowledgement> Within an UU, the	page=2 xpos=5 ypos=7 right-column left-indent indented-line longer-tail string-acknowledgement
I-Body	dyad’s NV status most frequently shifts to	page=2 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	gMwN/gM (eg. speaker utters “OK” while nodding,	page=2 xpos=5 ypos=7 right-column right-over aligned-line headchar-lower tailchar-comma
I-Body	and listener looks at the map). At pauses, a shift to	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	gMgM is most frequent. The same results were	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	found in SR where the listener could not see the	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	speaker’s nod. These findings suggest that Ac-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	knowledgement is likely to be accompanied by a	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	head nod, and this behavior may function intro-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	spectively, as well as communicatively.	page=2 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	<Answer> In F2F, the most frequent shift	page=2 xpos=5 ypos=9 right-column left-indent indented-line longer-tail
I-Body	within a UU is to gP/gP. This suggests that speak-	page=2 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ers and listeners rely on mutual gaze (gP/gP) to	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	ensure an answer is grounded, whereas they cannot	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	use this strategy in SR. In addition, we found that	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	speakers frequently look away at the beginning of	page=3 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
E-Body	an answer, as they plan their reply [7].	page=3 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	<Info-req> In F2F, the most frequent shift	page=3 xpos=0 ypos=0 left-column left-indent indented-line longer-tail
I-Body	within a UU is to gP/gM, while at pauses between	page=3 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower
I-Body	UUs shift to gP/gP is the most frequent. This sug-	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	gests that speakers obtain mutual gaze after asking	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	a question to ensure that the question is clear, be-	page=3 xpos=0 ypos=1 left-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	fore the turn is transferred to the listener to reply.	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	In SR, however, rarely is there any NV status shift,	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital tailchar-comma
E-Body	and participants continue looking at the map.	page=3 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	<Assertion> In both conditions, listeners look	page=3 xpos=0 ypos=1 left-column left-indent indented-line longer-tail
I-Body	at the map most of the time, and sometimes nod.	page=3 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower tailchar-period
I-Body	However, speakers’ nonverbal behavior is very	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	different across conditions. In SR, speakers either	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	look at the map or elsewhere. By contrast, in F2F,	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	they frequently look at the listener, so that a shift	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	to gP/gM is the most frequent within an UU. This	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	suggests that, in F2F, speakers check whether the	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	listener is paying attention to the referent men-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tioned in the Assertion. This implies that not only	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	listener’s gazing at the speaker, but also paying	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	attention to a referent works as positive evidence	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	of understanding in F2F.	page=3 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In summary, it is already known that eye gaze	page=3 xpos=0 ypos=4 left-column left-indent indented-line longer-tail headchar-capital
I-Body	can signal a turn-taking request [16], but turn-	page=3 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	taking cannot account for all our results. Gaze di-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rection changes within as well as between UUs,	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and the usage of these nonverbal behaviors differs	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	depending on the type of conversational action.	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Note that subjects rarely demonstrated communica-	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tion failures, implying that these nonverbal behaviors	page=3 xpos=0 ypos=5 left-column full-justified font-smaller aligned-line headchar-lower
E-Body	represent positive evidence of grounding.	page=3 xpos=0 ypos=6 left-column right-indent font-smaller aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Correlation between speaker and listener	page=3 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital
I-Body	behavior: Thus far we have demonstrated a differ-	page=3 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ence in distribution among nonverbal behaviors,	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	with respect to conversational action, and visibility	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	of interlocutor. But, to uncover the function of	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	these nonverbal signals, we must examine how	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	listener’s nonverbal behavior affects the speaker’s	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	following action. Thus, we looked at two consecu-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive Assertion UUs by a direction-giver, and ana-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lyzed the relationship between the NV status of the	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	first UU and the direction-giving strategy in the	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	second UU. The giver’s second UU is classified as	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	go-ahead if it gives the next leg of the directions,	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	or as elaboration if it gives additional information	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	about the first UU, as in the following example:	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Listitem	[U1]S: And then, you’ll go	page=3 xpos=0 ypos=9 left-column left-indent right-indent indented-line shorter-tail line-double-space line-space
I-Listitem	down this little corridor.	page=3 xpos=0 ypos=9 left-column left-indent right-indent indented-line longer-tail headchar-lower tailchar-period
B-Listitem	[U2]S: It’s not very long.	page=3 xpos=0 ypos=9 left-column left-indent right-indent hanged-line shorter-tail tailchar-period column-bottom
Figure	__Figure 2__	page=3 xpos=5 ypos=-1 right-column left-over right-indent box column-top figure-area above-line-space
B-Caption	Figure 2: Relationship between receiver’s NV and	page=3 xpos=5 ypos=1 right-column left-indent right-indent font-smallest indented-line shorter-tail line-space string-figure headchar-capital
E-Caption	giver’s next verbal behavior	page=3 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-Body	Results are shown in Figure 2. When the listener	page=3 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	begins to gaze at the speaker somewhere within an	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	UU, and maintains gaze until the pause after the	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	UU, the speaker’s next UU is an elaboration of the	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	previous UU 73% of the time. On the other hand,	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	when the listener keeps looking at the map during	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	an UU, only 30% of the next UU is an elaboration	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	(z = 3.678, p<.01). Moreover, when a listener	page=3 xpos=5 ypos=3 right-column full-justified aligned-line
I-Body	keeps looking at the speaker, the speaker’s next	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	UU is go-ahead only 27% of the time. In contrast,	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	when a listener keeps looking at the map, the	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	speaker’s next UU is go-ahead 52% of the time (z	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	= -2.049, p<.05) <sup>1</sup> . These results suggest that speak-	page=3 xpos=5 ypos=4 right-column full-justified font-largest aligned-line tailchar-hiphen
I-Body	ers interpret listeners’ continuous gaze as evidence	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	of not-understanding, and they therefore add more	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	information about the previous UU. Similar find-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ings were reported for a map task by [17] who	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	suggested that, at times of communicative diffi-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	culty, interlocutors are more likely to utilize all the	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	channels available to them. In terms of floor man-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	agement, gazing at the partner is a signal of giving	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	up a turn, and here this indicates that listeners are	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	trying to elicit more information from the speaker.	page=3 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In addition, listeners’ continuous attention to the	page=3 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail headchar-capital
I-Body	map is interpreted as evidence of understanding,	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and speakers go ahead to the next leg of the direc-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tion <sup>2</sup> .	page=3 xpos=5 ypos=7 right-column right-indent font-largest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.3 A Model of Face-to-Face Grounding	page=3 xpos=5 ypos=7 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Analyzing spoken dialogues, [18] reported that	page=3 xpos=5 ypos=7 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	grounding behavior is more likely to occur at an	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower above-blank-line above-double-space above-line-space
B-Footnote	<sup>1</sup> The percentage for map does not sum to 100% because some	page=3 xpos=5 ypos=8 right-column full-justified font-smaller aligned-line line-blank-line line-double-space line-space headchar-super
I-Footnote	of the UUs are cue phrases or tag questions which are part of	page=3 xpos=5 ypos=8 right-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	the next leg of the direction, but do not convey content.	page=3 xpos=5 ypos=8 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Footnote	<sup>2</sup> We also analyzed two consecutive Answer UUs from a giver,	page=3 xpos=5 ypos=9 right-column full-justified font-smaller aligned-line longer-tail headchar-super tailchar-comma
I-Footnote	and found that when the listener looks at the speaker at a	page=3 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	pause, the speaker elaborates the Answer 78% of the time.	page=3 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower tailchar-period
I-Footnote	When the listener looks at the speaker during the UU and at	page=3 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-capital
I-Footnote	the map after the UU (positive evidence), the speaker elabo-	page=3 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower tailchar-hiphen
I-Footnote	rates only 17% of the time.	page=3 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period page-bottom
I-Body	intonational boundary, which we use to identify	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	UUs. This implies that multiple grounding behav-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	iors can occur within a turn if it consists of multi-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ple UUs. However, in previous models,	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	information is grounded only when a listener re-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	turns verbal feedback, and acknowledgement	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	marks the smallest scope of grounding. If we ap-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ply this model to the example in Figure 1, none of	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	the UU have been grounded because the listener	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	has not returned any spoken grounding clues.	page=4 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In contrast, our results suggest that considering	page=4 xpos=0 ypos=1 left-column left-indent indented-line longer-tail headchar-capital
I-Body	the role of nonverbal behavior, especially eye-gaze,	page=4 xpos=0 ypos=2 left-column right-over hanged-line headchar-lower tailchar-comma
I-Body	allows a more fine-grained model of grounding,	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	employing the UU as a unit of grounding.	page=4 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Our results also suggest that speakers are ac-	page=4 xpos=0 ypos=2 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tively monitoring positive evidence of understand-	page=4 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ing, and also the absence of negative evidence of	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	understanding (that is, signs of miscommunication).	page=4 xpos=0 ypos=3 left-column right-over aligned-line headchar-lower tailchar-period
I-Body	When listeners continue to gaze at the task, speak-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital tailchar-hiphen
E-Body	ers continue on to the next leg of directions.	page=4 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Because of the incremental nature of grounding,	page=4 xpos=0 ypos=3 left-column left-indent indented-line longer-tail headchar-capital tailchar-comma
I-Body	we implement nonverbal grounding functionality	page=4 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower
I-Body	into an embodied conversational agent using a	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	process model that describes steps for a system to	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	judge whether a user understands system contribu-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion: (1) Preparing for the next UU: according to	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	the speech act type of the next UU, nonverbal posi-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive or negative evidence that the agent expects to	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	receive are specified. (2) Monitoring: monitors and	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	checks the user’s nonverbal status and signals dur-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing the UU. After speaking, the agent continues	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	monitoring until s/he gets enough evidence of un-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	derstanding or not-understanding represented by	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	user’s nonverbal status and signals.(3) Judging:	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-colon
I-Body	once the agent gets enough evidence, s/he tries to	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	judge groundedness as soon as possible. According	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	to some previous studies, length of pause between	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	UUs is in between 0.4 to 1 sec [18, 19]. Thus, time	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital
I-Body	out for judgment is 1 sec after the end of the UU. If	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the agent does not have evidence then, the UU re-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	mains ungrounded.	page=4 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	This model is based on the information state	page=4 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital
I-Body	approach [3], with update rules that revise the state	page=4 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	of the conversation based on the inputs the system	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	receives. In our case, however, the inputs are sam-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pled continuously, include the nonverbal state, and	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	only some require updates. Other inputs indicate	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	that the last utterance is still pending, and allow the	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	agent to wait further. In particular, task attention	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	over an interval following the utterance triggers	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	grounding. Gaze in the interval means that the	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	contribution stays provisional, and triggers an ob-	page=4 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	ligation to elaborate. Likewise, if the system	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	times-out without recognizing any user feedback,	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the segment remains ungrounded. This process	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	allows the system to keep talking across multiple	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	utterance units without getting verbal feedback	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	from the user. From the user’s perspective, explicit	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	acknowledgement is not necessary, and minimal	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	cost is involved in eliciting elaboration.	page=4 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Face-to-face Grounding with ECAs	page=4 xpos=5 ypos=1 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Based on our empirical results, we propose a dia-	page=4 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	logue manager that can handle nonverbal input to	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	the grounding process, and we implement the	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	mechanism in an embodied conversational agent.	page=4 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.1 System	page=4 xpos=5 ypos=3 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	MACK is an interactive public information ECA	page=4 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	kiosk. His current knowledgebase concerns the	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	activities of the MIT Media Lab; he can answer	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	questions about the lab’s research groups, projects,	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	and demos, and give directions to each.	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	On the input side, MACK recognizes three mo-	page=4 xpos=5 ypos=4 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	dalities: (1) speech, using IBM’s ViaVoice, (2) pen	page=4 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower
I-Body	gesture via a paper map atop a table with an em-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bedded Wacom tablet, and (3) head nod and eye	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	gaze via a stereo-camera-based 6-degree-of-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	freedom head-pose tracker (based on [20]). These	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	inputs operate as parallel threads, allowing the Un-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	derstanding Module (UM) to interpret the multiple	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	modalities both individually and in combination.	page=4 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	MACK produces multimodal output as well: (1)	page=4 xpos=5 ypos=6 right-column left-indent indented-line longer-tail headchar-capital
I-Body	speech synthesis using the Microsoft Whistler	page=4 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower
I-Body	Text-to-Speech (TTS) API, (2) a graphical figure	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
I-Body	with synchronized hand and arm gestures, and	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	head and eye movements, and (3) LCD projector	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
