Title	Multilingual and cross-lingual news topic tracking	page=0 xpos=1 ypos=0 single-column left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	each geographical place name identified for a	page=2 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower
I-Body	given country, we add one to the country counter.	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We then normalise this value using the log-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	likelihood value, using the average country counter	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	in a large number of other news articles as a refer-	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ence base. As with keywords, we plan to update	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	the country counter reference frequency list on a	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	daily or weekly basis. The resulting normalised	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	country score has the same format as the keyword	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	list so that it can simply be added to the document	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	vector space representation.	page=2 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.3 Mapping documents onto a multilingual	page=2 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space numbered-heading2
I-SubsectionHeader	classification scheme	page=2 xpos=0 ypos=4 left-column left-indent right-indent indented-line shorter-tail headchar-lower above-double-space above-line-space
B-Body	For the semantic mapping of news articles, we	page=2 xpos=0 ypos=5 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	use an existing system developed by Pouliquen et	page=2 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower
I-Body	al. (2003), which maps documents onto a multilin-	page=2 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	gual thesaurus called Eurovoc. Eurovoc is a wide-	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	coverage classification scheme with approximately	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	6000 hierarchically organised classes. Each of the	page=2 xpos=0 ypos=6 left-column full-justified aligned-line
I-Body	classes has exactly one translation in the currently	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	22 languages for which it exists. The system car-	page=2 xpos=0 ypos=6 left-column full-justified aligned-line numbered-heading1 tailchar-hiphen
I-Body	ries out category-ranking classification using Ma-	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	chine Learning methods. In an inductive process, it	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	builds a profile-based classifier by observing the	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	manual classification on a training set of docu-	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ments with only positive examples. The outcome	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	of the mapping process is a ranked list of the 100	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	most pertinent Eurovoc classes. Due to the multi-	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lingual nature of Eurovoc, this representation is	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	independent of the text language so that it is very	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	suitable for cross-lingual document similarity cal-	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	culation, as was shown by Pouliquen et al. (2003).	page=2 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Clustering of news articles	page=2 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	In this process, larger groups of similar articles	page=2 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	are grouped into clusters. Unlike in document clas-	page=2 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	sification, clustering is a bottom-up, unsupervised	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	process, because the document classes are not	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
E-Body	known beforehand.	page=2 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
B-SubsectionHeader	4.1 Building a dendrogram	page=2 xpos=5 ypos=0 right-column right-indent column-top numbered-heading2 above-double-space above-line-space
B-Body	In the process, we build a hierarchical clustering	page=2 xpos=5 ypos=0 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	tree (dendrogram), using an agglomerative algo-	page=2 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	rithm (Jain et al. 1999). In a first step, (1) we cal-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	culate the similarity between each document pair	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	in the collection (i.e. one full day of news in one	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	language), applying the cosine formula to the	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	document vector pairs. The vector for each single	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	document consists of its keywords and their log-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	likelihood values, enhanced with the country pro-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	file as described in sections 3.1 and 3.2. (2) When	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	two or more documents have a cosine similarity of	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	90% or more, we eliminate all but one of them as	page=2 xpos=5 ypos=2 right-column full-justified aligned-line
I-Body	we assume that they are duplicates or near-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	duplicates, i.e. they are exact copies or slightly	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	amended versions of the same news wire. (3) We	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	then combine the two most similar documents into	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	a cluster, for which we calculate a new representa-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	tion by merging the two vectors into one. For the	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	node combining the two documents, we also have	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	an intra-cluster similarity value showing the degree	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	to which the two documents are similar. For the	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	rest of the clustering process, this node will be	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	treated like a single document, with the exception	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	that it will have twice the weight of a single docu-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment when being merged with another document	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	or cluster of documents. We iteratively repeat steps	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	(1) and (3) so as to include more and more docu-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line itemization tailchar-hiphen
I-Body	ments into the binary dendrogram until all docu-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ments are included. The resulting dendrogram will	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	have clusters of articles that are similar, and a list	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	of keywords and their weight for each cluster. The	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	degree of similarity for each cluster is shown by its	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	intra-cluster similarity value.	page=2 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.2 Cluster extraction to identify main events	page=2 xpos=5 ypos=6 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	In a next step, we search the dendrogram for the	page=2 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	major news clusters of the day, by identifying all	page=2 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower
I-Body	sub-clusters of documents that fulfil the following	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	conditions: (a) the intra-cluster similarity (cluster	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	cohesiveness) is above the threshold of 50%; (b)	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the number X of articles in the cluster is at least	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	0.6% of the total number of articles of that lan-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line tailchar-hiphen
I-Body	guage per day; (c) the number Y of different feeds	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	is at least half the minimum number of articles per	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	cluster (Y = X/2).	page=2 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The threshold of 50% in (a) was chosen because	page=2 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital
I-Body	it guarantees that most related articles are included	page=2 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	in the cluster, while unrelated ones are mostly ex-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cluded (see section 4.3). The minimum number of	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	articles per cluster in (b) was chosen to limit the	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	number of major news clusters per day. We re-	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	quested a minimum number of different news	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	feeds (c) so as to be sure that the news items are of	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	general interest and that we are not dealing with	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
E-Body	some newspaper-specific or local issues.	page=2 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period page-bottom
B-Body	With the current settings, the system produces an	page=3 xpos=0 ypos=0 left-column left-indent page-top headchar-capital
I-Body	average of 9 English major news clusters per day,	page=3 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	11 Italian, 16 German, 20 French and 21 Spanish.	page=3 xpos=0 ypos=0 left-column full-justified aligned-line numbered-heading1 tailchar-period
I-Body	The varying numbers indicate that the settings	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital
I-Body	should probably be changed so as to produce a	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	similar number of major news clusters per day in	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	the various languages. Most likely, the minimum	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	number of feeds should have an upper maximum	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	value for languages like English with thousands of	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	news articles per day.	page=3 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	For each cluster, we have the following informa-	page=3 xpos=0 ypos=1 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tion: number of articles, number of sources (feeds),	page=3 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	intra-cluster similarity measure and keywords. Us-	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing our group-average approach we also have the	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	centroid of the cluster (i.e. the vector of features	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	that represents the cluster). For each cluster, we	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	compute the article that is most similar to the cen-	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	troid (short: the centroid article). We use the title	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	of this centroid article as the title for the cluster	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	and we present this article to the users as a first	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	document to read about the contents of the whole	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	cluster.	page=3 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The collection of clusters is mainly presented to	page=3 xpos=0 ypos=3 left-column left-indent indented-line longer-tail headchar-capital
I-Body	the users as a flat and independent list of clusters.	page=3 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower tailchar-period
I-Body	However, as we realised that some of the clusters	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	are more related than others (e.g. with the recent	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	interest in Iraq, there are often various clusters	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	covering different aspects of the political situation	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	of the country), we position clusters with an inter-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cluster similarity of over 30% closer to each other	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
E-Body	when presenting them to the users.	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.3 Evaluation of the monolingual clustering	page=3 xpos=0 ypos=5 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	The evaluation of clustering results is rather	page=3 xpos=0 ypos=5 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	tricky. According to Joachims (2003), clustering	page=3 xpos=0 ypos=5 left-column full-justified hanged-line year headchar-lower
I-Body	results can be evaluated using a variety of different	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	ways: (a) let the market decide (select the winner);	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-semicolon
I-Body	(b) ask end users; (c) measure the ‘tightness’ or	page=3 xpos=0 ypos=6 left-column full-justified aligned-line itemization
I-Body	‘purity’ of clusters; (d) use human-identified clus-	page=3 xpos=0 ypos=6 left-column full-justified aligned-line tailchar-hiphen
I-Body	ters to evaluate system-generated ones. The last	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	solution (d) is out of our reach because it is very	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	resource-consuming; several evaluators would be	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	needed for cross-checking the human judgement.	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The ‘market’ (a) and user groups (b) will use and	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital
I-Body	evaluate our system in the near future, but we need	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	to evaluate the system prior to showing it to a large	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	number of customers. We therefore focus on	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	method (c) by letting a person judge how consis-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tently the articles of each cluster treat the same	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	story.	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We evaluated the major clusters of English news	page=3 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital
I-Body	articles (using the 50% intra-cluster similarity	page=3 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	threshold) produced for the seven-day period start-	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing 9 March 2004. During this period, 71 clusters	page=3 xpos=0 ypos=9 left-column full-justified aligned-line year headchar-lower
I-Body	containing 1072 news articles were produced. The	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	evaluator was asked to decide, for each cluster and	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	on a four-grade scale, to what extent the clustered	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	articles were related to the centroid article. Com-	page=3 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	paring the clustered articles to the centroid article	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	was chosen over evaluating the homogeneity of the	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	cluster because it is both easier and closer to the	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	real-life situation of the users: users will enter the	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	cluster via the centroid article and will judge the	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	other articles according to whether or not they con-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tain the information they expect. The evaluation	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	scale distinguishes the following ratings:	page=3 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-blank-line above-double-space above-line-space
B-Listitem	(0) wrong link, e.g. Madrid football results vs.	page=3 xpos=5 ypos=1 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space itemization tailchar-period
I-Listitem	Madrid elections; this is a hypothetical exam-	page=3 xpos=5 ypos=1 right-column left-indent indented-line headchar-capital tailchar-hiphen
I-Listitem	ple as no such link was found.	page=3 xpos=5 ypos=2 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Listitem	(1) loosely connected story, e.g. Welsh documen-	page=3 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail itemization tailchar-hiphen
I-Listitem	tary on drinking vs. alcohol policy in Britain;	page=3 xpos=5 ypos=2 right-column left-indent right-indent indented-line shorter-tail headchar-lower tailchar-semicolon
B-Listitem	(2) interlinked news stories, e.g. 11/03 Madrid	page=3 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail itemization
I-Listitem	bombing vs. elections of the Spanish Prime	page=3 xpos=5 ypos=2 right-column left-indent indented-line headchar-lower
I-Listitem	Minister Zapatero vs. Spanish decision to pull	page=3 xpos=5 ypos=2 right-column left-indent aligned-line headchar-capital
I-Listitem	troops out of Iraq;	page=3 xpos=5 ypos=3 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon
B-Listitem	(3) same news story.	page=3 xpos=5 ypos=3 right-column right-indent hanged-line shorter-tail itemization tailchar-period above-blank-line above-double-space above-line-space
B-Body	In the evaluation, 91.5% of the articles were	page=3 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	rated as good (3), 7.7% were rated as interlinked	page=3 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	(2) and 0.8% were rated as loosely connected. No	page=3 xpos=5 ypos=4 right-column full-justified aligned-line itemization
I-Body	wrong links were found. 47 of the 71 clusters only	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	contained good articles (3). Loosely connected ar-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ticles (1) were distributed evenly. No more than	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	two articles of this rating were found in a single	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	cluster. They never amounted to more than 17% of	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	all articles in a cluster (2 out of 12 articles).	page=3 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	An evaluation of the clusters produced on one	page=3 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	day’s data with 30% and 40% intra-cluster similar-	page=3 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ity thresholds showed that the performance de-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	creased drastically. In 30%-clusters, we found sev-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	eral wrong links (category 0), while no such wrong	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	links were found in the 50%-clusters. The total	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	number of wrong (0) or loosely connected (1) arti-	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cles went up from one (in the 50%-cluster for that	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	day) to 37. Furthermore, the worst clusters con-	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tained over 50% of such unrelated articles. The	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	40%-clusters were of a slightly better quality, but	page=3 xpos=5 ypos=7 right-column full-justified aligned-line
I-Body	they still were clearly less good than the 50%-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	clusters: The percentage of wrong (0) and loosely	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	connected (1) articles only went up from 0.8% (in	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the 50%-clusters) to 4%, but some of the 40%-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	clusters still had more bad (category 0 or 1) than	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	good (category 2 or 3) articles. These numbers	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	confirm that our choice of the 50% intra-cluster	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	similarity threshold is most useful.	page=3 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We have not produced a quantitative evaluation	page=3 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital
I-Body	of the miss rate of the clustering process (i.e. the	page=3 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	number of related articles not included in the clus-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ter, showing the recall). However, a full-text	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	search of the relevant proper names in the rest of	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	the news collection showed that the clustering	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	process missed very few related articles. In any	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	case, from our users’ point of view, it is much	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	more important to know the major news stories of	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	a specific day than being able to access all articles	page=4 xpos=0 ypos=0 left-column full-justified aligned-line itemization headchar-lower
E-Body	on the subject.	page=4 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Statistical evaluation showed no correlation be-	page=4 xpos=0 ypos=0 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tween cluster size and accuracy. However, cate-	page=4 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	gory (2) results were more frequently found in	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	clusters pertaining to news stories that go on for a	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	long time, such as the US presidential elections.	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	These stories get wide coverage without being	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital
I-Body	‘breaking news’, and many of the articles involved	page=4 xpos=0 ypos=1 left-column full-justified aligned-line
I-Body	are commentaries. Some of the category (2) results	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	were also found in stories around the Madrid	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	bombing and its consequences: some articles dis-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cussed the bombing itself on 11 March (number of	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	dead, investigation, mourning); others discussed	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the fact that, in the 14 March elections, the Spanish	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	people elected the socialists as they felt that former	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	Prime Minister Aznar’s politics were partially re-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	sponsible for this tragedy; yet other articles dis-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cussed the post-election consequences such as the	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	decision of the new Socialist government to pull	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	out the Spanish troops from Iraq, etc. Many of the	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	articles touched upon several of these issues. Arti-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cles were rated as good (3) if they had at least one	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	core topic in common with the centroid article.	page=4 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
