B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital above-line-space
I-Listitem	(nonsummary article), the resulting extracts will	page=2 xpos=0 ypos=8 left-column left-indent aligned-line
I-Listitem	vary if the summary articles are written on the	page=2 xpos=0 ypos=8 left-column left-indent aligned-line headchar-lower
I-Listitem	same event, but are focused on different	page=2 xpos=0 ypos=8 left-column left-indent aligned-line headchar-lower
I-Listitem	perspectives. Thus, a summary article may be	page=2 xpos=0 ypos=9 left-column left-indent aligned-line headchar-lower
I-Listitem	aligned with several extracts and extracts	page=2 xpos=0 ypos=9 left-column left-indent aligned-line headchar-lower
I-Listitem	generated from a single text may align with many	page=2 xpos=0 ypos=9 left-column left-indent aligned-line headchar-lower
I-Listitem	summaries. The relationship amongst summaries,	page=2 xpos=0 ypos=9 left-column left-indent aligned-line headchar-lower tailchar-comma
I-Listitem	extracts, and texts forms a network topology.	page=2 xpos=0 ypos=9 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
I-Listitem	may accompany similarity calculations from	page=2 xpos=5 ypos=7 right-column full-justified column-top headchar-lower
I-Listitem	extraction-based and similarity-based alignments,	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Listitem	we align an entire summary article with all its	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Listitem	nonsummary articles published in the same time	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Listitem	period, as determined from the previously	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Listitem	described chronological reorganization. The	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Listitem	alignment results are pairs of the format (summary,	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Listitem	texts). One summary can only be aligned with a	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Listitem	certain group of nonsummaries. Each nonsummary	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Listitem	can be aligned with many summaries. No sentence	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Listitem	level alignment is done with this method.	page=2 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period page-bottom
B-SubsectionHeader	3.2 Training Data	page=3 xpos=0 ypos=0 left-column right-indent page-top numbered-heading2 above-double-space above-line-space
B-Body	The main goal of a leaning-based extraction	page=3 xpos=0 ypos=0 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	summarization system is to learn the ability to judge	page=3 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower
I-Body	whether a particular sentence in a text appear in the	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	extract or not. Therefore, two sets of training data are	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	needed, one indicative enough for the system to select a	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	sentence to be in the extract (labeled as positive data),	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the other indicative enough for the system to keep the	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	sentence from being added to the extract (labeled as	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	negative data). For each of the alignment methods, we	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	produce summary training data and nonsummary	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	training data for each domain in the YFCC.	page=3 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	From extraction-based and similarity-based alignment	page=3 xpos=0 ypos=2 left-column left-indent indented-line longer-tail headchar-capital
I-Body	methods, for each nonsummary article, there are two	page=3 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower
I-Body	sets of sentences, the set of sentences that compose the	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	extract with the respect to some summary article or	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	align with summary sentences, and the rest of the	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	sentences that are not related to the summary or aligned.	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The two sets of sentences over all articles in the domain	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital
E-Body	form the positive and negative training data sets.	page=3 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Using summary-based alignment, all the summary	page=3 xpos=0 ypos=3 left-column left-indent indented-line longer-tail headchar-capital
I-Body	articles are in the positive training set, and all the	page=3 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower
I-Body	nonsummary material is in the negative set. Full texts	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	are used.	page=3 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SubsectionHeader	3.3 Bigram Estimates Extract Desirability	page=3 xpos=0 ypos=4 left-column right-indent aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	We treat each domain independently. Using a bigram	page=3 xpos=0 ypos=5 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	model, we estimate the desirability of a sentence	page=3 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower
I-Body	appearing in the extract P(S) from the summary training	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	data as:	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	P(S) = P(w <sub>1</sub> | start) P(w 2 | w 1 )…P(w n | w n-1 )	page=3 xpos=0 ypos=5 left-column left-indent right-indent font-larger indented-line longer-tail line-double-space line-space headchar-capital above-double-space above-line-space
B-Body	We estimate the desirability of a sentence not	page=3 xpos=0 ypos=6 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	appearing in the extract P’(S) from the nonsummary	page=3 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	training data as:	page=3 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	P’(S) = P’(w <sub>1</sub> | start) P’(w 2 | w 1 )…P’(w n | w n-1 )	page=3 xpos=0 ypos=7 left-column left-indent right-indent font-larger indented-line longer-tail line-double-space line-space headchar-capital above-double-space above-line-space
B-Body	For each domain in the YFCC, a summary bigram	page=3 xpos=0 ypos=7 left-column left-indent aligned-line longer-tail line-double-space line-space headchar-capital
E-Body	table and a nonsummary bigram table are created.	page=3 xpos=0 ypos=7 left-column right-indent hanged-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SubsectionHeader	3.4 Extraction Process	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Zajic et al. (2002) used a Hidden Markov Model as	page=3 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-double-space line-space year headchar-capital
I-Body	part of their headline generation system. In our system,	page=3 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	we started with a similar idea of a lattice for summary	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	extraction. In Figure 3, E states emit sentences that are	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	going to be in the extract, and N states emit all other	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	sentences. Given an input sentence, if P(S) is greater	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	than P’(S), it means that the sentence has a higher	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	desirability of being an extraction sentence; otherwise,	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the sentence will not be included in the resulting extract.	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-period column-bottom
Figure	__Figure 3__	page=3 xpos=5 ypos=0 right-column left-indent right-indent box column-top figure-area above-blank-line above-double-space above-line-space
B-Caption	Figure 3. Lattice.	page=3 xpos=6 ypos=1 right-column left-indent right-indent indented-line shorter-tail line-blank-line line-double-space line-space string-figure headchar-capital tailchar-period above-double-space above-line-space
B-Body	After reading in the last sentence from the input, the	page=3 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	extract is created by traversing the path from start state	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	to end state and only outputting the sentences emitted	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	by the E states.	page=3 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The extracts generated are in size shorter than the	page=3 xpos=5 ypos=2 right-column left-indent indented-line longer-tail headchar-capital
I-Body	original texts. However, the number of sentences that E	page=3 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	states emit cannot be predetermined. This results in	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	unpredictable extract length. Most frequently, longer	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	extracts are produced. The system needs more control	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	over how long extracts will be in order for meaningful	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	evaluation to be conducted.	page=3 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	To follow up on the lattice idea, we used the	page=3 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital
I-Body	following scoring mechanism:	page=3 xpos=5 ypos=3 right-column right-indent hanged-line shorter-tail headchar-lower tailchar-colon above-blank-line above-double-space above-line-space
B-Equation	R = P(S) / P’(S)	page=3 xpos=6 ypos=4 right-column centered left-indent right-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital above-blank-line above-double-space above-line-space
B-Body	R indicates the desirability ratio of the sentence being in	page=3 xpos=5 ypos=4 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	the extract over it being left out. For each sentence from	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the input, it is assigned an R score. Then all the	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	sentences with their R scores are sorted in descending	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	order. With respect to the length restriction, we choose	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	only the top n R-scored sentences.	page=3 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SubsectionHeader	3.5 Selecting the Training Domain	page=3 xpos=5 ypos=5 right-column right-indent aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	There are 463 domains under the 8 categories of	page=3 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	YFCC, meaning 463 paired summary-bigram and	page=3 xpos=5 ypos=6 right-column full-justified hanged-line headchar-capital
I-Body	nonsummary-bigram tables. On average for each	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	domain, the summary-bigram table contains 20000	page=3 xpos=5 ypos=6 right-column full-justified aligned-line year headchar-lower
I-Body	entries; the nonsummary-bigram table contains 173000	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	entries. When an unknown text or a set of unknown	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	texts come in to be summarized, the system needs to	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	select the most appropriate pair of bigram tables to	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	create the extract. The most desirable domain for an	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	unknown text or texts contains articles focusing on the	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	same issues as the unknown ones. Two methods are	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	used:	page=3 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon
B-Listitem	• topic signature (Lin and Hovy, 2000): a topic	page=3 xpos=5 ypos=8 right-column full-justified font-largest aligned-line longer-tail itemization year
I-Listitem	signature is a family of related terms {topic,	page=3 xpos=5 ypos=8 right-column left-indent indented-line headchar-lower tailchar-comma
I-Listitem	signature}, where topic is the target concept and	page=3 xpos=5 ypos=8 right-column left-indent aligned-line headchar-lower
I-Listitem	signature is a vector of related terms. The topic in	page=3 xpos=5 ypos=8 right-column left-indent aligned-line headchar-lower
I-Listitem	the formula is assigned with the domain name. To	page=3 xpos=5 ypos=9 right-column left-indent aligned-line headchar-lower
I-Listitem	construct the set of related words, we consider	page=3 xpos=5 ypos=9 right-column left-indent aligned-line headchar-lower
I-Listitem	only nouns because we are only interested in the	page=3 xpos=5 ypos=9 right-column left-indent aligned-line headchar-lower
I-Listitem	major issues discussed in the domain, not in how	page=3 xpos=5 ypos=9 right-column left-indent aligned-line headchar-lower
I-Listitem	those issues evolved. Each noun in the domain	page=3 xpos=5 ypos=9 right-column left-indent aligned-line headchar-lower page-bottom
I-Listitem	receives a tf.idf score. 30 top-scoring nouns are	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Listitem	selected to be the signature representing the	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	domain. For each test text, its signature is	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	computed with the same tf.idf method against each	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	domain. The domain that has the highest number	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	of overlaps in signature words is selected and its	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Listitem	bigram tables are used to construct the extract of	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Listitem	the test text. The following table illustrates. Inputs	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Listitem	are three sets of 10 documents each from the	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Listitem	DUC01 training corpus concerning the topics on	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital
I-Listitem	Africa, earthquake, and Iraq, respectively. The	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital
I-Listitem	scores are the total overlaps between a domain and	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Listitem	each individual test set. The Three sets are all	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Listitem	correctly classified.	page=4 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Table	domain/input Africa Earthquake Iraq	page=4 xpos=0 ypos=2 left-column left-indent right-indent font-larger longer-tail line-blank-line line-double-space line-space headchar-lower above-line-space
I-Table	Africa 24 10 9	page=4 xpos=0 ypos=2 left-column left-indent right-indent font-smallest indented-line shorter-tail line-space headchar-capital
I-Table	Earthquake 7 20 8	page=4 xpos=0 ypos=3 left-column left-indent right-indent font-smallest hanged-line headchar-capital above-double-space above-line-space
E-Table	Iraq 48 8 97	page=4 xpos=0 ypos=3 left-column left-indent right-indent font-smallest indented-line line-double-space line-space headchar-capital above-blank-line above-double-space above-line-space
B-Listitem	• hierarchical signature: each domain is given a	page=4 xpos=0 ypos=3 left-column left-over font-largest hanged-line longer-tail line-blank-line line-double-space line-space itemization
I-Listitem	name when it was downloaded. The name gives a	page=4 xpos=0 ypos=3 left-column full-justified indented-line headchar-lower
I-Listitem	description of the domain at the highest level.	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-period
I-Listitem	Since the name is the most informative word, if we	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Listitem	gather the words that most frequently co-occur	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Listitem	within the sentence(s) that contain the name itself,	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Listitem	a list of less informative but still important words	page=4 xpos=0 ypos=4 left-column full-justified aligned-line itemization headchar-lower
I-Listitem	can become part of the domain signature. Using	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Listitem	this list of words, we find another list of words that	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Listitem	most frequently co-occur with each of them	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Listitem	individually. Therefore, a three-layer hierarchical	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Listitem	domain signature can be created: level one, the	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Listitem	domain name; level two, 10 words with the highest	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Listitem	co-occurrences with the domain name; level three,	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Listitem	10 words that most frequently co-occur with level	page=4 xpos=0 ypos=6 left-column full-justified aligned-line numbered-heading1
I-Listitem	two signatures. Again only nouns are considered.	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
I-Listitem	For example, for domain on Iraq, the level one	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Listitem	signature is “Iraq”; level two signatures are	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Listitem	“Saddam”, “sanction”, “weapon”, “Baghdad”, and	page=4 xpos=0 ypos=6 left-column full-justified aligned-line
I-Listitem	etc.; third level signatures are “Gulf”, “UN”,	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Listitem	“Arab”, “security”, etc. The document signature	page=4 xpos=0 ypos=7 left-column full-justified aligned-line
I-Listitem	for the test text is computed the same way as in the	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Listitem	topic signature method. Overlap between the	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Listitem	domain signature and the document signature is	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Listitem	computed with a different scoring system, in	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Listitem	which the weights are chosen by hand. If level one	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Listitem	is matched, add 10 points; for each match at level	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Listitem	two, add 2 points; for each match at level three,	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Listitem	add 1 point. The domain that receives the highest	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Listitem	points will be selected. A much deeper signature	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Listitem	hierarchy can be created recursively. Through	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Listitem	experiment, we see that a three-level signature	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Listitem	suffices. The following table shows the effects of	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Listitem	this method:	page=4 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon column-bottom
B-Table	domain/input Africa Earthquake Iraq	page=4 xpos=5 ypos=0 right-column left-indent font-larger column-top headchar-lower above-line-space
I-Table	Africa 86 7 41	page=4 xpos=5 ypos=0 right-column left-indent right-indent font-smallest indented-line line-space headchar-capital
I-Table	Earthquake 7 74 0	page=4 xpos=5 ypos=0 right-column left-indent right-indent font-smallest hanged-line headchar-capital above-double-space above-line-space
B-Table	Iraq 15 26 202	page=4 xpos=5 ypos=0 right-column left-indent font-smallest indented-line longer-tail line-double-space line-space headchar-capital above-blank-line above-double-space above-line-space
B-Body	Since it worked well for our test domains, we	page=4 xpos=5 ypos=0 right-column left-indent right-over hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	employed the topic-signature method in selecting	page=4 xpos=5 ypos=1 right-column right-over hanged-line headchar-lower
E-Body	training domains.	page=4 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Evaluation	page=4 xpos=5 ypos=1 right-column right-indent font-largest aligned-line longer-tail line-double-space line-space numbered-heading1 above-blank-line above-double-space above-line-space
B-SubsectionHeader	4.1 Alignment Choice	page=4 xpos=5 ypos=2 right-column right-indent aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	To determine which of the alignment methods of	page=4 xpos=5 ypos=2 right-column left-indent right-over indented-line longer-tail line-double-space line-space headchar-capital
I-Body	Section 3.1 is best, we need true summaries, not	page=4 xpos=5 ypos=2 right-column right-over hanged-line headchar-capital
I-Body	monthly or weekly articles from the web. We tested the	page=4 xpos=5 ypos=2 right-column right-over aligned-line headchar-lower
I-Body	equivalencies of the three methods on three sets of	page=4 xpos=5 ypos=3 right-column right-over aligned-line headchar-lower
I-Body	articles from the DUC01 training corpus, which	page=4 xpos=5 ypos=3 right-column right-over aligned-line headchar-lower
I-Body	includes human-generated “gold standard” summaries.	page=4 xpos=5 ypos=3 right-column right-over aligned-line headchar-lower tailchar-period
I-Body	They are on the topics of Africa, earthquake, and Iraq.	page=4 xpos=5 ypos=3 right-column right-over aligned-line headchar-capital tailchar-period
I-Body	The following table shows the results of this	page=4 xpos=5 ypos=3 right-column right-over aligned-line headchar-capital
I-Body	experiment. Each entry demonstrates the cosine	page=4 xpos=5 ypos=3 right-column right-over aligned-line headchar-lower
I-Body	similarity, using the tf.idf score, of the extracts	page=4 xpos=5 ypos=4 right-column right-over aligned-line headchar-lower
I-Body	generated by the system using training data created from	page=4 xpos=5 ypos=4 right-column right-over aligned-line headchar-lower
I-Body	the alignment method in the column, compare to the	page=4 xpos=5 ypos=4 right-column right-over aligned-line headchar-lower
E-Body	summaries generated by human.	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Table	extraction similarity summary	page=4 xpos=6 ypos=5 right-column left-indent right-over font-smallest indented-line longer-tail line-blank-line line-double-space line-space headchar-lower above-double-space above-line-space
I-Table	Africa 0.273 0.304 0.293	page=4 xpos=5 ypos=5 right-column left-indent font-smallest hanged-line shorter-tail line-double-space line-space headchar-capital above-line-space
I-Table	Earthquake 0.318 0.332 0.342	page=4 xpos=5 ypos=5 right-column left-indent font-smallest hanged-line line-space headchar-capital above-double-space above-line-space
E-Table	Iraq 0.247 0.234 0.246	page=4 xpos=5 ypos=5 right-column left-indent font-smallest indented-line line-double-space line-space headchar-capital above-blank-line above-double-space above-line-space
B-Body	We see that all three methods produce roughly equal	page=4 xpos=5 ypos=6 right-column left-indent right-over hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	extracts, when compared with the gold standard	page=4 xpos=5 ypos=6 right-column right-over hanged-line headchar-lower
I-Body	summaries. The summary-based alignment method is	page=4 xpos=5 ypos=6 right-column right-over aligned-line headchar-lower
I-Body	the least time consuming and the most straightforward	page=4 xpos=5 ypos=6 right-column right-over aligned-line headchar-lower
E-Body	method to use in practice.	page=4 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SubsectionHeader	4.2 System Performance	page=4 xpos=5 ypos=7 right-column right-indent aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading2 above-blank-line above-double-space above-line-space
B-Body	There are 30 directories in the DUC01 testing corpus.	page=4 xpos=5 ypos=7 right-column left-indent right-over indented-line longer-tail line-blank-line line-double-space line-space headchar-capital tailchar-period
I-Body	All articles in each directory are used to make the	page=4 xpos=5 ypos=7 right-column right-over hanged-line headchar-capital
I-Body	selection of its corresponding training domain, as	page=4 xpos=5 ypos=7 right-column right-over aligned-line headchar-lower
I-Body	described in Section 3.5. Even if no domain completely	page=4 xpos=5 ypos=8 right-column right-over aligned-line headchar-lower
E-Body	covers the event, the best one is selected by the system.	page=4 xpos=5 ypos=8 right-column right-over aligned-line shorter-tail headchar-lower tailchar-period
B-Body	To evaluate system performance on summary	page=4 xpos=5 ypos=8 right-column left-indent right-over indented-line longer-tail headchar-capital
I-Body	creation, we randomly selected one article from each	page=4 xpos=5 ypos=8 right-column right-over hanged-line headchar-lower
I-Body	directory from the DUC01 testing corpus, for each	page=4 xpos=5 ypos=8 right-column right-over aligned-line headchar-lower
I-Body	article, there are three human produced summaries. Our	page=4 xpos=5 ypos=8 right-column right-over aligned-line headchar-lower
I-Body	system summarizes each article three times with the	page=4 xpos=5 ypos=9 right-column right-over aligned-line headchar-lower
I-Body	length restriction respectively set to the lengths of the	page=4 xpos=5 ypos=9 right-column right-over aligned-line headchar-lower
I-Body	three human summaries. We also evaluated the DUC01	page=4 xpos=5 ypos=9 right-column right-over aligned-line headchar-lower
I-Body	single-document summarization baseline system results	page=4 xpos=5 ypos=9 right-column right-over aligned-line headchar-lower
I-Body	(first 100 words from each document) to set a lower	page=4 xpos=5 ypos=9 right-column right-over aligned-line page-bottom
I-Body	bound. To see the upper bound, each human generated	page=5 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	summary is judged against the other two human	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	summaries on the same article. DUC01 top performer,	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	system from SMU, in single-document summarization,	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	was also evaluated. In all, 30 * 3! human summary	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	judgments, 30 * 3 baseline summary judgments, 30	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	SMU system judgments, and 30 * 3 system summary	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital
I-Body	judgments are made. The following table is the	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	evaluation results using the SEE system version 1.0 (Lin	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	2002), with visualization in Figure 4. Summary model	page=5 xpos=0 ypos=1 left-column full-justified aligned-line year
I-Body	units are graded as full, partial, or none in completeness	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	in coverage with the peer model units. And Figure 5	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	shows an example of the comparison between the	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	human-created summary and the system-generated	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	extract.	page=5 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 4__	page=5 xpos=-1 ypos=2 left-column centered left-over right-over box hanged-line longer-tail line-double-space line-space figure-area above-double-space above-line-space
