B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital
I-Footnote	cessing step.	page=2 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
I-Body	boundary insertions to one per word, allowing at most	page=2 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	two-way word-level splits. The probability of insert-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing a segment boundary between two characters, condi-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tioned on the character pair, is estimated from the training	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	corpus, with Witten-Bell discounting (Witten and Bell,	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	1991) used to handle unseen character pairs.	page=2 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail year tailchar-period above-double-space above-line-space
B-Body	Character Sequence Transformation. This step is	page=2 xpos=5 ypos=1 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	implemented as a probabilistic string edit process. The	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	confusion tables for edit   operations   <sub>pairs</sub> in are training estimated data. using Our Viterbi style training on	page=2 xpos=5 ypos=1 right-column full-justified font-largest aligned-line headchar-lower
I-Body	current implementation allows for substitution, deletion,	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and insertion errors, and does not use context characters. <sup>4</sup>	page=2 xpos=5 ypos=2 right-column full-justified font-largest aligned-line headchar-lower
I-Body	Figure   2 shows  <sub>:</sub> it shows a fragment how the of a observed weighted FSM haner model could for	page=2 xpos=5 ypos=2 right-column full-justified font-largest aligned-line string-figure headchar-capital
I-Body		page=2 xpos=5 ypos=2 right-column right-indent font-largest aligned-line shorter-tail
E-Body	be generated by underlying banker or hacker. <sup>5</sup>	page=2 xpos=5 ypos=2 right-column right-indent font-largest aligned-line longer-tail headchar-lower above-double-space above-line-space
B-Body	Final Cleanup. At this stage, special symbols that were	page=2 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	inserted into the character sequence are removed and the	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	final output sequence is formed. For instance, segment	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	boundary symbols are removed or replaced with spaces	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	depending on the language.	page=2 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.2 Decoding	page=2 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2
Unknown		page=2 xpos=9 ypos=4 right-column left-indent right-indent font-largest indented-line longer-tail
B-Body	Decoding    is  the  %  , process namely of finding the “best” for an	page=2 xpos=5 ypos=4 right-column full-justified box hanged-line longer-tail headchar-capital
I-Body	<sup>observed</sup>          	page=2 xpos=5 ypos=4 right-column right-indent box aligned-line shorter-tail headchar-super
B-Equation	    %                        	page=2 xpos=5 ypos=5 right-column left-indent right-indent box indented-line longer-tail above-line-space
B-Body	Decoding within the FSM framework is straightforward:	page=2 xpos=5 ypos=5 right-column full-justified hanged-line longer-tail line-space headchar-capital tailchar-colon
I-Body	we first compose all the components of the model in or-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	der, and then invert the resulting FSM. This produces a	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	single transducer that takes a sequence of OCR characters	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	as input, and returns all possible sequences of truth words	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	as output, along with their weights. One can then simply	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	encode OCR character sequences as FSMs and compose	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	them with the model transducer to perform decoding.	page=2 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Note that the same output sequence can be generated	page=2 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital
I-Body	through multiple paths, and we need to sum over all paths	page=2 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	to find the overall probability of that sequence. This can	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	be achieved by determinizing the output FSM generated	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	we chose to first find the  -best paths in the resulting	page=2 xpos=5 ypos=7 right-column full-justified box aligned-line headchar-lower
I-Body	by the decoding process. However, for practical reasons,	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma above-double-space above-line-space
I-Body	FSM and then combine the ones that generate the same	page=2 xpos=5 ypos=8 right-column full-justified aligned-line line-double-space line-space headchar-capital
B-Body	The resulting lattice or  -best list is easily integrated	page=2 xpos=5 ypos=8 right-column left-indent box indented-line headchar-capital
I-Body	output.	page=2 xpos=5 ypos=8 right-column right-indent hanged-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
I-Body	with other probabilistic models over words, or the most	page=2 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-lower above-double-space above-line-space
B-Footnote	<sup>4</sup> We are working on conditioning on neighbor characters,	page=2 xpos=5 ypos=8 right-column left-indent font-larger indented-line line-double-space line-space headchar-super tailchar-comma
I-Footnote	and using character merge/split errors. These extensions are	page=2 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	trivial conceptually, however practical constraints such as the	page=2 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	FSM sizes make the problem more challenging.	page=2 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Footnote	<sup>5</sup> The probabilities are constructed for illustration, but realis-	page=2 xpos=5 ypos=9 right-column left-indent font-largest indented-line longer-tail headchar-super tailchar-hiphen
I-Footnote	tic: notice how n is much more likely to be confused for c than	page=2 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	k is.	page=2 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail itemization headchar-lower tailchar-period page-bottom
Figure	__Figure 2__	page=3 xpos=0 ypos=-2 single-column left-indent right-indent box page-top figure-area above-line-space
B-Caption	Figure 2: Fragment of an FSM for 	page=3 xpos=3 ypos=0 single-column left-indent right-indent font-largest indented-line shorter-tail line-space string-figure headchar-capital
E-Caption	.	page=3 xpos=6 ypos=0 single-column left-indent right-indent indented-line longer-tail tailchar-period column-bottom above-blank-line above-double-space above-line-space
I-Body	probable sequence can be used as the output of the post-	page=3 xpos=0 ypos=0 left-column full-justified column-top line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
E-Body	OCR correction process.	page=3 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-SectionHeader	4 Experimental Evaluation	page=3 xpos=0 ypos=1 left-column right-indent font-largest aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We report on two experiments. In the first, we evalu-	page=3 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	ate the correction performance of our model on real OCR	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	data. In the second, we evaluate the effect of correction	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	in a representative NLP scenario, acquiring a translation	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	lexicon from hardcopy text.	page=3 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.1 Training and Test Data	page=3 xpos=0 ypos=2 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Although most researchers are interested in improving	page=3 xpos=0 ypos=3 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	the results of OCR on degraded documents, we are pri-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	marily interested in developing and improving OCR in	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	new languages for use in NLP. A possible approach to	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	retargeting OCR for a new language is to employ an ex-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	isting OCR system from a “nearby” language, and then	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	to apply our error correction framework. For these exper-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	iments, therefore, we created our experimental data by	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	scanning a hardcopy Bible using both an English and a	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	French OCR system. (See Kanungo et al. (in revision)	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	and Resnik et al. (1999) for discussion of the Bible as a	page=3 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-lower
I-Body	resource for multilingual OCR and NLP.) We have used	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	the output of the English system run on French input to	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	simulate the situation where available resources of one	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	language are used to acquire resources in another lan-	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	guage that is similar.	page=3 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	It was necessary to pre-process the data in order to	page=3 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital
I-Body	eliminate the differences between the on-line version that	page=3 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	we used as the ground truth and the hardcopy, such as	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	footnotes, glossary, cross-references, page numbers. We	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	have not corrected hyphenations, case differences, etc.	page=3 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Our evaluation metrics for OCR performance are Word	page=3 xpos=0 ypos=7 left-column left-indent indented-line longer-tail headchar-capital
I-Body	Error Rate (WER) and Character Error Rate (CER),	page=3 xpos=0 ypos=7 left-column full-justified hanged-line headchar-capital tailchar-comma
I-Body	which are defined as follows:	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon
B-Equation	         	page=3 xpos=1 ypos=8 left-column left-indent right-indent box indented-line shorter-tail
I-Equation	WER        !      0  3 0 6 3     7           	page=3 xpos=0 ypos=8 left-column left-indent right-indent box hanged-line longer-tail headchar-capital
I-Equation	        	page=3 xpos=2 ypos=8 left-column left-indent right-indent box indented-line shorter-tail above-double-space above-line-space
I-Equation	4  !   0  3 3    D7   	page=3 xpos=2 ypos=9 left-column left-indent right-indent box hanged-line longer-tail line-double-space line-space numbered-heading1
I-Equation	CER      0   6	page=3 xpos=0 ypos=9 left-column left-indent right-indent box hanged-line shorter-tail headchar-capital column-bottom
B-Body	Since we are interested in recovering the original word	page=3 xpos=5 ypos=0 right-column left-indent column-top headchar-capital
I-Body	sequence rather than the character sequence, evaluations	page=3 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower
I-Body	are performed on lowercased and tokenized data. Note,	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	however, that our system works on the original case OCR	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	data, and generates a sequence of word IDs, that are con-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	verted to a lowercase character sequence for evaluation.	page=3 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We have divided the data, which has 29317 lines, into	page=3 xpos=5 ypos=2 right-column left-indent indented-line longer-tail headchar-capital
I-Body	10 equal size disjoint sets, and used the first 9 as the train-	page=3 xpos=5 ypos=2 right-column full-justified hanged-line numbered-heading1 tailchar-hiphen
I-Body	ing data, and the first 500 lines of the last one as the test	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	data. <sup>6</sup> The WER and CER for the English OCR system	page=3 xpos=5 ypos=2 right-column full-justified font-largest aligned-line headchar-lower
I-Body	on the French test data were 18.31% and 5.01% respec-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tively. The error rates were 5.98% and 2.11% for the out-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	put generated by the French OCR system on the same	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	input. When single characters and non-alphabetical to-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	kens are ignored, the WER and CER drop to 17.21% and	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	4.28% for the English OCR system; 4.96% and 1.68% for	page=3 xpos=5 ypos=3 right-column full-justified aligned-line
E-Body	the French OCR system.	page=3 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.2 Reduction of OCR Error Rates	page=3 xpos=5 ypos=4 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	We evaluated the performance of our model by studying	page=3 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	the reduction in WER and CER after correction. The in-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	put to the system was original case, tokenized OCR out-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	put, and the output of the system was a sequence of word	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	IDs that are converted to lowercase character sequences	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
E-Body	for evaluation.	page=3 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	All the results are summarized in Table 1. The condi-	page=3 xpos=5 ypos=6 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tions side gives various parameters for each experiment.	page=3 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-period
I-Body	The language model (LM) is either (word) unigram or tri-	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	gram. Word to character conversion (WC) can allow the	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	three case variations mentioned earlier, or simply pick	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	the most probable variant for each word. Segmentation	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	(SG) can be disabled, or 2-way splits and merges may be	page=3 xpos=5 ypos=7 right-column full-justified aligned-line
I-Body	allowed. Finally, the character level error model (EM)	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	may be trained on various subsets of training data. <sup>7</sup> Ta-	page=3 xpos=5 ypos=7 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	ble 2 gives the adjusted results when ignoring all single	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	characters and tokens that do not contain any alphabetical	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	character.	page=3 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	As can be seen from the tables, as we increase the train-	page=3 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ing size of the character error model from one section to	page=3 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	five sections, the performance increases. However, there	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>6</sup> Each line contains a verse, so they can actually span several	page=3 xpos=5 ypos=9 right-column left-indent font-largest indented-line line-double-space line-space headchar-super
I-Footnote	lines on a page.	page=3 xpos=5 ypos=9 right-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period
B-Footnote	<sup>7</sup> Other sub-models are always trained on all 9 training sec-	page=3 xpos=5 ypos=9 right-column left-indent font-largest indented-line longer-tail headchar-super tailchar-hiphen
I-Footnote	tions.	page=3 xpos=5 ypos=9 right-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period page-bottom
Table	__Table 1__	page=4 xpos=0 ypos=-3 single-column centered left-indent right-indent box page-top table-area above-double-space above-line-space
B-Caption	Table 1: Post-correction WER and CER and their reduction rates under various conditions	page=4 xpos=1 ypos=0 single-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-double-space above-line-space
Table	__Table 2__	page=4 xpos=0 ypos=0 single-column centered left-indent right-indent box hanged-line longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 2: WER, CER, and reduction rates ignoring single characters and non-alphabetical tokens	page=4 xpos=0 ypos=2 single-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Body	is a slight decrease in performance when the training size	page=4 xpos=0 ypos=3 left-column full-justified column-top line-blank-line line-double-space line-space headchar-lower
I-Body	is increased to 9 sections. This suggests that our training	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	procedures, while effective, may require refinement as	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	additional training data becomes available. When we re-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	place the unigram language model with a trigram model,	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the results improve as expected. However, the most inter-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	esting case is the last experiment, where word merge/split	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	errors are allowed.	page=4 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Word merge/split errors cause  an exponential increase	page=4 xpos=0 ypos=4 left-column left-indent font-largest indented-line longer-tail line-space headchar-capital
I-Body	in the search space. If there are words that   needs   to be	page=4 xpos=0 ypos=4 left-column full-justified font-largest hanged-line headchar-lower
I-Body	corrected together, they  can be grouped   to  in a single different token.	page=4 xpos=0 ypos=5 left-column full-justified font-largest aligned-line headchar-lower tailchar-period
I-Body	For each of those groups, ( there are ways; ranging from distinct tokens  possible correct	page=4 xpos=0 ypos=5 left-column full-justified box aligned-line headchar-capital
I-Body	word sequences where is the number of tokens in that	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	group,  is the maximum number of words that can merge	page=4 xpos=0 ypos=6 left-column full-justified font-largest aligned-line headchar-lower
I-Body	together, and  is the vocabulary size. Although it is	page=4 xpos=0 ypos=6 left-column full-justified box aligned-line headchar-lower
I-Body	possible to avoid some computation using dynamic pro-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gramming, doing so would require some deviation from	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	the FSM framework.	page=4 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	We have instead used several restrictions to reduce the	page=4 xpos=0 ypos=7 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	search space. First, we allowed only 2-way merge and	page=4 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
I-Body	split errors, restricting the search space to bigrams. We	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	further reduce the search space by searching through only	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the bigrams that are seen in the training data. We also in-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	troduced character error thresholds, letting us eliminate	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	candidates based on their length. For instance, if we are	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	trying to correct a sequence of 10 characters and have set	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	a threshold of 0.2, we only need check candidates whose	page=4 xpos=0 ypos=9 left-column full-justified aligned-line itemization headchar-lower
I-Body	length is between 8 and 12. The last restriction we im-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	posed is to force selection of the most likely case for	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	each word rather than allowing all three case variations.	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-period column-bottom
I-Body	Despite all these limitations, the ability to handle word	page=4 xpos=5 ypos=3 right-column full-justified column-top headchar-capital
E-Body	merge/split errors improves performance significantly.	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	It is notable that our model allows global interactions	page=4 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital
I-Body	between the distinct components. As an example, if the	page=4 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	input is “ter- re”, the system returns “mer se” as the most	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	probable correction. When “la ter- re” is given as the in-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	put, interaction between the language model, segmenta-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion model, and the character error model chooses the	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	correct sequence “la terre”. In this example, the lan-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	guage model overcomes the preference of the segmen-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tation model to insert word boundaries at whitespaces.	page=4 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.3 Translation Lexicon Generation	page=4 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	We used the problem of unsupervised creation of trans-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	lation lexicons from automatically generated word align-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment of parallel text as a representative NLP task to eval-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	uate the impact of OCR correction on usability of OCR	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	text. We assume that the English side of the parallel text	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	is online and its foreign language translation is generated	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	using an OCR system. <sup>8</sup> Our goal is to apply our OCR	page=4 xpos=5 ypos=7 right-column full-justified font-largest aligned-line headchar-lower
I-Body	error correcting procedures prior to alignment so the re-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sulting translation lexicon has the same quality as if it had	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	been derived from error-free text.	page=4 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We trained an IBM style translation model (Brown et	page=4 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital
I-Body	al., 1990) using GIZA++ (Och and Ney, 2000) on the 500	page=4 xpos=5 ypos=8 right-column full-justified hanged-line year headchar-lower
I-Body	test lines used in our experiments paired with correspond-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing English lines from an online Bible. Word level align-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ments generated by GIZA++ were used to extract cross-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	language word co-occurrence frequencies, and candidate	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>8</sup> Alternatively, the English side can be obtained via OCR	page=4 xpos=5 ypos=9 right-column left-indent font-largest indented-line line-double-space line-space headchar-super
I-Footnote	and corrected.	page=4 xpos=5 ypos=9 right-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period page-bottom
I-Body	translation lexicon entries were scored according to the	page=5 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	log likelihood ratio (Dunning, 1993) (cf. (Resnik and	page=5 xpos=0 ypos=0 left-column full-justified aligned-line year headchar-lower
E-Body	Melamed, 1997)).	page=5 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail year headchar-capital tailchar-period
B-Body	We generated three such lexicons by pairing the En-	page=5 xpos=0 ypos=0 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	glish with the French ground truth, uncorrected OCR out-	page=5 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	put, and its corrected version. All text was tokenized,	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	lowercased, and single character tokens and tokens with	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	no letters were removed. This method of generating a	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	translation lexicon works well; as Table 3 illustrates with	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	the top twenty entries from the lexicon generated using	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	ground truth French.	page=5 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Table	__Table 3__	page=5 xpos=0 ypos=2 left-column centered left-indent right-indent box indented-line longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 3: Translation lexicon entries extracted using	page=5 xpos=0 ypos=4 left-column full-justified hanged-line longer-tail line-double-space line-space string-table headchar-capital
E-Caption	ground truth French	page=5 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-Body	Figure 3 gives the precision-recall curves for the trans-	page=5 xpos=0 ypos=4 left-column left-indent indented-line longer-tail line-blank-line line-double-space line-space string-figure headchar-capital tailchar-hiphen
I-Body	lation lexicons generated from OCR using the English	page=5 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower
