Title	Evaluating a Trainable Sentence Planner for a Spoken Dialogue System	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	are all NLG based sentence planners. In Sec-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion 3.1, we describe the shared representations	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	of the NLG based sentence planners. Section 3.2	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	describes the baselines, R ANDOM and N O A GG .	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Section 3.3 describes SP O T. Section 3.4 de-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	scribes the rule-based sentence planners, RBS	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	and ICF.	page=2 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.1 Aggregation in Sentence Planning	page=2 xpos=5 ypos=6 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	In all of the NLG sentence planners, each speech	page=2 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	act is assigned a canonical lexico-structural rep-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	resentation (called a DSyntS – Deep Syntactic	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	Structure (Melčuk, 1988)). We exclude issues of	page=2 xpos=5 ypos=7 right-column full-justified aligned-line year headchar-capital
I-Body	lexical choice from this study, and restrict our at-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tention to the question of how elementary struc-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures for separate elementary speech acts are as-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sembled into extended discourse. The basis of all	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the NLG systems is a set of clause-combining op-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erations that incrementally transform a list of el-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ementary predicate-argument representations (the	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	DSyntSs corresponding to the elementary speech	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-capital
I-Body	acts of a single text plan) into a list of lexico-	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	structural representations of one or more sen-	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tences, that are sent to a surface realizer. We uti-	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lize the RealPro Surface realizer with all of the	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
Figure	__Figure 4__	page=3 xpos=-1 ypos=-3 single-column centered left-over right-over box page-top figure-area above-double-space above-line-space
B-Caption	Figure 4: List of clause combining operations with examples	page=3 xpos=2 ypos=0 single-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-figure headchar-capital column-bottom above-blank-line above-double-space above-line-space
E-Body	sentence planners (Lavoie and Rambow, 1997).	page=3 xpos=0 ypos=0 left-column right-indent column-top line-blank-line line-double-space line-space year headchar-lower tailchar-period
B-Body	DSyntSs are combined using the operations ex-	page=3 xpos=0 ypos=0 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	emplified in Figure 4. The result of applying the	page=3 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower
I-Body	operations is a sentence plan tree (or sp-tree	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	for short), which is a binary tree with leaves la-	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	beled by all the elementary speech acts from the	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	input text plan, and with its interior nodes la-	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	beled with clause-combining operations. As an	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	example, Figure 5 shows the sp-tree for utterance	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	System5 in Figure 1. Node soft-merge-general	page=3 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-capital
I-Body	merges an implicit-confirmation of the destina-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line longer-tail headchar-lower tailchar-hiphen
I-Body	tion city and the origin city. The row labelled	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	SOFT - MERGE in Figure 4 shows the result when	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital
I-Body	Args 1 and 2 are implicit confirmations of the ori-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	gin and destination. See (Walker et al., 2001) for	page=3 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower
I-Body	more detail on the sp-tree. The experimental sen-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tence planners described below vary how the sp-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tree is constructed.	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Figure	soft−merge−general <sub>1</sub>	page=3 xpos=1 ypos=5 left-column left-indent right-indent font-largest indented-line longer-tail line-double-space line-space headchar-lower above-double-space above-line-space
I-Figure	soft−merge soft−merge−general <sub>2</sub>	page=3 xpos=0 ypos=6 left-column left-indent right-indent font-largest hanged-line longer-tail line-double-space line-space headchar-lower above-blank-line above-double-space above-line-space
I-Figure	imp−confirm(day) imp−confirm(month) request(time) soft−merge−general	page=3 xpos=0 ypos=6 left-column left-indent right-indent font-largest hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower
E-Figure	__Figure 5__	page=3 xpos=2 ypos=7 left-column left-indent right-over box indented-line longer-tail figure-area above-double-space above-line-space
B-Caption	Figure 5: A Sentence Plan Tree for Utterance Sys-	page=3 xpos=0 ypos=8 left-column full-justified hanged-line line-double-space line-space string-figure headchar-capital tailchar-hiphen
E-Caption	tem 5 in Dialog D1	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-SubsectionHeader	3.2 Baseline Sentence Planners	page=3 xpos=0 ypos=8 left-column right-indent aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	In one obvious baseline system the sp-tree is con-	page=3 xpos=0 ypos=9 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	structed by applying only the P ERIOD operation:	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-colon
I-Body	each elementary speech act is realized as its own	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	sentence. This baseline, N O A GG , was suggested	page=3 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	by Hovy and Wanner (1996). For N O A GG , we	page=3 xpos=5 ypos=0 right-column full-justified aligned-line year headchar-lower
I-Body	order the communicative acts from the text plan	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	as follows: implicit confirms precede explicit	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	confirms precede requests. Figure 3 includes a	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	N O A GG output for the text plan in Figure 2.	page=3 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period
B-Body	A second possible baseline sentence planner	page=3 xpos=5 ypos=2 right-column left-indent indented-line longer-tail headchar-capital
I-Body	simply applies combination rules randomly ac-	page=3 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	cording to a hand-crafted probability distribution	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	based on preferences for operations such as the	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	MERGE family over CONJUNCTION and PERIOD .	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital tailchar-period
I-Body	In order to be able to generate the resulting sen-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tence plan tree, we exclude certain combinations,	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	such as generating anything other than a P ERIOD	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	above a node labeled P ERIOD in a sentence plan.	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The resulting sentence planner we refer to as	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital
I-Body	R ANDOM . Figure 3 includes a R ANDOM output	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital
E-Body	for the text plan in Figure 2.	page=3 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In order to construct a more complex, and	page=3 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	hopefully better, sentence planner, we need to en-	page=3 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	code constraints on the application of, and order-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing of, the operations. It is here that the remaining	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	approaches differ. In the first approach, SP O T,	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	we learn constraints from training material; in the	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	second approach, rule-based, we construct con-	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	straints by hand.	page=3 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.3 SPoT: A Trainable Sentence Planner	page=3 xpos=5 ypos=7 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	For the sentence planner SP O T, we reconceptu-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	alize sentence planning as consisting of two dis-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tinct phases as in Figure 6. In the first phase, the	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	sentence-plan-generator (SPG) randomly gener-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ates up to twenty possible sentence plans for a	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	given text-plan input. For this phase we use the	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	R ANDOM sentence-planner. In the second phase,	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	the sentence-plan-ranker (SPR) ranks the sample	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
B-Figure	★ Sentence Planner ★	page=4 xpos=1 ypos=0 left-column left-indent right-indent font-largest page-top above-double-space above-line-space
I-Figure	✍	page=4 xpos=2 ypos=0 left-column left-indent right-indent font-largest indented-line shorter-tail line-double-space line-space
I-Figure	__Figure 6__	page=4 xpos=3 ypos=0 left-column left-indent right-over box indented-line longer-tail figure-area
I-Figure	System Dialog ❁ SPG ✍ ✍ . . SPR ✍	page=4 xpos=0 ypos=0 left-column left-over right-indent box hanged-line shorter-tail headchar-capital
I-Figure	.	page=4 xpos=2 ypos=1 left-column left-indent right-indent font-largest indented-line shorter-tail tailchar-period
I-Figure	✍	page=4 xpos=2 ypos=1 left-column left-indent right-indent font-largest hanged-line longer-tail above-blank-line above-double-space above-line-space
I-Figure	Sp−trees with associated DSyntSs	page=4 xpos=1 ypos=1 left-column left-indent right-indent font-largest hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital above-double-space above-line-space
E-Figure	Text Plan Chosen sp−tree with	page=4 xpos=0 ypos=2 left-column left-indent right-indent font-largest hanged-line shorter-tail line-double-space line-space headchar-capital above-blank-line above-double-space above-line-space
B-Caption	Figure 6: Architecture of SPoT	page=4 xpos=0 ypos=2 left-column centered left-indent right-indent indented-line longer-tail line-blank-line line-double-space line-space string-figure headchar-capital above-blank-line above-double-space above-line-space
I-Body	sentence plans, and then selects the top-ranked	page=4 xpos=0 ypos=3 left-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	output to input to the surface realizer. The SPR	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	is automatically trained by applying RankBoost	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	(Freund et al., 1998) to learn ranking rules from	page=4 xpos=0 ypos=3 left-column full-justified aligned-line year
I-Body	training data. The training data was assembled	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	by using R ANDOM to randomly generate up to	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	20 realizations for 100 turns; two human judges	page=4 xpos=0 ypos=4 left-column full-justified aligned-line numbered-heading1
I-Body	then ranked each of these realizations (using the	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	setup described in Section 2). Over 3,000 fea-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures were discovered from the generated trees	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	by routines that encode structural and lexical as-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pects of the sp-trees and the DSyntS. RankBoost	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	identified the features that contribute most to a	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	realization’s ranking. The SPR uses these rules	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	to rank alternative sp-trees, and then selects the	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	top-ranked output as input to the surface realizer.	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
E-Body	Walker et al. (2001) describe SP O T in detail.	page=4 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail year headchar-capital tailchar-period above-double-space above-line-space
B-SubsectionHeader	3.4 Two Rule-Based Sentence Planners	page=4 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	It has not been the object of our research to con-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	struct a rule-based sentence planner by hand, be	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	it domain-independent or optimized for our do-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	main. Our goal was to compare the SP O T sen-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tence planner with a representative rule-based	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	system. We decided against using an existing off-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	the-shelf rule-based system, since it would be too	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	complex a task to port it to our application. In-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	stead, we constructed two reasonably representa-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive rule-based sentence planners. This task was	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	made easier by the fact that we could reuse much	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	of the work done for SP O T, in particular the data	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	structure of the sp-tree and the implementation of	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	the clause-combining operations. We developed	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	the two systems by applying heuristics for pro-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom
I-Body	ducing good output, such as preferences for ag-	page=4 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	gregation. They differ only in the initial ordering	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
E-Body	of the communicative acts in the input text plan.	page=4 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	In the first rule-based system, RBS (for “Rule-	page=4 xpos=5 ypos=0 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	Based System”), we order the speech acts with	page=4 xpos=5 ypos=0 right-column full-justified hanged-line headchar-capital
I-Body	explicit confirms first, then requests, then implicit	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	confirms. Note that explicit confirms and requests	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	do not co-occur in our data set. The second rule-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	based system is identical, except that implicit con-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	firms come first rather than last. This system we	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	call ICF (for “Rule-based System with Implicit	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	Confirms First”).	page=4 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Body	In the initial step of both RBS and ICF,	page=4 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-comma
I-Body	we take the two leftmost members of the text	page=4 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	plan and try to combine them using the follow-	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing preference ranking of the combination op-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erations: A DJECTIVE , the M ERGE s, C ONJUNC -	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	TION , R ELATIVE - CLAUSE , P ERIOD . The first	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital
I-Body	operation to succeed is chosen. This yields a bi-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nary sp-tree with three nodes, which becomes the	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	current sp-tree. As long as the root node of	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the current sp-tree is not a P ERIOD , we iterate	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	through the list of remaining speech acts on the	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	ordered text plan, combining each one with the	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	current sp-tree using the preference-ranked opera-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions as just described. The result of each iteration	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	step is a binary, left-branching sp-tree. However,	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	if the root node of the current sp-tree is a P ERIOD ,	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	we start a new current sp-tree, as in the initial step	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	described above. When the text plan has been ex-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	hausted, all partial sp-trees (all of which except	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	for the last one are rooted in P ERIOD ) are com-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bined in a left-branching tree using P ERIOD . Cue	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	words are added as follows: (1) The cue word	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	now is attached to utterances beginning a new	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	subtask; (2) The cue word and is attached to ut-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	terances continuing a subtask; (3) The cue words	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	alright or okay are attached to utterances contain-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing implicit confirmations. Figure 3 includes an	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	RBS and an ICF output for the text plan in Fig-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ure 2. In this case ICF and RBS differ only in	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the verb chosen as a more general verb during the	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	SOFT - MERGE operation.	page=4 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Body	We illustrate the RBS procedure with an ex-	page=4 xpos=5 ypos=8 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	ample for which ICF works similarly. For RBS,	page=4 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	the text plan in Figure 2 is ordered so that the re-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	quest is first. For the request, a DSyntS is cho-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sen that can be paraphrased as What time would	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	you like to leave?. Then, the first implicit-confirm	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	is translated by lookup into a DSyntS which on	page=5 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	its own could generate Leaving in September.	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We first try the A DJECTIVE aggregation opera-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tion, but since neither tree is a predicative ad-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	jective, this fails. We then try the M ERGE fam-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ily. M ERGE -G ENERAL succeeds, since the tree	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	for the request has an embedded node labeled	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	leave. The resulting DSyntS can be paraphrased	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	as What time would you like to leave in Septem-	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ber?, and is attached to the new root node of	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	the resulting sp-tree. The root node is labeled	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	M ERGE - GENERAL , and its two daughters are the	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	two speech acts. The implicit-confirm of the	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	day is added in a similar manner (adding an-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	other left-branching node to the sp-tree), yielding	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	a DSyntS that can be paraphrased as What time	page=5 xpos=0 ypos=3 left-column full-justified aligned-line itemization headchar-lower
I-Body	would you like to leave on September the 1st? (us-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing some special-case attachment for dates within	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	M ERGE ). We now try and add the DSyntS for	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital
I-Body	the implicit-confirm, whose DSyntS might gener-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ate Going to Dallas. Here, we again cannot use	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	A DJECTIVE , nor can we use M ERGE or M ERGE -	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	GENERAL , since the verbs are not identical. In-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	stead, we use S OFT - MERGE - GENERAL , which	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	identifies the leave node with the go root node of	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	the DSyntS of the implicit-confirm. When soft-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	merging leave with go, fly is chosen as a general-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ization, resulting in a DSyntS that can be gener-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ated as What time would you like to fly on Septem-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ber the 1st to Dallas?. The sp-tree has added a	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	layer but is still left-branching. Finally, the last	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	implicit-confirm is added to yield a DSyntS that	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	is realized as What time would you like to fly on	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	September the 1st to Dallas from Newark?.	page=5 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-SectionHeader	4 Experimental Results	page=5 xpos=0 ypos=7 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
