Title	A Machine Learning Approach to Pronoun Resolution in Spoken Dialogue	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	mation of the concept of the right frontier (Webber,	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	1991). The remaining expressions were then com-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line year tailchar-hiphen
I-Body	bined with the potential anaphor. Finally, the result-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing pairs were labelled P or N and added to the in-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	stances generated with NP-antecedents.	page=2 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	4 Features	page=2 xpos=5 ypos=5 right-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We distinguish two classes of features: NP-level	page=2 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	features specify e.g. the grammatical function, NP	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	form, morpho-syntax, grammatical case and the	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	depth of embedding in the syntactical structure.	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	For these features, each instance contains one	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	value for the antecedent and one for the anaphor.	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Coreference-level features, on the other hand, de-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	scribe the relation between antecedent and anaphor	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	in terms of e.g. distance (in words, markables and	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	sentences), compatibility in terms of agreement and	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	identity of syntactic function. For these features,	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	each instance contains only one value.	page=2 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	In addition, we introduce a set of features which	page=2 xpos=5 ypos=8 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	is partly tailored to the processing of spoken dia-	page=2 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	logue. The feature ante exp type (17) is a rather	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	obvious yet useful feature to distinguish NP- from	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	non-NP-antecedents. The features ana np , vp and	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
Table	__Table 3__	page=3 xpos=1 ypos=-9 single-column left-indent right-indent box page-top table-area above-double-space above-line-space
B-Caption	Table 3: Our Features	page=3 xpos=3 ypos=0 single-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Body	s pref (18, 19, 20) describe a verb’s preference for	page=3 xpos=0 ypos=1 left-column full-justified column-top line-blank-line line-double-space line-space itemization headchar-lower
I-Body	arguments of a particular type. Inspired by the	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	work of Eckert & Strube (2000) and Byron (2002),	page=3 xpos=0 ypos=1 left-column full-justified aligned-line year headchar-lower tailchar-comma
I-Body	these features capture preferences for NP- or non-	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	NP-antecedents by taking a pronoun’s predicative	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	context into account. The underlying assumption is	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	that if a verb preceding a personal or demonstrative	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	pronoun preferentially subcategorizes sentences or	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	VPs, then the pronoun will be likely to have a non-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	NP-antecedent. The features are based on a verb list	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	compiled from 553 Switchboard dialogues. <sup>3</sup> For ev-	page=3 xpos=0 ypos=4 left-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	ery verb occurring in the corpus, this list contains	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	up to three entries giving the absolute count of cases	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	where the verb has a direct argument of type NP, VP	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	or S. When the verb list was produced, pronominal	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	arguments were ignored. The features mdist 3mf3p	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	and mdist 3n (21, 22) are refinements of the mdist	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	feature. They measure the distance in markables be-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tween antecedent and anaphor, but in doing so they	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	take the agreement value of the anaphor into ac-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	count. For anaphors with an agreement value of 3mf	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	or 3p, mdist 3mf3p is measured as D = 1 + the num-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	<sup>3</sup> It seemed preferable to compile our own list instead of us-	page=3 xpos=0 ypos=9 left-column left-indent indented-line line-double-space line-space headchar-super tailchar-hiphen
I-Footnote	ing existing ones like Briscoe & Carroll (1997).	page=3 xpos=0 ypos=9 left-column right-indent font-smallest hanged-line shorter-tail year headchar-lower tailchar-period column-bottom
I-Body	ber of NP-markables between anaphor and potential	page=3 xpos=5 ypos=1 right-column full-justified column-top headchar-lower
I-Body	antecedent. Anaphors with an agreement value of	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	3n, (i.e. it or that), on the other hand, potentially	page=3 xpos=5 ypos=1 right-column full-justified aligned-line
I-Body	have non-NP-antecedents, so mdist 3n is measured	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	as D + the number of anaphorically accessible <sup>4</sup> S-	page=3 xpos=5 ypos=2 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	and VP-markables between anaphor and potential	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	antecedent.	page=3 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The feature ante tfifd (23) is supposed to capture	page=3 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital
I-Body	the relative importance of an expression for a dia-	page=3 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	logue. The underlying assumption is that the higher	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the importance of a non-NP expression, the higher	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the probability of its being referred back to. For	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	our purposes, we calculated TF for every word by	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	counting its frequency in each of our twenty Switch-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	board dialogues separately. The calculation of IDF	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	was based on a set of 553 Switchboard dialogues.	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	For every word, we calculated IDF as log(553/N ),	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	with N =number of documents containing the word.	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	For every non-NP-markable, an average TF*IDF	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	value was calculated as the TF*IDF sum of all words	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	comprising the markable, divided by the number of	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>4</sup> As mentioned earlier, the definition of accessibility of non-	page=3 xpos=5 ypos=9 right-column left-indent indented-line line-double-space line-space headchar-super tailchar-hiphen
I-Footnote	NP-antecedents is inspired by the concept of the right frontier	page=3 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-capital
I-Footnote	(Webber, 1991).	page=3 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail year tailchar-period page-bottom
I-Body	words in the markable. The feature ante ic (24) as	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	an alternative to ante tfidf is based on the same as-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sumptions as the former. The information content of	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	a non-NP-markable is calculated as follows, based	page=4 xpos=0 ypos=0 left-column full-justified aligned-line itemization headchar-lower
I-Body	on a set of 553 Switchboard dialogues: For each	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	word in the markable, the IC value was calculated	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	as the negative log of the total frequency of the word	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	divided by the total number of words in all 553 dia-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	logues. The average IC value was then calculated as	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	the IC sum of all words in the markable, divided by	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	the number of words in the markable. Finally, the	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	feature wdist ic (25) measures the word-based dis-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tance between two expressions. It does so in terms	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	of the sum of the individual words’ IC. The calcula-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion of the IC was done as described for the ante ic	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	feature.	page=4 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	5 Experiments and Results	page=4 xpos=0 ypos=3 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-SubsectionHeader	5.1 Experimental Setup	page=4 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	All experiments were performed using the decision	page=4 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	tree learner RPART (Therneau & Atkinson, 1997),	page=4 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower tailchar-comma
I-Body	which is a CART (Breiman et al., 1984) reimple-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	mentation for the S-Plus and R statistical comput-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing environments (we use R, Ihaka & Gentleman	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	(1996), see http://www.r-project.org). We used the	page=4 xpos=0 ypos=5 left-column full-justified aligned-line year
I-Body	standard pruning and control settings for RPART	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	(cp=0.0001, minsplit=20, minbucket=7). All results	page=4 xpos=0 ypos=5 left-column full-justified aligned-line
I-Body	reported were obtained by performing 20-fold cross-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	validation.	page=4 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In the prediction phase, the trained classifier is ex-	page=4 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	posed to unlabeled instances of test data. The classi-	page=4 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	fier’s task is to label each instance. When an instance	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	is labeled as coreferring, the IDs of the anaphor and	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	antecedent are kept in a response list for the evalua-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tion according to Vilain et al. (1995).	page=4 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period
B-Body	For determining the relevant feature set we fol-	page=4 xpos=0 ypos=7 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	lowed an iterative procedure similar to the wrap-	page=4 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	per approach for feature selection (Kohavi & John,	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	1997). We start with a model based on a set of prede-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line year tailchar-hiphen
I-Body	fined baseline features. Then we train models com-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bining the baseline with all additional features sep-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	arately. We choose the best performing feature (f-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	measure according to Vilain et al. (1995)), adding	page=4 xpos=0 ypos=9 left-column full-justified aligned-line year headchar-lower
I-Body	it to the model. We then train classifiers combining	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	the enhanced model with each of the remaining fea-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures separately. We again choose the best perform-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing classifier and add the corresponding new feature	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	to the model. This process is repeated as long as	page=4 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
E-Body	significant improvement can be observed.	page=4 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.2 Results	page=4 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	In our experiments we split the data in three sets ac-	page=4 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	cording to the agreement of the anaphor: third per-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	son masculine and feminine pronouns (3mf), third	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	person neuter pronouns (3n), and third person plural	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	pronouns (3p). Since only 3n-pronouns have non-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	NP-antecedents, we were mainly interested in im-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-hiphen
E-Body	provements in this data set.	page=4 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We used the same baseline model for each data	page=4 xpos=5 ypos=2 right-column left-indent indented-line longer-tail headchar-capital
I-Body	set. The baseline model corresponds to a pronoun	page=4 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	resolution algorithm commonly applied to written	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	text, i.e., it uses only the features in the first two	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	parts of Table 3. For the baseline model we gener-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ated training and test data which included only NP-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	antecedents.	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Then we performed experiments using the fea-	page=4 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tures introduced for spoken dialogue. The training	page=4 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	and test data for the models using additional features	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	included NP- and non-NP-antecedents. For each	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	data set we followed the iterative procedure outlined	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	in Section 5.1.	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In the following tables we present the results of	page=4 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	our experiments. The first column gives the number	page=4 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	of coreference links correctly found by the classifier,	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the second column gives the number of all corefer-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ence links found. The third column gives the total	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	number of coreference links (1250) in the corpus.	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	During evaluation, the list of all correct links is used	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
I-Body	as the key list against which the response list pro-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	duced by the classifier (cf. above) is compared. The	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	remaining three columns show precision, recall and	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	f-measure, respectively.	page=4 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Table 4 gives the results for 3mf pronouns. The	page=4 xpos=5 ypos=7 right-column left-indent indented-line longer-tail string-table headchar-capital
I-Body	baseline model performs very well on this data set	page=4 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	(the low recall figure is due to the fact that the 3mf	page=4 xpos=5 ypos=7 right-column full-justified aligned-line
I-Body	data set contains only a small subset of the coref-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erence links expected by the evaluation). The re-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults are comparable to any pronoun resolution al-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gorithm dealing with written text. This shows that	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	our pronoun resolution system could be ported to the	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	spoken dialogue domain without sacrificing perfor-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	mance.	page=4 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Table 5 shows the results for 3n pronouns. The	page=4 xpos=5 ypos=9 right-column left-indent indented-line longer-tail string-table headchar-capital
I-Body	baseline model does not perform very well. As men-	page=4 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	tioned above, for evaluating the performance of the	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
Table	__Table 4__	page=5 xpos=0 ypos=-1 single-column left-indent right-over box page-top table-area above-double-space above-line-space
B-Caption	Table 4: Results for Third Person Masculine and Feminine Pronouns (3mf)	page=5 xpos=1 ypos=0 single-column left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-double-space above-line-space
Table	__Table 5__	page=5 xpos=0 ypos=0 single-column left-indent right-over box hanged-line longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 5: Results for Third Person Neuter Pronouns (3n)	page=5 xpos=2 ypos=1 single-column left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Body	baseline model we removed all potential non-NP-	page=5 xpos=0 ypos=2 left-column full-justified column-top line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	antecedents from the data. This corresponds to a	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	naive application of a model developed for written	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	text to spoken dialogue.	page=5 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	First, we applied the same model to the data set	page=5 xpos=0 ypos=3 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	containing all kinds of antecedents. The perfor-	page=5 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	mance drops somewhat as the classifier is exposed	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	to non-NP-antecedents without being able to differ-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	entiate between NP- and non-NP-antecedents. By	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	adding the feature ante exp type the classifier is en-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	abled to address NP- and non-NP-antecedents dif-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ferently, which results in a considerable gain in per-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formance. Substituting the wdist feature with the	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	wdist ic feature also improves the performance con-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	siderably. The ante tfidf feature only contributes	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	marginally to the overall performance. – These re-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults show that it pays off to consider features par-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ticularly designed for spoken dialogue.	page=5 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Table 6 presents the results for 3p pronouns,	page=5 xpos=0 ypos=6 left-column left-indent indented-line longer-tail line-space string-table headchar-capital tailchar-comma
I-Body	which do not have non-NP-antecedents. Many of	page=5 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	these pronouns do not have an antecedent at all. Oth-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ers are vague in that human annotators felt them	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	to be referential, but could not determine an an-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tecedent. Since we did not address that issue in	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	depth, the classifier tries to find antecedents for these	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	pronouns indiscriminately, which results in rather	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	low precision figures, as compared to e.g. those for	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	3mf. Only the feature wdist ic leads to an improve-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line tailchar-hiphen
E-Body	ment over the baseline.	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Table 7 shows the results for the combined clas-	page=5 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-space string-table headchar-capital tailchar-hiphen
I-Body	sifiers. The improvement in f-measure is due to the	page=5 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	increase in recall while the precision shows only a	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
E-Body	slight decrease.	page=5 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Though some of the features of the baseline	page=5 xpos=0 ypos=9 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	model (features 1-16) still occur in the decision	page=5 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower column-bottom
I-Body	tree learned, the feature ante exp type divides ma-	page=5 xpos=5 ypos=2 right-column right-over column-top headchar-lower tailchar-hiphen
I-Body	jor parts of the tree quite nicely (see Figure 1). Be-	page=5 xpos=5 ypos=2 right-column right-over aligned-line headchar-lower tailchar-hiphen
I-Body	low that node the feature ana npform is used to dis-	page=5 xpos=5 ypos=2 right-column right-over aligned-line headchar-lower tailchar-hiphen
I-Body	tinguish between negative (personal pronouns) and	page=5 xpos=5 ypos=2 right-column right-over aligned-line headchar-lower
I-Body	potential positive cases (demonstrative pronouns).	page=5 xpos=5 ypos=2 right-column right-over aligned-line headchar-lower tailchar-period
I-Body	This confirms the hypothesis by Eckert & Strube	page=5 xpos=5 ypos=3 right-column right-over aligned-line headchar-capital
I-Body	(2000) and Byron (2002) to give high priority to	page=5 xpos=5 ypos=3 right-column right-over aligned-line year
I-Body	these features. The decision tree fragment in Figure	page=5 xpos=5 ypos=3 right-column right-over aligned-line headchar-lower
I-Body	1 correctly assigns the P label to 23-7=16 sentential	page=5 xpos=5 ypos=3 right-column right-over aligned-line numbered-heading1
E-Body	antecedents.	page=5 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Figure	split, n, loss, yval	page=5 xpos=5 ypos=4 right-column right-indent font-smallest aligned-line longer-tail line-double-space line-space headchar-lower
I-Figure	* denotes terminal node	page=5 xpos=5 ypos=4 right-column left-indent right-indent font-smallest indented-line longer-tail above-double-space above-line-space
I-Figure	...	page=5 xpos=5 ypos=4 right-column right-indent font-smallest hanged-line shorter-tail line-double-space line-space tailchar-period
I-Figure	anteexptype=s,vp 1110 55 N	page=5 xpos=5 ypos=5 right-column left-indent right-indent font-smallest indented-line longer-tail headchar-lower
