Title	A Shared Task Involving Multi-label Classification of Clinical Free Text	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	ever, conducted an analysis of agreement statistics	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	(not further discussed here) that suggests that the	page=2 xpos=0 ypos=9 left-column full-justified aligned-line above-blank-line above-double-space above-line-space
Page	99	page=2 xpos=4 ypos=9 left-column left-indent right-over indented-line line-blank-line line-double-space line-space numeric-only column-bottom
I-Body	overall effect of the majority method is to create a	page=2 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	coding that shares many statistical properties with	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	the originals, except that it reduces the effect of the	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	annotators’ individual idiosyncrasies. The majority	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
E-Body	annotation is illustrated in Table 1.	page=2 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Our evaluation strategy makes the simplistic as-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	sumption that the majority annotation is a true gold	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	standard and a worthwhile target for emulation. This	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	is debatable, and is discussed below, but for the sake	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	of definiteness we simply stipulate that submissions	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	will be compared against the majority annotation,	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and that the best possible performance is to exactly	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	replicate said majority annotation.	page=2 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	3 Evaluation	page=2 xpos=5 ypos=2 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Micro- and macro-averaging. Although we rank	page=2 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	systems for purposes of determining the top three	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	performers on the basis of micro-averaged F1, we	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	report a variety of performance data, including the	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	micro-average, macro-average, and a cost-sensitive	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	measure of loss. Jackson and Moulinier comment	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	(for general text classification) that: “No agree-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line tailchar-hiphen
I-Body	ment has been reached...on whether one should pre-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fer micro- or macro-averages in reporting results.	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Macro-averaging may be preferred if a classification	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital
I-Body	system is required to perform consistently across all	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	classes regardless of how densely populated these	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	are. On the other hand, micro-averaging may be	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	preferred if the density of a class reflects its impor-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tance in the end-user system” (Jackson and Moulin-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ier, 2002):160-161. For the present medical ap-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	plication, we are more interested in the number of	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	patients whose cases are correctly documented and	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	billed than in ensuring good coverage over the full	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	range of diagnostic codes. We therefore emphasize	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	the micro-average.	page=2 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	A cost-sensitive accuracy measure. While F-	page=2 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	measure is well-established as a method for ranking,	page=2 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	there are reasons for wanting to augment this with	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	a cost-sensitive measure. An approach that allows	page=2 xpos=5 ypos=7 right-column full-justified aligned-line itemization headchar-lower
I-Body	penalties for over-coding (a false positive) and	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	under-coding (a false negative) to be manipulated	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	has important implications. The penalty for under-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	coding is simple—the hospital loses the amount of	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	revenue that it would have earned if it had assigned	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the code. The regulations under which coding is	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	done enforce an automatic over-coding penalty of	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
B-Caption	Table 1: Majority Annotation	page=3 xpos=3 ypos=0 single-column centered left-indent right-indent page-top string-table headchar-capital above-line-space
Table	__Table 1__	page=3 xpos=1 ypos=0 single-column centered left-indent right-indent box hanged-line longer-tail line-space table-area column-bottom above-blank-line above-double-space above-line-space
I-Body	three times what is earned from the erroneous code,	page=3 xpos=0 ypos=1 left-column full-justified column-top line-blank-line line-double-space line-space headchar-lower tailchar-comma
I-Body	with the additional risk of possible prosecution	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	for fraud. This motivates a generalized version of	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	Jaccard’s similarity metric (Gower and Legendre,	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	1986), which was introduced by Boutell, Shen, Luo	page=3 xpos=0 ypos=2 left-column full-justified aligned-line year
E-Body	and Brown (Boutell et al., 2003).	page=3 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period
B-Body	Suppose that Y <sub>x</sub> is the set of correct labels for a test	page=3 xpos=0 ypos=2 left-column full-justified font-larger aligned-line longer-tail headchar-capital
I-Body	set and P <sub>x</sub> is the set of labels predicted by some	page=3 xpos=0 ypos=3 left-column full-justified font-larger aligned-line headchar-lower
I-Body	participating system. Define F <sub>x</sub> = P x − Y x and	page=3 xpos=0 ypos=3 left-column full-justified font-largest aligned-line headchar-lower
I-Body	M <sub>x</sub> = Y x − P x , i.e. F x is the set of false positives,	page=3 xpos=0 ypos=3 left-column full-justified font-largest aligned-line headchar-capital tailchar-comma
I-Body	and M <sub>x</sub> is the set of missed labels or false negatives.	page=3 xpos=0 ypos=3 left-column full-justified font-larger aligned-line headchar-lower tailchar-period
I-Body	The score is given by	page=3 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-capital above-double-space above-line-space
B-Equation	score(P <sub>x</sub> ) = 1 −  β|M <sub>x</sub> | + γ|F x |  <sup>α</sup> <sub>(1)</sub>	page=3 xpos=0 ypos=4 left-column left-indent font-largest indented-line longer-tail line-double-space line-space headchar-lower
I-Equation	|Y <sub>x</sub> ∪ P x |	page=3 xpos=2 ypos=4 left-column left-indent right-indent font-largest indented-line shorter-tail above-double-space above-line-space
B-Body	As noted in (Boutell et al., 2003), if β = γ = 1 this	page=3 xpos=0 ypos=4 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Body	formula reduces to the simpler case of	page=3 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower above-double-space above-line-space
B-Equation	 |Y <sub>x</sub> ∩ P x |  <sup>α</sup>	page=3 xpos=2 ypos=5 left-column left-indent right-indent font-largest indented-line longer-tail line-double-space line-space
I-Equation	score(P <sub>x</sub> ) = 1 − (2)	page=3 xpos=0 ypos=5 left-column left-indent font-largest hanged-line longer-tail headchar-lower
I-Equation	|Y <sub>x</sub> ∪ P x |	page=3 xpos=2 ypos=5 left-column left-indent right-indent font-largest indented-line shorter-tail above-double-space above-line-space
B-Body	The discussion in (Boutell et al., 2003) points out	page=3 xpos=0 ypos=5 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Body	that constraints are necessary on β and γ to ensure	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	that the inner term of the expression is non-negative.	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We do not understand the way that they formulate	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Body	these constraints, but note that non-negativity will be	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	ensured if 0 ≤ β ≤ 1 and 0 ≤ γ ≤ 1 . Since over-	page=3 xpos=0 ypos=6 left-column full-justified font-larger aligned-line headchar-lower tailchar-hiphen
I-Body	coding is three times as bad as undercoding, we use	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	γ = 1.0 , β = 0.33 . Varying the value of α would	page=3 xpos=0 ypos=7 left-column full-justified aligned-line
I-Body	affect the range of the scores, but does not alter the	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	rankings of individual systems. We therefore used	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	α = 1 . This measure does not represent the pos-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line tailchar-hiphen
I-Body	sibility of prosecution for fraud, because the costs	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	involved are incommensurate with the ones that are	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	represented. With these parameter settings, the cost-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sensitive measure produces rankings that differ con-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	siderably from those produced by macro-averaged	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	balanced F-measure. For example, we shall see that	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the system ranked third in the competition by macro-	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	averaged F-measure assigns a total of 1167 labels,	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-comma above-blank-line above-double-space above-line-space
Page	100	page=3 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-blank-line line-double-space line-space numeric-only column-bottom
I-Body	where the second-ranked assigns 1232, and the cost-	page=3 xpos=5 ypos=1 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	sensitive measure rewards this conservatism in as-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	signing labels by reversing the ranking of the two	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	systems. In either case, the difference between the	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	systems is small (0.86% difference in F-measure,	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	0.53% difference in the cost-sensitive measure).	page=3 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	4 The Data	page=3 xpos=5 ypos=3 right-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We selected for the challenge a subset of the com-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	prehensive data set described above. The subset was	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	created by stratified sampling, such that it contains	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	20% of the documents in each category. Thus, the	page=3 xpos=5 ypos=4 right-column full-justified aligned-line
I-Body	proportion of categories in the sample is the same as	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the proportion of categories in the full data set. We	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	included in the initial sample only those categories	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	to which 100 or more documents from the compre-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	hensive data set were assigned. After the process	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	summarized in Table 2, the data were divided into	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	two partitions: a training set with 978 documents,	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and a testing set with 976. Forty-five ICD-9-CM	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	labels (e.g 780.6) are observed in these data sets.	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	These labels form 94 distinct combinations (e.g. the	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
I-Body	combination 780.6, 786.2). We required that any	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	combination have at least two exemplars in the data,	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and we split each combination between the train-	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing and the test sets. So, there may be labels and	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	combinations of labels that occur only one time in	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the training data, but participants can be sure that	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	no combination will occur in the test data that has	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	not previously occurred at least once in the train-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing data. Our policy here has the unintended con-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sequence that any combination that appears exactly	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	once in the training data is highly likely to appear	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	exactly once in the test data. This gives unnecessary	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	information to the participants. In future challenges	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	we will drop the requirement for two occurrences in	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the data, but ensure that single-occurrence combina-	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions are allocated to the training set rather than the	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	test set. This maintains the guarantee that there will	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	be no unseen combinations in the test data. The full	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	data set may be downloaded from the official chal-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	lenge web-site.	page=4 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	5 Results	page=4 xpos=0 ypos=1 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Notice of the Challenge was distributed using elec-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	tronic mailing lists supplied by the Association of	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	Computational Linguistics, IEEE Computer Intelli-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	gence and Data Mining, and American Medical In-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formatics Association’s Natural Language Process-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing special interest group. Interested participants	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	were asked to register at the official challenge web-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	site. Registration began February 1, 2007 and ended	page=4 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-lower
I-Body	February 28, 2007. Approximately 150 individu-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	als registered from 22 countries and six continents.	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Upon completing registration, an automated e-mail	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital
I-Body	was sent with the location of the training data. On	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	March 1, 2007 participants received notice of the	page=4 xpos=0 ypos=3 left-column full-justified aligned-line year headchar-capital
I-Body	location of the testing data. Participants were en-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	couraged to use the data for other purposes as long	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	as it was non-commercial and the appropriate cita-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion was made. There were no other data use re-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	strictions. Participants had until March 18, 2007	page=4 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower
I-Body	to submit their results and an explanation of their	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	model. Approximately 33% (50) of the partici-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pants submitted results. During the course of the	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	Challenge participants asked a range of questions.	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-period
I-Body	These were posted to the official challenge web-site	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
E-Body	- www.computationalmedicine.org/challenge.	page=4 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail tailchar-period above-line-space
B-Body	The figure below is a scatterplot relating micro-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	averaged F1 to the cost-sensitive measure described	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	above. Each point represents a system. The top-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	performing systems achieved 0.8908, the minimum	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	was 0.1541, and the mean was 0.7670, with a SD	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	of 0.1340. There are 21 systems with a micro-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	averaged F1 between 0.81 and 0.90. Another 14	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	have F 1 > 0.70 . It is noticeable that the systems	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	are not ranked identically by the cost-sensitive and	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the micro-averaged measure, but the differences are	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	small in each case.	page=4 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	A preliminary screening using a two-factor ANOVA	page=4 xpos=0 ypos=8 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	with system identity and diagnostic code as predic-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive factors for balanced F-measure revealed a sig-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nificant main effect of both system and code. Pair-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	wise t-tests using Holm’s correction for multiple	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	comparisons revealed no statistically significant dif-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen above-blank-line above-double-space above-line-space
Page	101	page=4 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-blank-line line-double-space line-space numeric-only column-bottom
B-Caption	Figure 1: Scatter plot of evaluation measures	page=4 xpos=5 ypos=0 right-column centered left-indent right-indent column-top string-figure headchar-capital above-line-space
Figure	__Figure 1__	page=4 xpos=5 ypos=0 right-column left-indent right-indent box indented-line shorter-tail line-space figure-area above-blank-line above-double-space above-line-space
I-Body	ferences between the systems performing at F=0.70	page=4 xpos=5 ypos=2 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	or higher. Differences between the top system and a	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	system with a microaveraged F-measure of 0.66 do	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	come out significant on this measure.	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We have also calculated (Table 3) the agreement	page=4 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	figures for the three individual annotations that	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	went into the majority gold standard. We see	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	that CCHMC outranks COMPANY Y on the cost-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sensitive measure, but the reverse is true for micro-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	and macro-averaged F1, with the agreement be-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tween the hospital and the gold standard being espe-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cially low for the macro-averaged version. To under-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	stand these figures, it is necessary to recall that the	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	gold standard is a majority annotation that is formed	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	from the the three component annotations. It appears	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	that for rare codes, which have a disproportionate	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	effect on the macro-averaged F, the majority anno-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tation is dominated by cases where company Y and	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	company Z assign the same code, one that CCHMC	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	did not assign.	page=4 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The agreement figures are comparable to those of	page=4 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	the best automatic systems. If submitted to the	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	competition, the components of the majority anno-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tation would not have outranked the best systems,	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	even though the components contributed to the ma-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	jority opinion. It is tempting to conclude that the	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	automated systems are close to human-level perfor-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mance. Recall, however, that while the hospital and	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the companies did not have the luxury of exposure	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	to the majority annotation, the systems did have that	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	access, which allowed them to explicitly model the	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	properties of that majority annotation. A more mod-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erate conclusion is that the hospital and the compa-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nies might be able to improve (or at least adjust)	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	their annotation practices by studying the majority	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
B-Caption	Table 2: Characteristics of the data set through the development process.	page=5 xpos=1 ypos=0 single-column centered left-indent right-indent page-top string-table headchar-capital tailchar-period above-line-space
Table	__Table 2__	page=5 xpos=1 ypos=0 single-column centered left-indent right-indent box hanged-line longer-tail line-space table-area above-blank-line above-double-space above-line-space
B-Caption	Table 3: Comparison of human annotators against majority.	page=5 xpos=2 ypos=1 single-column centered left-indent right-indent indented-line shorter-tail line-blank-line line-double-space line-space string-table headchar-capital tailchar-period above-line-space
Table	__Table 3__	page=5 xpos=1 ypos=2 single-column centered left-indent right-indent box hanged-line longer-tail line-space table-area column-bottom above-blank-line above-double-space above-line-space
E-Body	annotation and adapting as appropriate.	page=5 xpos=0 ypos=3 left-column right-indent column-top line-blank-line line-double-space line-space headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	6 Discussion	page=5 xpos=0 ypos=3 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Compared to other recent text classification shared	page=5 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	tasks in the biomedical domain (Uzuner et al., 2006;	page=5 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower tailchar-semicolon
