Title	Using Predicate-Argument Structures for Information Extraction	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	the argument constituent for better content repre-	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sentation. To select the content words we used the	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	heuristics illustrated in Figure 6.	page=3 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-BlockHeader	Observation 2:	page=3 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-colon
B-Body	After implementing FS1, we noticed that the hw	page=3 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail headchar-capital
I-Body	feature was rarely used, and we believe that this hap-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pens because of data sparsity. The same was noticed	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	for the cw feature from FS2. Therefore we decided	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	to add two new features, namely the parts of speech	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	of the head word and the content word respectively.	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	These features are called hPos and cPos and are	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital
I-Body	illustrated in Figure 4. Both these features generate	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	an implicit yet simple backoff solution for the lexi-	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	calized features H EAD W ORD (hw) and C ONTENT	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
E-Body	W ORD (cw).	page=3 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period column-bottom
B-BlockHeader	Observation 3:	page=3 xpos=5 ypos=0 right-column right-indent column-top headchar-capital tailchar-colon
B-Body	Predicate arguments often contain names or other	page=3 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail headchar-capital
I-Body	expressions identified by named entity (NE) recog-	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nizers, e.g. dates, prices. Thus we believe that	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	this form of semantic information should be intro-	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	duced in the learning model. In FS2 we added the	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	following features: (a) the named entity class of	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	the content word (cNE); and (b) a set of NE fea-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures that can take only Boolean values grouped as	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	B OOLEAN N AMED E NTITY F EATURES and defined	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital
I-Body	in Figure 4. The cNE feature helps recognize the ar-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gument roles, e.g. ARGM-LOC and ARGM-TMP,	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	when location or temporal expressions are identi-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fied. The Boolean NE flags provide information	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	useful in processing complex nominals occurring in	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	argument constituents. For example, in Figure 2	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	ARG0 is featured not only by the word traders but	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital
I-Body	also by O RGANIZATION , the semantic class of the	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	name Big Board.	page=3 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-BlockHeader	Observation 4:	page=3 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-colon
B-Body	Predicate argument structures are recognized accu-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail headchar-capital tailchar-hiphen
I-Body	rately when both predicates and arguments are cor-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rectly identified. Often, predicates are lexicalized by	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	phrasal verbs, e.g. put up, put off. To identify cor-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rectly the verb particle and capture it in the structure	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	of predicates instead of the argument structure, we	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	introduced two collocation features that measure the	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	frequency with which verbs and succeeding prepo-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sitions cooccurr in the corpus. The features are pvc-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	Sum and pvcMax and are defined in Figure 4.	page=3 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-SubsectionHeader	2.3 The Experiments	page=3 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	The results presented in this paper were obtained	page=3 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	by training on Proposition Bank (PropBank) release	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	2002/7/15 (Kingsbury et al., 2002). Syntactic infor-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line year tailchar-hiphen
I-Body	mation was extracted from the gold-standard parses	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	in TreeBank Release 2. As named entity information	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	is not available in PropBank/TreeBank we tagged	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the training corpus with NE information using an	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	open-domain NE recognizer, having 96% F-measure	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	on the MUC6 <sup>1</sup> data. We reserved section 23 of Prop-	page=3 xpos=5 ypos=8 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	Bank/TreeBank for testing, and we trained on the	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital
I-Body	rest. Due to memory limitations on our hardware,	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	for the argument finding task we trained on the first	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	150 KB of TreeBank (about 11% of TreeBank), and	page=3 xpos=5 ypos=9 right-column full-justified aligned-line above-double-space above-line-space
B-Footnote	<sup>1</sup> The Message Understanding Conferences (MUC) were IE	page=3 xpos=5 ypos=9 right-column left-indent indented-line line-double-space line-space headchar-super
I-Footnote	evaluation exercises in the 90s. Starting with MUC6 named	page=3 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	entity data was available.	page=3 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period page-bottom
I-Body	for the role assignment task on the first 75 KB of	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	argument constituents (about 60% of PropBank an-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	notations).	page=4 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Table 1 shows the results obtained by our induc-	page=4 xpos=0 ypos=0 left-column left-indent indented-line longer-tail string-table headchar-capital tailchar-hiphen
I-Body	tive learning approach. The first column describes	page=4 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower
I-Body	the feature sets used in each of the 7 experiments	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	performed. The following three columns indicate 	page=4 xpos=0 ypos=1 left-column full-justified font-largest aligned-line headchar-lower
I-Body	the precision (P), recall (R), and F-measure ( ) <sup>2</sup>	page=4 xpos=0 ypos=1 left-column full-justified font-largest aligned-line headchar-lower
I-Body	obtained for the task of identifying argument con-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	stituents. The last column shows the accuracy (A)	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	for the role assignment task using known argument	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	constituents. The first row in Table 1 lists the re-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults obtained when using only the FS1 features.	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The next five lines list the individual contributions	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	of each of the newly added features when combined	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	with the FS1 features. The last line shows the re-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults obtained when all features from FS1 and FS2	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	were used.	page=4 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Table 1 shows that the new features increase the	page=4 xpos=0 ypos=3 left-column left-indent indented-line longer-tail string-table headchar-capital
I-Body	argument identification F-measure by 3.61%, and	page=4 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower
I-Body	the role assignment accuracy with 4.29%. For the	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	argument identification task, the head and content	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	word features have a significant contribution for the	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	task precision, whereas NE features contribute sig-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nificantly to the task recall. For the role assignment	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	task the best features from the feature set FS2 are	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	the content word features (cw and cPos) and the	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	Boolean NE flags, which show that semantic infor-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	mation, even if minimal, is important for role clas-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sification. Surprisingly, the phrasal verb collocation	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	features did not help for any of the tasks, but they	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	were useful for boosting the decision trees. Deci-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sion tree learning provided by C5 (Quinlan, 2002)	page=4 xpos=0 ypos=6 left-column full-justified aligned-line year headchar-lower
I-Body	has built in support for boosting. We used it and	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	obtained improvements for both tasks. The best F-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	measure obtained for argument constituent identifi-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cation was 88.98% in the fifth iteration (a 0.76% im-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	provement). The best accuracy for role assignment	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	was 83.74% in the eight iteration (a 0.69% improve-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment) <sup>3</sup> . We further analyzed the boosted trees and	page=4 xpos=0 ypos=8 left-column full-justified font-largest aligned-line headchar-lower
I-Body	noticed that phrasal verb collocation features were	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	mainly responsible for the improvements. This is	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	the rationale for including them in the FS2 set.	page=4 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We also were interested in comparing the results	page=4 xpos=0 ypos=9 left-column left-indent indented-line longer-tail headchar-capital
B-Footnote	2        	page=4 xpos=0 ypos=9 left-column left-indent right-indent font-largest shorter-tail numbered-heading1
B-Footnote	<sup>3</sup> These results, listed also on the last line of Table 2, dif-	page=4 xpos=0 ypos=9 left-column left-indent aligned-line longer-tail headchar-super tailchar-hiphen
I-Footnote	fer from those in Table 1 because they were produced after the	page=4 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	boosting took place.	page=4 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
Table	__Table 1__	page=4 xpos=5 ypos=-1 right-column centered left-indent box column-top table-area above-double-space above-line-space
B-Caption	Table 1: Inductive learning results for argument	page=4 xpos=5 ypos=1 right-column full-justified line-double-space line-space string-table headchar-capital
E-Caption	identification and role assignment	page=4 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower above-double-space above-line-space
Table	__Table 2__	page=4 xpos=5 ypos=2 right-column centered left-over right-over box longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 2: Comparison of statistical and decision tree	page=4 xpos=5 ypos=3 right-column full-justified line-double-space line-space string-table headchar-capital
E-Caption	learning models	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
I-Body	of the decision-tree-based method against the re-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	sults obtained by the statistical approach reported	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	in (Gildea and Palmer, 2002). Table 2 summarizes	page=4 xpos=5 ypos=4 right-column full-justified aligned-line year headchar-lower
I-Body	the results. (Gildea and Palmer, 2002) report the re-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	sults listed on the first line of Table 2. Because no F-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	scores were reported for the argument identification	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	task, we re-implemented the model and obtained the	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	results listed on the second line. It looks like we	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	had some implementation differences, and our re-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults for the argument role classification task were	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	slightly worse. However, we used our results for the	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	statistical model for comparing with the inductive	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	learning model because we used the same feature ex-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	traction code for both models. Lines 3 and 4 list the	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	results of the inductive learning model with boosting	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	enabled, when the features were only from FS1, and	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	from FS1 and FS2 respectively. When comparing	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the results obtained for both models when using only	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	features from FS1, we find that almost the same re-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults were obtained for role classification, but an en-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	hancement of almost 13% was obtained when recog-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nizing argument constituents. When comparing the	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	statistical model with the inductive model that uses	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	all features, there is an enhancement of 17.12% for	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	argument identification and 4.87% for argument role	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
E-Body	recognition.	page=4 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Another significant advantage of our inductive	page=4 xpos=5 ypos=9 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	learning approach is that it scales better to un-	page=4 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower tailchar-hiphen page-bottom
Figure	__Figure 7__	page=5 xpos=0 ypos=-2 single-column centered left-indent right-indent box page-top figure-area above-line-space
B-Caption	Figure 7: IE architectures: (a) Architecture based on predicate/argument relations; (b) FSA-based IE system	page=5 xpos=0 ypos=0 single-column full-justified hanged-line longer-tail line-space string-figure headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Body	known predicates. The statistical model introduced	page=5 xpos=0 ypos=0 left-column full-justified column-top line-blank-line line-double-space line-space headchar-lower
I-Body	in Gildea and Jurafsky (2002) uses predicate lex-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	ical information at most levels in the probability	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	lattice, hence its scalability to unknown predicates	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	is limited. In contrast, the decision tree approach	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	uses predicate lexical information only for 5% of the	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	branching decisions recorded when testing the role	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	assignment task, and only for 0.01% of the branch-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing decisions seen during the argument constituent	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	identification evaluation.	page=5 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	3 The IE Paradigm	page=5 xpos=0 ypos=3 left-column right-indent font-larger aligned-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Figure 7(a) illustrates an IE architecture that em-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line longer-tail line-double-space line-space string-figure headchar-capital tailchar-hiphen
I-Body	ploys predicate argument structures. Documents are	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	processed in parallel to: (1) parse them syntactically,	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and (2) recognize the NEs. The full parser first per-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	forms part-of-speech (POS) tagging using transfor-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mation based learning (TBL) (Brill, 1995). Then	page=5 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower
I-Body	non-recursive, or basic, noun phrases (NPB) are	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	identified using the TBL method reported in (Ngai	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	and Florian, 2001). At last, the dependency parser	page=5 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-lower
I-Body	presented in (Collins, 1997) is used to generate the	page=5 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-lower
I-Body	full parse. This approach allows us to parse the sen-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tences with less than 40 words from TreeBank sec-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion 23 with an F-measure slightly over 85% at an	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	average of 0.12 seconds/sentence on a 2GHz Pen-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tium IV computer.	page=5 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The parse texts marked with NE tags are passed to	page=5 xpos=0 ypos=7 left-column left-indent indented-line longer-tail headchar-capital
I-Body	a module that identifies entity coreference in docu-	page=5 xpos=0 ypos=7 left-column full-justified hanged-line itemization headchar-lower tailchar-hiphen
I-Body	ments, resolving pronominal and nominal anaphors	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	and normalizing coreferring expressions. The parses	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	are also used by a module that recognizes predi-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cate argument structures with any of the methods	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	described in Section 2.	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	For each templette modeling a different do-	page=5 xpos=0 ypos=9 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	main a mapping between predicate arguments and	page=5 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower
I-Body	templette slots is produced. Figure 8 illus-	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	trates the mapping produced for two Event99 do-	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom
Figure	__Figure 8__	page=5 xpos=5 ypos=0 right-column left-indent right-indent box column-top figure-area above-line-space
B-Caption	Figure 8: Mapping rules between predicate ar-	page=5 xpos=5 ypos=3 right-column full-justified hanged-line longer-tail line-space string-figure headchar-capital tailchar-hiphen
I-Caption	guments and templette slots for: (a) the “market	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Caption	change” domain, and (b) the “death” domain	page=5 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
I-Body	mains. The “market change” domain monitors	page=5 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	changes (AMOUNT CHANGE) and current values	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	(CURRENT VALUE) for financial instruments (IN-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line tailchar-hiphen
I-Body	STRUMENT). The “death” domain extracts the de-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	scription of the person deceased (DECEASED), the	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	manner of death (MANNER OF DEATH), and, if ap-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	plicable, the person to whom the death is attributed	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	(AGENT OF DEATH).	page=5 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail tailchar-period
B-Body	To produce the mappings we used training data	page=5 xpos=5 ypos=6 right-column left-indent indented-line longer-tail headchar-capital
I-Body	that consists of: (1) texts, and (2) their correspond-	page=5 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ing filled templettes. Each templette has pointers	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	back to the source text similarly to the example pre-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sented in Figure 1. When the predicate argument	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	structures were identified, the mappings were col-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lected as illustrated in Figure 9. Figure 9(a) shows	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	an interesting aspect of the mappings. Although the	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	role classification of the last argument is incorrect (it	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	should have been identified as ARG4), it is mapped	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	into the C URRENT -V ALUE slot. This shows how the	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	mappings resolve incorrect but consistent classifica-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions. Figure 9(b) shows the flexibility of the system	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	to identify and classify constituents that are not close	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	to the predicate phrase (ARG0). This is a clear ad-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen page-bottom
Figure	__Figure 9__	page=6 xpos=0 ypos=-3 single-column centered left-indent right-indent box page-top figure-area above-line-space
B-Caption	Figure 9: Predicate argument mapping examples for: (a) the “market change” domain, and (b) the “death”	page=6 xpos=0 ypos=0 single-column full-justified hanged-line longer-tail line-space string-figure headchar-capital
E-Caption	domain	page=6 xpos=0 ypos=0 single-column right-indent aligned-line shorter-tail headchar-lower column-bottom above-blank-line above-double-space above-line-space
I-Body	vantage over the FSA-based system, which in fact	page=6 xpos=0 ypos=0 left-column full-justified column-top line-blank-line line-double-space line-space headchar-lower
I-Body	missed the A GENT -O F -D EATH in this sentence. Be-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cause several templettes might describe the same	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	event, event coreference is processed and, based on	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	the results, templettes are merged when necessary.	page=6 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The IE architecture in Figure 7(a) may be com-	page=6 xpos=0 ypos=2 left-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	pared with the IE architecture with cascaded FSA	page=6 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower
I-Body	represented in Figure 7(b) and reported in (Sur-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
