Title	Ensemble Methods for Unsupervised WSD	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-smallest page-top headchar-capital above-blank-line above-double-space above-line-space
B-Body	In the disambiguation stage, all occurrences of a	page=2 xpos=0 ypos=2 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	given word are collected together. For each sense	page=2 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower
I-Body	of a target word, the strength of all connections	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	involving that sense are summed, giving that sense	page=2 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	a unified score. The sense with the highest unified	page=2 xpos=0 ypos=2 left-column full-justified aligned-line itemization headchar-lower
I-Body	score is chosen as the correct sense for the target	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	word. In subsequent stages the actual connections	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	comprising the winning unified score are used as a	page=2 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	basis for computing the lexical chains.	page=2 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The algorithm is based on the “one sense per	page=2 xpos=0 ypos=3 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	discourse” hypothesis and uses information from	page=2 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower
I-Body	every occurrence of the ambiguous target word in	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	order to decide its appropriate sense. It is there-	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fore a type-based algorithm, since it tries to de-	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	termine the sense of the word in the entire doc-	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ument/discourse at once, and not separately for	page=2 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	each instance.	page=2 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Structural Semantic Interconnections In-	page=2 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	spired by lexical chains, Navigli and Velardi	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	(2005) developed Structural Semantic Intercon-	page=2 xpos=0 ypos=5 left-column full-justified aligned-line year tailchar-hiphen
I-Body	nections (SSI), a WSD algorithm which makes use	page=2 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	of an extensive lexical knowledge base. The latter	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	is primarily based on WordNet and its standard re-	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lation set (i.e., hypernymy, meronymy, antonymy,	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	similarity, nominalization, pertainymy) but is also	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	enriched with collocation information represent-	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing semantic relatedness between sense pairs. Col-	page=2 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	locations are gathered from existing resources	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	(such as the Oxford Collocations, the Longman	page=2 xpos=0 ypos=7 left-column full-justified aligned-line
I-Body	Language Activator, and collocation web sites).	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital tailchar-period
I-Body	Each collocation is mapped to the WordNet sense	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital
I-Body	inventory in a semi-automatic manner (Navigli,	page=2 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	2005) and transformed into a relatedness edge.	page=2 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail year tailchar-period above-line-space
B-Body	Given a local word context C = {w <sub>1</sub> , ..., w n },	page=2 xpos=0 ypos=8 left-column left-indent font-larger indented-line longer-tail line-space headchar-capital tailchar-comma
I-Body	SSI <sub>n</sub> builds a graph G = (V, E) such that V =	page=2 xpos=0 ypos=8 left-column full-justified font-largest hanged-line headchar-capital
I-Body	S senses(w <sub>i</sub> ) and (s, s 0 ) ∈ E if there is at least	page=2 xpos=0 ypos=8 left-column left-indent headchar-capital above-line-space
I-Body	i=1	page=2 xpos=0 ypos=8 left-column right-indent font-smallest shorter-tail line-space headchar-lower
I-Body	one interconnection j between s (a sense of the	page=2 xpos=0 ypos=8 left-column full-justified aligned-line longer-tail headchar-lower
I-Body	word) and s 0 (a sense of its context) in the lexical	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	knowledge base. The set of valid interconnections	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	is determined by a manually-created context-free	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
Table	__Table 1__	page=2 xpos=5 ypos=-1 right-column left-over right-over box column-top table-area above-double-space above-line-space
B-Caption	Table 1: Properties of the WSD algorithms	page=2 xpos=5 ypos=1 right-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-blank-line above-double-space above-line-space
I-Body	grammar consisting of a small number of rules.	page=2 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower tailchar-period
I-Body	Valid interconnections are computed in advance	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital
E-Body	on the lexical database, not at runtime.	page=2 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Disambiguation is performed in an iterative	page=2 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	fashion. At each step, for each sense s of a word	page=2 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	in C (the set of senses of words yet to be disam-	page=2 xpos=5 ypos=2 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	biguated), SSI determines the degree of connectiv-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ity between s and the other senses in C :	page=2 xpos=5 ypos=2 right-column right-indent font-largest aligned-line shorter-tail headchar-lower tailchar-colon above-blank-line above-double-space above-line-space
B-Equation	∑ ∑ <sub>length(</sub> <sup>1</sup> j)	page=2 xpos=7 ypos=3 right-column left-indent right-indent font-smaller indented-line longer-tail line-blank-line line-double-space line-space
I-Equation	SSIScore(s) = <sup>s</sup> <sup>0</sup> ∈ <sup>C</sup> \{s} <sub>∑</sub> j∈Interconn(s,s |Interconn(s,s 0 ) 0 )|	page=2 xpos=5 ypos=3 right-column left-indent right-indent font-largest hanged-line shorter-tail headchar-capital
I-Equation	s 0 ∈ C \{s}	page=2 xpos=7 ypos=3 right-column left-indent right-indent font-smallest indented-line shorter-tail itemization headchar-lower above-blank-line above-double-space above-line-space
I-Body	where Interconn(s, s 0 ) is the set of interconnec-	page=2 xpos=5 ypos=4 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	tions between senses s and s 0 . The contribution of a	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	single interconnection is given by the reciprocal of	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	its length, calculated as the number of edges con-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	necting its ends. The overall degree of connectiv-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ity is then normalized by the number of contribut-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing interconnections. The highest ranking sense s	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	of word w <sub>i</sub> is chosen and the senses of w i are re-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	moved from the context C . The procedure termi-	page=2 xpos=5 ypos=5 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	nates when either C is the empty set or there is no	page=2 xpos=5 ypos=5 right-column full-justified font-largest aligned-line headchar-lower
I-Body	sense such that its SSIScore exceeds a fixed thresh-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	old.	page=2 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Body	Summary The properties of the different	page=2 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	WSD algorithms just described are summarized	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
I-Body	in Table 1. The methods vary in the amount of	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	data they employ for disambiguation. SSI and Ex-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tended Gloss Overlap (Overlap) rely on sentence-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	level information for disambiguation whereas Mc-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	Carthy et al. (2004) (Similarity) and Galley and	page=2 xpos=5 ypos=7 right-column full-justified aligned-line year headchar-capital
I-Body	McKeown (2003) (LexChains) utilize the entire	page=2 xpos=5 ypos=7 right-column full-justified aligned-line year headchar-capital
I-Body	document or corpus. This enables the accumula-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion of large amounts of data regarding the am-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	biguous word, but does not allow separate consid-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	eration of each individual occurrence of that word.	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	LexChains and Overlap take into account a re-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	stricted set of semantic relations (paths of length	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	one) between any two words in the whole docu-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment, whereas SSI and Similarity use a wider set	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
E-Body	of relations.	page=2 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	99	page=2 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
B-SectionHeader	3 Experiment 1: Comparison of	page=3 xpos=0 ypos=0 left-column right-indent font-smallest page-top numbered-heading1 above-double-space above-line-space
I-SectionHeader	Unsupervised Algorithms for WSD	page=3 xpos=0 ypos=0 left-column left-indent right-indent font-smallest indented-line longer-tail line-double-space line-space headchar-capital above-blank-line above-double-space above-line-space
B-SubsectionHeader	3.1 Method	page=3 xpos=0 ypos=0 left-column right-indent font-smallest hanged-line shorter-tail line-blank-line line-double-space line-space numbered-heading2 above-line-space
B-Body	We evaluated the disambiguation algorithms out-	page=3 xpos=0 ypos=0 left-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	lined above on two tasks: predominant sense ac-	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	quisition and token-based WSD. As previously	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	explained, Overlap and SSI were not designed for	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	acquiring predominant senses (see Table 1), but	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	a token-based WSD algorithm can be trivially	page=3 xpos=0 ypos=1 left-column full-justified aligned-line itemization headchar-lower
I-Body	modified to acquire predominant senses by dis-	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ambiguating every occurrence of the target word	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	in context and selecting the sense which was cho-	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sen most frequently. Type-based WSD algorithms	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	simply tag all occurrences of a target word with its	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	predominant sense, disregarding the surrounding	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	context.	page=3 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Our first set of experiments was conducted on	page=3 xpos=0 ypos=2 left-column left-indent indented-line longer-tail headchar-capital
I-Body	the SemCor corpus, on the same 2,595 polyse-	page=3 xpos=0 ypos=3 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	mous nouns (53,674 tokens) used as a test set by	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	McCarthy et al. (2004). These nouns were attested	page=3 xpos=0 ypos=3 left-column full-justified aligned-line year headchar-capital
I-Body	in SemCor with a frequency > 2 and occurred in	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	the British National Corpus (BNC) more than 10	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	times. We used the WordNet 1.7.1 sense inventory.	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-period
B-Body	The following notation describes our evaluation	page=3 xpos=0 ypos=4 left-column left-indent indented-line headchar-capital
I-Body	measures: W is the set of all noun types in the	page=3 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower
I-Body	SemCor corpus (|W | = 2, 595), and W <sub>f</sub> is the set	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	of noun types with a dominant sense. senses(w)	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	is the set of senses for noun type w, while f <sub>s</sub> (w)	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	and f <sub>m</sub> (w) refer to w’s first sense according to the	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	SemCor gold standard and our algorithms, respec-	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tively. Finally, T (w) is the set of tokens of w and	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	sense <sub>s</sub> (t) denotes the sense assigned to token t ac-	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	cording to SemCor.	page=3 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We first measure how well our algorithms can	page=3 xpos=0 ypos=5 left-column left-indent indented-line longer-tail headchar-capital
I-Body	identify the predominant sense, if one exists:	page=3 xpos=0 ypos=6 left-column right-indent hanged-line shorter-tail headchar-lower tailchar-colon above-blank-line above-double-space above-line-space
B-Equation	|{w ∈ W <sub>f</sub> | f s (w) = f m (w)}|	page=3 xpos=1 ypos=6 left-column left-indent right-indent font-smallest indented-line shorter-tail line-blank-line line-double-space line-space
I-Equation	Acc <sub>ps</sub> =	page=3 xpos=0 ypos=6 left-column left-indent right-indent font-smallest hanged-line shorter-tail headchar-capital
I-Equation	|W <sub>f</sub> |	page=3 xpos=2 ypos=6 left-column left-indent right-indent font-smallest indented-line longer-tail above-double-space above-line-space
B-Body	A baseline for this task can be easily defined for	page=3 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	each word type by selecting a sense at random	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	from its sense inventory and assuming that this is	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the predominant sense:	page=3 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	1	page=3 xpos=3 ypos=7 left-column left-indent right-indent indented-line longer-tail line-double-space line-space numeric-only
I-Equation	Baseline <sub>sr</sub> = 1 ∑	page=3 xpos=0 ypos=7 left-column left-indent right-indent font-largest hanged-line shorter-tail headchar-capital
I-Equation	|W <sub>f</sub> | <sub>w</sub> <sub>∈W</sub> <sub>f</sub> |senses(w)|	page=3 xpos=1 ypos=7 left-column left-indent right-indent font-smaller indented-line longer-tail above-double-space above-line-space
B-Body	We evaluate the algorithms’ disambiguation per-	page=3 xpos=0 ypos=8 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	formance by measuring the ratio of tokens for	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	which our models choose the right sense:	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-blank-line above-double-space above-line-space
B-Equation	∑ |{t ∈ T (w)| f m (w) = sense s (t)}|	page=3 xpos=1 ypos=9 left-column left-indent right-indent font-smaller indented-line longer-tail line-blank-line line-double-space line-space above-line-space
I-Equation	Acc <sub>wsd</sub> = <sup>w∈W</sup>	page=3 xpos=0 ypos=9 left-column left-indent right-indent font-smaller hanged-line shorter-tail line-space headchar-capital
I-Equation	w∈W ∑ |T (w)|	page=3 xpos=2 ypos=9 left-column left-indent right-indent font-largest indented-line longer-tail headchar-lower column-bottom
B-Body	In the predominant sense detection task, in case of	page=3 xpos=5 ypos=0 right-column full-justified column-top headchar-capital
I-Body	ties in SemCor, any one of the predominant senses	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	was considered correct. Also, all algorithms were	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	designed to randomly choose from among the top	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	scoring options in case of a tie in the calculated	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	scores. This introduces a small amount of ran-	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	domness (less than 0.5%) in the accuracy calcu-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lation, and was done to avoid the pitfall of default-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing to the first sense listed in WordNet, which is	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	usually the actual predominant sense (the order of	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	senses in WordNet is based primarily on the Sem-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	Cor sense distribution).	page=3 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-blank-line above-double-space above-line-space
B-SubsectionHeader	3.2 Parameter Settings	page=3 xpos=5 ypos=2 right-column right-indent font-smallest aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading2 above-line-space
B-Body	We did not specifically tune the parameters of our	page=3 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	WSD algorithms on the SemCor corpus, as our	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	goal was to use hand labeled data solely for testing	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	purposes. We selected parameters that have been	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	considered “optimal” in the literature, although	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	admittedly some performance gains could be ex-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	pected had parameter optimization taken place.	page=3 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	For Overlap, we used the semantic relations	page=3 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital
I-Body	proposed by Banerjee and Pedersen (2003),	page=3 xpos=5 ypos=3 right-column full-justified hanged-line year headchar-lower tailchar-comma
I-Body	namely hypernyms, hyponyms, meronyms,	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	holonyms, and troponym synsets. We also	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	adopted their overlap scoring mechanism which	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	treats each gloss as a bag of words and assigns an	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	n word overlap the score of n <sup>2</sup> . Function words	page=3 xpos=5 ypos=4 right-column full-justified font-larger aligned-line itemization headchar-lower
I-Body	were not considered in the overlap computation.	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	For LexChains, we used the relations reported	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	in Galley and McKeown (2003). These are all	page=3 xpos=5 ypos=5 right-column full-justified aligned-line year headchar-lower
I-Body	first-order WordNet relations, with the addition of	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the siblings – two words are considered siblings	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	if they are both hyponyms of the same hypernym.	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The relations have different weights, depending	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	on their type and the distance between the words	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	in the text. These weights were imported from	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	Galley and McKeown into our implementation	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
E-Body	without modification.	page=3 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Because the SemCor corpus is relatively small	page=3 xpos=5 ypos=6 right-column left-indent indented-line longer-tail headchar-capital
I-Body	(less than 700,00 words), it is not ideal for con-	page=3 xpos=5 ypos=6 right-column full-justified hanged-line tailchar-hiphen
I-Body	structing a neighbor thesaurus appropriate for Mc-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	Carthy et al.’s (2004) method. The latter requires	page=3 xpos=5 ypos=7 right-column full-justified aligned-line year headchar-capital
I-Body	each word to participate in a large number of co-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	occurring contexts in order to obtain reliable dis-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tributional information. To overcome this prob-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lem, we followed McCarthy et al. and extracted	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the neighbor thesaurus from the entire BNC. We	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	also recreated their semantic space, using a RASP-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	parsed (Briscoe and Carroll, 2002) version of the	page=3 xpos=5 ypos=8 right-column full-justified aligned-line year headchar-lower
I-Body	BNC and their set of dependencies (i.e., Verb-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	Object, Verb-Subject, Noun-Noun and Adjective-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	Noun relations). Similarly to McCarthy et al., we	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital
I-Body	used Lin’s (1998) measure of distributional simi-	page=3 xpos=5 ypos=9 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	larity, and considered only the 50 highest ranked	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower column-bottom above-blank-line above-double-space above-line-space
Page	100	page=3 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
Table	__Table 2__	page=4 xpos=0 ypos=-2 left-column centered left-indent right-indent box page-top table-area above-double-space above-line-space
B-Caption	Table 2: Results of individual disambiguation al-	page=4 xpos=0 ypos=0 left-column full-justified hanged-line line-double-space line-space string-table headchar-capital tailchar-hiphen
I-Caption	gorithms on SemCor nouns <sup>2</sup> ( ∗ : sig. diff. from	page=4 xpos=0 ypos=0 left-column full-justified font-larger aligned-line headchar-lower
I-Caption	Baseline, <sup>†</sup> : sig. diff. from Similarity, $ : sig diff.	page=4 xpos=0 ypos=0 left-column full-justified font-larger aligned-line symbol-dagger headchar-capital tailchar-period
E-Caption	from SSI, <sup>#</sup> : sig. diff. from Overlap, p < 0.01)	page=4 xpos=0 ypos=1 left-column right-indent font-larger aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
I-Body	neighbors for a given target word. Sense similar-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	ity was computed using the Lesk’s (Banerjee and	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	Pedersen, 2003) similarity measure <sup>1</sup> .	page=4 xpos=0 ypos=2 left-column right-indent font-larger aligned-line shorter-tail year headchar-capital tailchar-period above-blank-line above-double-space above-line-space
B-SubsectionHeader	3.3 Results	page=4 xpos=0 ypos=2 left-column right-indent font-smallest aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	The performance of the individual algorithms is	page=4 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	shown in Table 2. We also include the baseline	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	discussed in Section 3 and the upper bound of	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	defaulting to the first (i.e., most frequent) sense	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	provided by the manually annotated SemCor. We	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	report predominant sense accuracy (Acc <sub>ps</sub> ), and	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	WSD accuracy when using the automatically ac-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	quired predominant sense (Acc <sub>wsd/ps</sub> ). For token-	page=4 xpos=0 ypos=4 left-column full-justified font-larger aligned-line headchar-lower tailchar-hiphen
I-Body	based algorithms, we also report their WSD per-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formance in context, i.e., without use of the pre-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	dominant sense (Acc <sub>wsd/dir</sub> ).	page=4 xpos=0 ypos=4 left-column right-indent font-larger aligned-line shorter-tail headchar-lower tailchar-period
