Title	Using Machine Learning Techniques to Interpret WH-questions	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital column-bottom above-blank-line above-double-space above-line-space
B-Body	Topic, Focus and Restriction contain a PoS in	page=2 xpos=0 ypos=8 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	the parse tree of a user’s question. These variables	page=2 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	represent the topic of discussion, the type of the	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	expected answer, and information that restricts	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	the scope of the answer, respectively. These vari-	page=2 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ables take 46 possible values, e.g., NOUN , VERB	page=2 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower
I-Body	and NP , plus the category OTHER . For each ques-	page=2 xpos=0 ypos=9 left-column full-justified aligned-line longer-tail headchar-lower tailchar-hiphen column-bottom
I-Body	tion, the tagger selected the most specific PoS that	page=2 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	contains the portion of the question which best	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	matches each of these informational goals. For in-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	stance, given the question “What are the main tra-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ditional foods that Brazilians eat?”, the Topic is	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	NOUN (Brazilians), the Focus is ADJ +NOUN (tra-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ditional foods) and the restriction is ADJ (main).	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	As shown in this example, it was sometimes nec-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	essary to assign more than one PoS to these tar-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	get variables. At present, these composite assign-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ments are classified as the category OTHER .	page=2 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	LIST is a boolean variable which indicates	page=2 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	whether the user is looking for a single answer	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	( False ) or multiple answers ( True ).	page=2 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-SectionHeader	4 Predictive Model	page=2 xpos=5 ypos=2 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-line-space
B-Body	We built decision trees to infer high-level in-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	formational goals from the linguistic features	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	of users’ queries. One decision tree was con-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	structed for each goal: Information Need, Cov-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erage Asked, Coverage Would Give, Topic, Fo-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cus, Restriction and LIST. Our decision trees were	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	built using dprog (Wallace and Patrick, 1993)	page=2 xpos=5 ypos=4 right-column full-justified aligned-line year headchar-lower
I-Body	– a procedure based on the Minimum Message	page=2 xpos=5 ypos=4 right-column full-justified aligned-line
E-Body	Length principle (Wallace and Boulton, 1968).	page=2 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail year headchar-capital tailchar-period
B-Body	The decision trees described in this section are	page=2 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	those that yield the best predictive performance	page=2 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	(obtained from a training set comprised of “good”	page=2 xpos=5 ypos=5 right-column full-justified aligned-line
I-Body	queries, as described Section 5). The trees them-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	selves are too large to be included in this paper.	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	However, we describe the main attributes iden-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tified in each decision tree. Table 2 shows, for	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	each target variable, the size of the decision tree	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	(in number of nodes) and its maximum depth, the	page=2 xpos=5 ypos=6 right-column full-justified aligned-line
I-Body	attribute used for the first split, and the attributes	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	used for the second split. Table 1 shows examples	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	and descriptions of the attributes in Table 2. <sup>1</sup>	page=2 xpos=5 ypos=7 right-column right-indent font-largest aligned-line shorter-tail headchar-lower
B-Body	We note that the decision tree for Focus splits	page=2 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital
I-Body	first on the initial component of a question, e.g.,	page=2 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	“how ADJ”, “where” or “what”, and that one of	page=2 xpos=5 ypos=7 right-column full-justified aligned-line
I-Body	the second-split attributes is the PoS following the	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	initial component. These attributes were also used	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	to build the hand-crafted rules employed by the	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	QA systems described in Section 2, which con-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	centrate on determining the type of the expected	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>1</sup> The meaning of “Total PRONOUNS” is peculiar in	page=2 xpos=5 ypos=9 right-column left-indent indented-line line-double-space line-space headchar-super
I-Footnote	our context, because the NLPWin parser tags words such	page=2 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	as “what” and “who” as PRONOUNs. Also, the clue at-	page=2 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower tailchar-hiphen
I-Footnote	tributes, e.g., Comparison clues , represent groupings of dif-	page=2 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower tailchar-hiphen
I-Footnote	ferent clues that at design time where considered helpful in	page=2 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	identifying certain target variables.	page=2 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period page-bottom
B-Caption	Table 1: Attributes in the decision trees	page=3 xpos=3 ypos=0 single-column centered left-indent right-indent page-top string-table headchar-capital
Table	__Table 1__	page=3 xpos=0 ypos=0 single-column centered left-indent right-indent box hanged-line longer-tail table-area above-blank-line above-double-space above-line-space
B-Caption	Table 2: Summary of decision trees	page=3 xpos=3 ypos=3 single-column centered left-indent right-indent indented-line shorter-tail line-blank-line line-double-space line-space string-table headchar-capital above-line-space
Table	__Table 2__	page=3 xpos=-1 ypos=3 single-column full-justified box hanged-line longer-tail line-space table-area column-bottom above-blank-line above-double-space above-line-space
I-Body	answer (which is similar to our Focus). How-	page=3 xpos=0 ypos=6 left-column right-indent column-top line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	ever, our Focus decision tree includes additional	page=3 xpos=0 ypos=6 left-column right-indent aligned-line headchar-lower
I-Body	attributes in its second split (these attributes are	page=3 xpos=0 ypos=6 left-column right-indent aligned-line headchar-lower
I-Body	added by dprog because they improve predictive	page=3 xpos=0 ypos=7 left-column right-indent aligned-line headchar-lower
E-Body	performance on the training data).	page=3 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	5 Results	page=3 xpos=0 ypos=7 left-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Our report on the predictive performance of the	page=3 xpos=0 ypos=8 left-column right-indent aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	decision trees considers the effect of various train-	page=3 xpos=0 ypos=8 left-column right-indent aligned-line headchar-lower tailchar-hiphen
I-Body	ing and testing factors on predictive performance,	page=3 xpos=0 ypos=8 left-column right-indent aligned-line headchar-lower tailchar-comma
I-Body	and examines the relationships among the target	page=3 xpos=0 ypos=8 left-column right-indent aligned-line headchar-lower
E-Body	variables.	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.1 Training Factors	page=3 xpos=0 ypos=9 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	We examine how the quality of the training data	page=3 xpos=0 ypos=9 left-column right-indent aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	and the size of the training set affect predictive	page=3 xpos=0 ypos=9 left-column right-indent aligned-line headchar-lower
E-Body	performance.	page=3 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
B-Body	Quality of the data. In our context, the quality	page=3 xpos=5 ypos=6 right-column full-justified column-top headchar-capital
I-Body	of the training data is determined by the wording	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	of the queries and the output of the parser. For	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	each query, the tagger could indicate whether it	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	was a BAD QUERY or whether a WRONG PARSE	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	had been produced. A BAD QUERY is incoher-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ent or articulated in such a way that the parser	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	generates a WRONG PARSE , e.g., “When its hot it	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	expand?”. Figure 1 shows the predictive perfor-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mance of the decision trees built for two train-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing sets: All5145 and Good4617 . The first set	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	contains 5145 queries, while the second set con-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tains a subset of the first set comprised of “good”	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	queries only (i.e., bad queries and queries with	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	wrong parses were excluded). In both cases, the	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	same 1291 queries were used for testing. As a	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	baseline measure, we also show the predictive ac-	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen page-bottom
Figure	__Figure 1__	page=4 xpos=-1 ypos=-4 left-column centered left-over right-over box page-top figure-area above-line-space
B-Caption	Figure 1: Performance comparison: training with	page=4 xpos=0 ypos=0 left-column full-justified line-space string-figure headchar-capital
I-Caption	all queries versus training with good queries;	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-semicolon
E-Caption	prior probabilities included as baseline	page=4 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower above-double-space above-line-space
Table	__Table 3__	page=4 xpos=-1 ypos=1 left-column centered left-over right-over box longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 3: Four training and testing set sizes	page=4 xpos=0 ypos=2 left-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-double-space above-line-space
I-Body	curacy of using the maximum prior probability to	page=4 xpos=0 ypos=3 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-lower
I-Body	predict each target variable. These prior probabil-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ities were obtained from the training set All5145 .	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The Information Need with the highest prior prob-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ability is IDentification , the highest Coverage	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	Asked is Precise , while the highest Coverage	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	Would Give is Additional ; NOUN contains the	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	most common Topic; the most common Focus and	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	Restriction are NONE ; and LIST is almost always	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	False . As seen in Figure 1, the prior probabilities	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	yield a high predictive accuracy for Restriction	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	and LIST. However, for the other target variables,	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the performance obtained using decision trees is	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	substantially better than that obtained using prior	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	probabilities. Further, the predictive performance	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	obtained for the set Good4617 is only slightly bet-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ter than that obtained for the set All5145 . How-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ever, since the set of good queries is 10% smaller,	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	it is considered a better option.	page=4 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Size of the training set. The effect of the size	page=4 xpos=0 ypos=8 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	of the training set on predictive performance was	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	assessed by considering four sizes of training/test	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	sets: Small, Medium, Large, and X-Large. Ta-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ble 3 shows the number of training and test	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	queries for each set size for the “all queries” and	page=4 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
E-Body	the “good queries” training conditions.	page=4 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
Figure	__Figure 2__	page=4 xpos=5 ypos=-4 right-column right-indent box column-top figure-area above-line-space
B-Caption	Figure 2: Predictive performance for four training	page=4 xpos=5 ypos=0 right-column full-justified line-space string-figure headchar-capital
I-Caption	sets (1878, 2676, 3765 and 5145) averaged over 5	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
E-Caption	runs – All queries	page=4 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-Caption	Figure 3: Predictive performance for four training	page=4 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space string-figure headchar-capital
E-Caption	sets (1679, 2389, 3381 and 4617) – Good queries	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower above-double-space above-line-space
B-Body	The predictive performance for the all-queries	page=4 xpos=5 ypos=4 right-column left-indent indented-line line-double-space line-space headchar-capital
I-Body	and good-queries sets is shown in Figures 2 and 3	page=4 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	respectively. Figure 2 depicts the average of the	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	results obtained over five runs, while Figure 3	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	shows the results of a single run (similar results	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	were obtained from other runs performed with the	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	good-queries sets). As indicated by these results,	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	for both data sets there is a general improvement	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	in predictive performance as the size of the train-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ing set increases.	page=4 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.2 Testing Factors	page=4 xpos=5 ypos=7 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	We examine the effect of two factors on the pre-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	dictive performance of our models: (1) query	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	length (measured in number of words), and (2) in-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formation need (as recorded by the tagger). These	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	effects were studied with respect to the predic-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions generated by the decision trees obtained	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	from the set Good4617 , which had the best per-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	formance overall.	page=4 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period page-bottom
Figure	__Figure 4__	page=5 xpos=-1 ypos=-3 left-column right-indent box page-top figure-area above-double-space above-line-space
B-Caption	Figure 4: Query length distribution – Test set	page=5 xpos=0 ypos=0 left-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-figure headchar-capital above-double-space above-line-space
Figure	__Figure 5__	page=5 xpos=-1 ypos=0 left-column left-over box hanged-line longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 5: Predictive performance by query length	page=5 xpos=0 ypos=3 left-column full-justified line-double-space line-space string-figure headchar-capital
E-Caption	– Good queries	page=5 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail above-double-space above-line-space
B-Body	Query length. The queries were divided into	page=5 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	four length categories (measured in number of	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	words): length , length , length	page=5 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower
I-Body	and length. Figure 4 displays the distribu-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail headchar-lower tailchar-hiphen
I-Body	tion of queries in the test set according to these	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	length categories. According to this distribution,	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	over 90% of the queries have less than 11 words.	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The predictive performance of our decision trees	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Body	broken down by query length is shown in Fig-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ure 5. As shown in this chart, for all target vari-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ables there is a downward trend in predictive ac-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	curacy as query length increases. Still, for queries	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	of less than 11 words and all target variables ex-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cept Topic, the predictive accuracy remains over	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	74%. In contrast, the Topic predictions drop from	page=5 xpos=0 ypos=8 left-column full-justified aligned-line
I-Body	88% (for queries of less than 5 words) to 57%	page=5 xpos=0 ypos=8 left-column full-justified aligned-line
I-Body	(for queries of 8, 9 or 10 words). Further, the pre-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line tailchar-hiphen
I-Body	dictive accuracy for Information Need, Topic, Fo-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cus and Restriction drops substantially for queries	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	that have 11 words or more. This drop in predic-	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive performance may be explained by two fac-	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tors. For one, the majority of the training data	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
B-Caption	Figure 6: Information need distribution – Test set	page=5 xpos=5 ypos=0 right-column full-justified column-top string-figure headchar-capital above-double-space above-line-space
Figure	__Figure 7__	page=5 xpos=5 ypos=0 right-column centered left-over right-over box line-double-space line-space figure-area above-line-space
B-Caption	Figure 7: Predictive performance for five most	page=5 xpos=5 ypos=3 right-column full-justified line-space string-figure headchar-capital
E-Caption	frequent information needs – Good queries	page=5 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
I-Body	consists of shorter questions. Hence, the applica-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	bility of the inferred models to longer questions	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	may be limited. Also, longer questions may exac-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erbate errors associated with some of the indepen-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	dence assumptions implicit in our current model.	page=5 xpos=5 ypos=5 right-column right-indent aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-Body	Information need. Figure 6 displays the dis-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line line-double-space line-space headchar-capital tailchar-hiphen
I-Body	tribution of the queries in the test set ac-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cording to Information Need. The five	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	most common Information Need categories	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	are: IDentification, Attribute, Topic It-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	self, Intersection and Process , jointly ac-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	counting for over 94% of the queries. Figure 7	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	displays the predictive performance of our models	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	for these five categories. The best performance	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	is exhibited for the IDentification and Topic	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	Itself queries. In contrast, the lowest predictive	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital
I-Body	accuracy was obtained for the Information Need,	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	Topic and Restriction of Intersection queries.	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-capital tailchar-period
I-Body	This can be explained by the observation that In-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tersection queries tend to be the longest queries	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	(as seen above, predictive accuracy drops for long	page=5 xpos=5 ypos=9 right-column full-justified aligned-line page-bottom
Figure	__Figure 8__	page=6 xpos=-1 ypos=0 left-column left-over right-indent box page-top figure-area above-double-space above-line-space
B-Caption	Figure 8: Performance comparison for four pre-	page=6 xpos=0 ypos=2 left-column full-justified line-double-space line-space string-figure headchar-capital tailchar-hiphen
I-Caption	diction models: PerfectInformation, BestRe-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Caption	sults, PredictionOnly and Mixed ; prior prob-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Caption	abilities included as baseline	page=6 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
I-Body	queries). The relatively low predictive accuracy	page=6 xpos=0 ypos=3 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	obtained for both types of Coverage for Process	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	queries remains to be explained.	page=6 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.3 Relations between target variables	page=6 xpos=0 ypos=4 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	To determine whether the states of our target	page=6 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	variables affect each other, we built three pre-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	diction models, each of which includes six tar-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	get variables for predicting the remaining vari-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	able. For instance, Information Need, Coverage	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	Asked, Coverage Would Give, Focus, Restriction	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	and LIST are incorporated as data (in addition to	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	the observable variables) when training a model	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	that predicts Focus. Our three models are: Pre-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dictionOnly – which uses the predicted values	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
