Title	Extracting Paraphrases from a Parallel Corpus	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	a French source does not contain untranslated	page=2 xpos=5 ypos=0 right-column full-justified column-top itemization headchar-lower
I-Body	French fragments. In contrast, in our corpus	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-capital
I-Body	the same word is usually used in both transla-	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions, and only sometimes its paraphrases are	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	used, which means that word–paraphrase pairs	page=2 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	will have lower co-occurrence rates than word–	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	translation pairs in MT. For example, consider oc-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	currences of the word “boy” in two translations of	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	“Madame Bovary” — E. Marx-Aveling’s transla-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line tailchar-hiphen
I-Body	tion and Etext’s translation. The first text contains	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	55 occurrences of “boy”, which correspond to 38	page=2 xpos=5 ypos=2 right-column full-justified aligned-line numbered-heading1
I-Body	occurrences of “boy” and 17 occurrences of its	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	paraphrases (“son”, “young fellow” and “young-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ster”). This rules out using word translation meth-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ods based only on word co-occurrence counts.	page=2 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	On the other hand, the big advantage of our cor-	page=2 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	pus comes from the fact that parallel translations	page=2 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	share many words, which helps the matching pro-	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cess. We describe below a method of paraphrase	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	extraction, exploiting these features of our corpus.	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Preprocessing	page=2 xpos=5 ypos=4 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	During the preprocessing stage, we perform sen-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	tence alignment. Sentences which are translations	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	of the same source sentence contain a number of	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	identical words, which serve as a strong clue to	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the matching process. Alignment is performed	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	using dynamic programming (Gale and Church,	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	1991) with a weight function based on the num-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line year tailchar-hiphen
I-Body	ber of common words in a sentence pair. This	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	simple method achieves good results for our cor-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	pus, because 42% of the words in corresponding	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	sentences are identical words on average. Align-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment produces 44,562 pairs of sentences with	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	1,798,526 words. To evaluate the accuracy of	page=2 xpos=5 ypos=7 right-column full-justified aligned-line
I-Body	the alignment process, we analyzed 127 sentence	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	pairs from the algorithm’s output. 120(94.5%)	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	alignments were identified as correct alignments.	page=2 xpos=5 ypos=7 right-column centered right-indent aligned-line headchar-lower tailchar-period above-line-space
B-Body	We then use a part-of-speech tagger and chun-	page=2 xpos=5 ypos=7 right-column left-indent indented-line line-space headchar-capital tailchar-hiphen
I-Body	ker (Mikheev, 1997) to identify noun and verb	page=2 xpos=5 ypos=8 right-column full-justified hanged-line year headchar-lower
I-Body	phrases in the sentences. These phrases become	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the atomic units of the algorithm. We also record	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	for each token its derivational root, using the	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	CELEX(Baayen et al., 1993) database.	page=2 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail year headchar-capital tailchar-period above-double-space above-line-space
B-SectionHeader	5 Method for Paraphrase Extraction	page=2 xpos=5 ypos=9 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Given the aforementioned differences between	page=2 xpos=5 ypos=9 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	translations, our method builds on similarity in	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	the local context, rather than on global alignment.	page=3 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-period
E-Body	Consider the two sentences in Figure 2.	page=3 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
Figure	__Figure 2__	page=3 xpos=0 ypos=0 left-column centered left-indent right-indent box longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 2: Fragments of aligned sentences	page=3 xpos=0 ypos=1 left-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-figure headchar-capital above-double-space above-line-space
B-Body	Analyzing the contexts surrounding “ ? ”-	page=3 xpos=0 ypos=1 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	marked blanks in both sentences, one expects that	page=3 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower
I-Body	they should have the same meaning, because they	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	have the same premodifier “empty” and relate to	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the same preposition “in” (in fact, the first “ ? ”	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	stands for “sky”, and the second for “heavens”).	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Generalizing from this example, we hypothesize	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	that if the contexts surrounding two phrases look	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	similar enough, then these two phrases are likely	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	to be paraphrases. The definition of the context	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	depends on how similar the translations are. Once	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	we know which contexts are good paraphrase pre-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dictors, we can extract paraphrase patterns from	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	our corpus.	page=3 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Examples of such contexts are verb-object re-	page=3 xpos=0 ypos=4 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	lations and noun-modifier relations, which were	page=3 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower
I-Body	traditionally used in word similarity tasks from	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	non-parallel corpora (Pereira et al., 1993; Hatzi-	page=3 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	vassiloglou and McKeown, 1993). However, in	page=3 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-lower
I-Body	our case, more indirect relations can also be clues	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	for paraphrasing, because we know a priori that	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	input sentences convey the same information. For	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	example, in sentences from Figure 3, the verbs	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	“ringing” and “sounding” do not share identical	page=3 xpos=0 ypos=6 left-column full-justified aligned-line
I-Body	subject nouns, but the modifier of both subjects	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	“Evening” is identical. Can we conclude that	page=3 xpos=0 ypos=6 left-column full-justified aligned-line
I-Body	identical modifiers of the subject imply verb sim-	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ilarity? To address this question, we need a way	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	to identify contexts that are good predictors for	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	paraphrasing in a corpus.	page=3 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 3__	page=3 xpos=0 ypos=7 left-column centered left-indent right-indent box longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 3: Fragments of aligned sentences	page=3 xpos=0 ypos=8 left-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-figure headchar-capital above-double-space above-line-space
B-Body	To find “good” contexts, we can analyze all	page=3 xpos=0 ypos=8 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	contexts surrounding identical words in the pairs	page=3 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower
I-Body	of aligned sentences, and use these contexts to	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	learn new paraphrases. This provides a basis for	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	a bootstrapping mechanism. Starting with identi-	page=3 xpos=0 ypos=9 left-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	cal words in aligned sentences as a seed, we can	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	incrementally learn the “good” contexts, and in	page=3 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	turn use them to learn new paraphrases. Iden-	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tical words play two roles in this process: first,	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	they are used to learn context rules; second, iden-	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tical words are used in application of these rules,	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	because the rules contain information about the	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	equality of words in context.	page=3 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	This method of co-training has been previously	page=3 xpos=5 ypos=1 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	applied to a variety of natural language tasks,	page=3 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	such as word sense disambiguation (Yarowsky,	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	1995), lexicon construction for information ex-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line year tailchar-hiphen
I-Body	traction (Riloff and Jones, 1999), and named en-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	tity classification (Collins and Singer, 1999). In	page=3 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	our case, the co-training process creates a binary	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	classifier, which predicts whether a given pair of	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	phrases makes a paraphrase or not.	page=3 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Our model is based on the DLCoTrain algo-	page=3 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	rithm proposed by (Collins and Singer, 1999),	page=3 xpos=5 ypos=3 right-column full-justified hanged-line year headchar-lower tailchar-comma
I-Body	which applies a co-training procedure to decision	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	list classifiers for two independent sets of fea-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures. In our case, one set of features describes the	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	paraphrase pair itself, and another set of features	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	corresponds to contexts in which paraphrases oc-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cur. These features and their computation are de-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	scribed below.	page=3 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.1 Feature Extraction	page=3 xpos=5 ypos=5 right-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Our paraphrase features include lexical and syn-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	tactic descriptions of the paraphrase pair. The	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	lexical feature set consists of the sequence of to-	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	kens for each phrase in the paraphrase pair; the	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	syntactic feature set consists of a sequence of	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	part-of-speech tags where equal words and words	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	with the same root are marked. For example, the	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	vast chimney”, “the chimney”) is (“DT  JJ NN  ”,	page=3 xpos=5 ypos=6 right-column full-justified box aligned-line headchar-lower tailchar-comma
I-Body	value of the syntactic feature for the pair (“the	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	“DT  NN  ”), where indices indicate word equali-	page=3 xpos=5 ypos=7 right-column full-justified box aligned-line tailchar-hiphen
I-Body	ties. We believe that this feature can be useful for	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	two reasons: first, we expect that some syntac-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tic categories can not be paraphrased in another	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	syntactic category. For example, a determiner is	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	unlikely to be a paraphrase of a verb. Second,	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	this description is able to capture regularities in	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	phrase level paraphrasing. In fact, a similar rep-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	resentation was used by (Jacquemin et al., 1997)	page=3 xpos=5 ypos=9 right-column full-justified aligned-line year headchar-lower
E-Body	to describe term variations.	page=3 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The contextual feature is a combination of	page=3 xpos=5 ypos=9 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	the left and right syntactic contexts surrounding	page=3 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower
I-Body	actual known paraphrases. There are a num-	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen page-bottom
I-Body	ber of context representations that can be con-	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	sidered as possible candidates: lexical n-grams,	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	POS-ngrams and parse tree fragments. The nat-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ural choice is a parse tree; however, existing	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	parsers perform poorly in our domain <sup>3</sup> . Part-	page=4 xpos=0 ypos=0 left-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	of-speech tags provide the required level of ab-	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	straction, and can be accurately computed for our	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	part-of-speech tags of  words, occurring on the	page=4 xpos=0 ypos=1 left-column full-justified box aligned-line headchar-lower
I-Body	data. The left (right) context is a sequence of	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower above-blank-line above-double-space above-line-space
I-Body	left (right) of the paraphrase. As in the case	page=4 xpos=0 ypos=1 left-column full-justified aligned-line line-blank-line line-double-space line-space headchar-lower
I-Body	cal  <sub>,</sub> the words contextual are marked. feature For for example, the paraphrase when  pair	page=4 xpos=0 ypos=2 left-column full-justified box aligned-line headchar-lower
I-Body	of syntactic paraphrase features, tags of identi-	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen above-double-space above-line-space
I-Body	is left  =“VB  TO  ”, (“tried to”), left  =“VB 	page=4 xpos=0 ypos=2 left-column right-indent box aligned-line shorter-tail line-double-space line-space headchar-lower
I-Body	(“comfort”, “console”) from Figure 1 sentences	page=4 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail
I-Body	TO  ”, (“tried to”), right  =“PRP$  ,   ”, (“her,”)	page=4 xpos=0 ypos=2 left-column full-justified box aligned-line headchar-capital
I-Body	right context$  =“PRP$  ,   ”, (“her,”). In the next	page=4 xpos=0 ypos=3 left-column full-justified box aligned-line headchar-lower
I-Body	section, we describe how the classifiers for con-	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	textual and paraphrasing features are co-trained.	page=4 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.2 The co-training algorithm	page=4 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Our co-training algorithm has three stages: ini-	page=4 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	tialization, training of the contextual classifier and	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	training of the paraphrasing classifiers.	page=4 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Initialization Words which appear in both sen-	page=4 xpos=0 ypos=4 left-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	tences of an aligned pair are used to create the ini-	page=4 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	tial “seed” rules. Using identical words, we cre-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	as word  =tried, word  =tried. However, train-	page=4 xpos=0 ypos=5 left-column full-justified box aligned-line headchar-lower tailchar-hiphen
I-Body	ate a set of positive paraphrasing examples, such	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower above-blank-line above-double-space above-line-space
I-Body	ing of the classifier demands negative examples	page=4 xpos=0 ypos=6 left-column full-justified aligned-line line-blank-line line-double-space line-space headchar-lower
I-Body	as well; in our case it requires pairs of words	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	in aligned sentences which are not paraphrases	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	of each other. To find negative examples, we	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	match identical words in the alignment against	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	all different words in the aligned sentence, as-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	suming that identical words can match only each	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	other, and not any other word in the aligned sen-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tences. For example, “tried” from the first sen-	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tence in Figure 1 does not correspond to any other	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	word in the second sentence but “tried”. Based	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	amples such as word  =tried, word  =Emma and	page=4 xpos=0 ypos=8 left-column full-justified box aligned-line headchar-lower
I-Body	on this observation, we can derive negative ex-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	word  =tried, word  =console. Given a pair of	page=4 xpos=0 ypos=8 left-column full-justified box aligned-line headchar-lower
I-Body	identical words from two sentences of length 	page=4 xpos=0 ypos=8 left-column right-indent box aligned-line shorter-tail headchar-lower
I-Body	and , the algorithm produces one positive ex-	page=4 xpos=0 ypos=9 left-column full-justified aligned-line longer-tail headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	<sup>3</sup> To the best of our knowledge all existing statistical	page=4 xpos=0 ypos=9 left-column left-indent indented-line line-double-space line-space headchar-super
I-Footnote	parsers are trained on WSJ or similar type of corpora. In the	page=4 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	experiments we conducted, their performance significantly	page=4 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	degraded on our corpus — literary texts.	page=4 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
E-Body	ample and negative examples.	page=4 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-period above-line-space
B-Body	Training of the contextual classifier Using	page=4 xpos=5 ypos=0 right-column left-indent indented-line line-space headchar-capital
I-Body	this initial seed, we record contexts around pos-	page=4 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	itive and negative paraphrasing examples. From	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	all the extracted contexts we must identify the	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	ones which are strong predictors of their category.	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Following (Collins and Singer, 1999), filtering is	page=4 xpos=5 ypos=1 right-column full-justified aligned-line year headchar-capital
I-Body	quency. The strength of positive context  is de-	page=4 xpos=5 ypos=1 right-column full-justified box aligned-line headchar-lower tailchar-hiphen
I-Body	based on the strength of the context and its fre-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fined as  ! "#%$ ! " , where &'()* +,	page=4 xpos=5 ypos=1 right-column right-indent box aligned-line shorter-tail headchar-lower tailchar-comma
I-Body	is the number of times context  surrounds posi-	page=4 xpos=5 ypos=1 right-column full-justified box aligned-line longer-tail headchar-lower tailchar-hiphen
I-Body	tive examples (paraphrase pairs) and &'()* + is	page=4 xpos=5 ypos=2 right-column full-justified box aligned-line headchar-lower
I-Body	the frequency of the context  . Strength of the	page=4 xpos=5 ypos=2 right-column full-justified box aligned-line headchar-lower
I-Body	negative context is defined in a symmetrical man-	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	we select - rules ( -./0 in our experiments)	page=4 xpos=5 ypos=2 right-column full-justified box aligned-line headchar-lower
I-Body	ner. For the positive and the negative categories	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower above-blank-line above-double-space above-line-space
I-Body	with the highest frequency and strength higher	page=4 xpos=5 ypos=3 right-column full-justified aligned-line line-blank-line line-double-space line-space headchar-lower
I-Body	than the predefined threshold of 95%. Examples	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	of selected context rules are shown in Figure 4.	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The parameter of the contextual classifier is a	page=4 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	context length. In our experiments we found that	page=4 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower
I-Body	a maximal context length of three produces best	page=4 xpos=5 ypos=4 right-column full-justified aligned-line itemization headchar-lower
I-Body	results. We also observed that for some rules a	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	shorter context works better. Therefore, when	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	recording contexts around positive and negative	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	examples, we record all the contexts with length	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	smaller or equal to the maximal length.	page=4 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Because our corpus consists of translations of	page=4 xpos=5 ypos=5 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	several books, created by different translators,	page=4 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	we expect that the similarity between translations	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	varies from one book to another. This implies that	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	contextual rules should be specific to a particular	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	pair of translations. Therefore, we train the con-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	textual classifier for each pair of translations sep-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	arately.	page=4 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 4__	page=4 xpos=5 ypos=7 right-column centered left-indent right-indent box indented-line longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 4: Example of context rules extracted by	page=4 xpos=5 ypos=8 right-column full-justified hanged-line longer-tail line-double-space line-space string-figure headchar-capital
