B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital
I-Body	(intermediate) results can be combined, as illustrated in	page=2 xpos=5 ypos=1 right-column full-justified aligned-line
I-Body	Figure 2. More specifically, it is possible for one answer-	page=2 xpos=5 ypos=1 right-column full-justified aligned-line string-figure headchar-capital tailchar-hiphen
I-Body	ing agent to provide input to the other after the question	page=2 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	analysis, passage retrieval, and answer selection phases.	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	In PIQUANT, the knowledge based agent may accept in-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	put from the statistical agent after each of these three	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	phases. <sup>1</sup> The contributions from the statistical agent are	page=2 xpos=5 ypos=2 right-column full-justified font-largest aligned-line headchar-lower
I-Body	taken into consideration by the knowledge based answer-	page=2 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing agent in a phase-dependent fashion. The rest of this	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	section details our combination strategies for each phase.	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.1 Question-Level Combination	page=2 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	One of the key tasks of the question analysis component	page=2 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	is to determine the expected answer type, such as PERSON	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	for “Who discovered America?” and DATE for “When	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	did World War II end?” This information is taken into ac-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	count by most existing QA systems when ranking candi-	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	date answers, and can also be used in the passage retrieval	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	process to increase the precision of candidate passages.	page=2 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We seek to improve the knowledge-based agent’s	page=2 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	performance in passage retrieval and answer selection	page=2 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	through better answer type identification by consulting	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the statistical agent’s expected answer type. This task,	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	however, is complicated by the fact that QA systems em-	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ploy different sets of answer types, often with different	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	granularities and/or with overlapping types. For instance,	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	while one system may generate ROYALTY for the ques-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion “Who was the King of France in 1702?”, another	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	system may produce PERSON as the most specific an-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swer type in its repertoire. This is quite a serious problem	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	for us as the knowledge based agent uses over 80 answer	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	types while the statistical agent adopts only 31 categories.	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
B-Body	In order to distinguish actual answer type discrepan-	page=2 xpos=5 ypos=7 right-column left-indent indented-line headchar-capital tailchar-hiphen
I-Body	cies from those due to granularity differences, we first	page=2 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	manually created a mapping between the two sets of an-	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swer types. This mapping specifies, for each answer type	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	used by the statistical agent, a set of possible correspond-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing types used by the knowledge-based agent. For exam-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ple, the GEOLOGICALOBJ class is mapped to a set of finer	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	grained classes: RIVER , MOUNTAIN , LAKE , and OCEAN .	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	At processing time, the statistical agent’s answer type	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-capital
I-Body	is mapped to the knowledge-based agent’s classes (SA-	page=2 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	<sup>1</sup> Although it is possible for the statistical agent to receive	page=2 xpos=5 ypos=9 right-column left-indent font-largest indented-line line-double-space line-space headchar-super
I-Footnote	input from the knowledge based agent as well, we have not pur-	page=2 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-lower tailchar-hiphen
I-Footnote	sued that option because of implementation issues.	page=2 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period page-bottom
Figure	__Figure 2__	page=3 xpos=0 ypos=-4 single-column centered left-indent right-indent box page-top figure-area above-blank-line above-double-space above-line-space
B-Caption	Figure 2: Answer Resolution Strategies	page=3 xpos=3 ypos=0 single-column centered left-indent right-indent indented-line shorter-tail line-blank-line line-double-space line-space string-figure headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Body	types), which are then merged with the answer type(s) se-	page=3 xpos=0 ypos=0 left-column full-justified column-top line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	lected by the knowledge-based agent itself (KBA-types)	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	as follows:	page=3 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Listitem	1. If the intersection of KBA-types and SA-types is	page=3 xpos=0 ypos=1 left-column left-indent indented-line longer-tail line-double-space line-space itemization
I-Listitem	non-null, i.e., the two agents produced consistent an-	page=3 xpos=0 ypos=1 left-column left-indent indented-line headchar-lower tailchar-hiphen
I-Listitem	swer types, then the merged set is KBA-types.	page=3 xpos=0 ypos=2 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Listitem	2. Otherwise, the two sets of answer types are truly	page=3 xpos=0 ypos=2 left-column left-indent hanged-line longer-tail line-double-space line-space itemization
I-Listitem	in disagreement, and the merged set is the union of	page=3 xpos=0 ypos=2 left-column left-indent indented-line headchar-lower
I-Listitem	KBA-types and SA-types.	page=3 xpos=0 ypos=3 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Body	The merged answer types are then used by the	page=3 xpos=0 ypos=3 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
E-Body	knowledge-based agent in further processing.	page=3 xpos=0 ypos=3 left-column right-indent hanged-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.2 Passage-Level Combination	page=3 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	The passage retrieval component selects, from a large text	page=3 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	corpus, a small number of short passages from which an-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swers are identified. Oftentimes, multiple passages that	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	answer a question are retrieved. Some of these passages	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	may be better suited than others for the answer selection	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	algorithm employed downstream. For example, consider	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	“When was Benjamin Disraeli prime minister?”, whose	page=3 xpos=0 ypos=6 left-column full-justified aligned-line
I-Body	answer can be found in both passages below:	page=3 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Listitem	1. Benjamin Disraeli, who had become prime minister	page=3 xpos=0 ypos=6 left-column left-indent indented-line longer-tail line-double-space line-space itemization
I-Listitem	in 1868, was born into Judaism but was baptized a	page=3 xpos=0 ypos=7 left-column left-indent indented-line headchar-lower
I-Listitem	Christian at the age of 12.	page=3 xpos=0 ypos=7 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Listitem	2. France had a Jewish prime minister in 1936, Eng-	page=3 xpos=0 ypos=7 left-column left-indent hanged-line longer-tail line-double-space line-space itemization year tailchar-hiphen
I-Listitem	land in 1868, and Spain, of all countries, in 1835,	page=3 xpos=0 ypos=8 left-column left-indent indented-line headchar-lower tailchar-comma
I-Listitem	but none of them, Leon Blum, Benjamin Disraeli or	page=3 xpos=0 ypos=8 left-column left-indent aligned-line headchar-lower
I-Listitem	Juan Alvarez Mendizabel, were devoutly observant,	page=3 xpos=0 ypos=8 left-column left-indent aligned-line headchar-capital tailchar-comma
I-Listitem	as Lieberman is.	page=3 xpos=0 ypos=8 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Although the correct answer, 1868, is present in both	page=3 xpos=0 ypos=9 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	passages, it is substantially easier to identify the answer	page=3 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower
I-Body	from the first passage, where it is directly stated, than	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	from the second passage, where recognition of parallel	page=3 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
E-Body	constructs is needed to identify the correct answer.	page=3 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Because of strategic differences in question analysis	page=3 xpos=5 ypos=1 right-column left-indent indented-line longer-tail headchar-capital
I-Body	and passage retrieval, our two answering agents often re-	page=3 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	trieve different passages for the same question. Thus, we	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	perform passage-level combination to make a wider va-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	riety of passages available to the answer selection com-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ponent, as shown in Figure 2. The potential advantages	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	are threefold. First, passages from agent 2 may contain	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	answers absent in passages retrieved by agent 1. Sec-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ond, agent 2 may have retrieved passages better suited for	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	the downstream answer selection algorithm than those re-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	trieved by agent 1. Third, passages from agent 2 may con-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tain additional occurrences of the correct answer, which	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	boosts the system’s confidence in the answer through the	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	redundancy measure. <sup>2</sup>	page=3 xpos=5 ypos=4 right-column right-indent font-largest aligned-line shorter-tail headchar-lower
B-Body	Our passage-level combination algorithm adds to the	page=3 xpos=5 ypos=4 right-column left-indent indented-line longer-tail headchar-capital
I-Body	passages extracted by the knowledge-based agent the top-	page=3 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ranked passages from the statistical agent that contain	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	candidate answers of the right type. More specifically,	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the statistical agent’s passages are semantically annotated	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	and the top 10 passages containing at least one candidate	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	of the expected answer type(s) are selected. <sup>3</sup>	page=3 xpos=5 ypos=6 right-column right-indent font-largest aligned-line shorter-tail headchar-lower above-double-space above-line-space
B-SubsectionHeader	4.3 Answer-Level Combination	page=3 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	The answer selection component identifies, from a set	page=3 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	of passages, the top n answers for the given question,	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	with their associated confidence scores. An answer-level	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	combination algorithm takes the top answer(s) from the	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	individual answering agents and determines the overall	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	best answer(s). Of our three combination algorithms, this	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	most closely resembles traditional ensemble methods, as	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	voting takes place among the end results of individual an-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	<sup>2</sup> On the other hand, such redundancy may result in error	page=3 xpos=5 ypos=9 right-column left-indent font-largest indented-line line-double-space line-space headchar-super
I-Footnote	compounding, as discussed in Section 5.3.	page=3 xpos=5 ypos=9 right-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period
B-Footnote	<sup>3</sup> We selected the top 10 passages so that the same number	page=3 xpos=5 ypos=9 right-column left-indent font-largest indented-line longer-tail headchar-super
I-Footnote	of passages are considered from both answering agents.	page=3 xpos=5 ypos=9 right-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period page-bottom
I-Body	swering agents to determine the final output of the ensem-	page=4 xpos=0 ypos=0 left-column left-over page-top headchar-lower tailchar-hiphen
E-Body	ble.	page=4 xpos=0 ypos=0 left-column left-over right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We developed two answer-level combination algo-	page=4 xpos=0 ypos=0 left-column full-justified indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	rithms, both utilizing a simple confidence-based voting	page=4 xpos=0 ypos=0 left-column left-over hanged-line headchar-lower
I-Body	mechanism, based on the premise that answers selected	page=4 xpos=0 ypos=0 left-column left-over aligned-line headchar-lower
I-Body	by both agents with high confidence are more likely to	page=4 xpos=0 ypos=0 left-column left-over aligned-line headchar-lower
I-Body	be correct than those identified by only one agent. <sup>4</sup> In	page=4 xpos=0 ypos=1 left-column left-over font-largest aligned-line headchar-lower
I-Body	both algorithms, named entity normalization is first per-	page=4 xpos=0 ypos=1 left-column left-over aligned-line headchar-lower tailchar-hiphen
I-Body	formed on all candidate answers considered. In the first	page=4 xpos=0 ypos=1 left-column left-over aligned-line headchar-lower
I-Body	algorithm, only the top answer from each agent is taken	page=4 xpos=0 ypos=1 left-column left-over aligned-line headchar-lower
I-Body	into account. If the two top answers are equivalent, the	page=4 xpos=0 ypos=1 left-column left-over aligned-line headchar-lower
I-Body	answer is selected with the combined confidence from	page=4 xpos=0 ypos=2 left-column left-over aligned-line headchar-lower
I-Body	both agents; otherwise, the more confident answer is se-	page=4 xpos=0 ypos=2 left-column left-over aligned-line headchar-lower tailchar-hiphen
I-Body	lected. <sup>5</sup> In the second algorithm, the top 5 answers from	page=4 xpos=0 ypos=2 left-column left-over font-largest aligned-line headchar-lower
I-Body	each agent are allowed to participate in the voting pro-	page=4 xpos=0 ypos=2 left-column left-over aligned-line headchar-lower tailchar-hiphen
I-Body	cess. Each instance of an answer votes with a weight	page=4 xpos=0 ypos=2 left-column left-over aligned-line headchar-lower
I-Body	equal to its confidence value and the weights of equiv-	page=4 xpos=0 ypos=2 left-column left-over aligned-line headchar-lower tailchar-hiphen
I-Body	alent answers are again summed. The answer with the	page=4 xpos=0 ypos=3 left-column left-over aligned-line headchar-lower
I-Body	highest weight, or confidence value, is selected as the	page=4 xpos=0 ypos=3 left-column left-over aligned-line headchar-lower
I-Body	system’s final answer. Since in our evaluation, the second	page=4 xpos=0 ypos=3 left-column left-over aligned-line headchar-lower
I-Body	algorithm uniformly outperforms the first, it is adopted as	page=4 xpos=0 ypos=3 left-column left-over aligned-line headchar-lower
I-Body	our answer-level combination algorithm in the rest of the	page=4 xpos=0 ypos=3 left-column left-over aligned-line headchar-lower
E-Body	paper.	page=4 xpos=0 ypos=4 left-column left-over right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	5 Performance Evaluation	page=4 xpos=0 ypos=4 left-column left-over right-indent font-largest aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-SubsectionHeader	5.1 Experimental Setup	page=4 xpos=0 ypos=4 left-column left-over right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	To assess the effectiveness of our multi-level answer res-	page=4 xpos=0 ypos=5 left-column left-over aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	olution algorithm, we devised experiments to evaluate the	page=4 xpos=0 ypos=5 left-column left-over aligned-line headchar-lower
I-Body	impact of the question, passage, and answer-level combi-	page=4 xpos=0 ypos=5 left-column left-over aligned-line headchar-lower tailchar-hiphen
E-Body	nation algorithms described in the previous section.	page=4 xpos=0 ypos=5 left-column left-over right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The baseline systems are the knowledge-based and sta-	page=4 xpos=0 ypos=5 left-column full-justified indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	tistical agents performing individually against a single	page=4 xpos=0 ypos=5 left-column left-over hanged-line headchar-lower
I-Body	reference corpus. In addition, our earlier experiments	page=4 xpos=0 ypos=6 left-column left-over aligned-line headchar-lower
I-Body	showed that when employing a single answer finding	page=4 xpos=0 ypos=6 left-column left-over aligned-line headchar-lower
I-Body	strategy, consulting multiple text corpora yielded better	page=4 xpos=0 ypos=6 left-column left-over aligned-line headchar-lower
I-Body	performance than using a single corpus. We thus con-	page=4 xpos=0 ypos=6 left-column left-over aligned-line headchar-lower tailchar-hiphen
I-Body	figured a version of our knowledge-based agent to make	page=4 xpos=0 ypos=6 left-column left-over aligned-line headchar-lower
I-Body	use of three available text corpora, <sup>6</sup> the AQUAINT cor-	page=4 xpos=0 ypos=7 left-column left-over font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	pus (news articles from 1998-2000), the TREC corpus	page=4 xpos=0 ypos=7 left-column left-over aligned-line year headchar-lower
I-Body	(news articles from 1988-1994), <sup>7</sup> and a subset of the En-	page=4 xpos=0 ypos=7 left-column left-over font-largest aligned-line year tailchar-hiphen
I-Body	cyclopedia Britannica. This multi-source version of the	page=4 xpos=0 ypos=7 left-column left-over aligned-line headchar-lower
I-Body	knowledge-based agent will be used in all answer resolu-	page=4 xpos=0 ypos=7 left-column left-over aligned-line headchar-lower tailchar-hiphen
E-Body	tion experiments in conjunction with the statistical agent.	page=4 xpos=0 ypos=8 left-column left-over aligned-line headchar-lower tailchar-period above-line-space
B-Body	We configured multiple versions of PIQUANT to eval-	page=4 xpos=0 ypos=8 left-column full-justified indented-line line-space headchar-capital tailchar-hiphen
I-Body	uate our question, passage, and answer-level combination	page=4 xpos=0 ypos=8 left-column left-over hanged-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>4</sup> In future work we will be investigating weighted voting	page=4 xpos=0 ypos=8 left-column left-indent font-largest indented-line line-double-space line-space headchar-super
I-Footnote	schemes based on question features.	page=4 xpos=0 ypos=8 left-column left-over right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period
B-Footnote	<sup>5</sup> The confidence values from both answering agents are nor-	page=4 xpos=0 ypos=9 left-column left-indent font-largest indented-line longer-tail headchar-super tailchar-hiphen
I-Footnote	malized to be between 0 and 1.	page=4 xpos=0 ypos=9 left-column left-over right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period
B-Footnote	<sup>6</sup> The statistical agent is currently unable to consult multiple	page=4 xpos=0 ypos=9 left-column left-indent font-largest indented-line longer-tail headchar-super
I-Footnote	corpora.	page=4 xpos=0 ypos=9 left-column left-over right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period
B-Footnote	<sup>7</sup> Both the AQUAINT and TREC corpora are available from	page=4 xpos=0 ypos=9 left-column left-indent font-largest indented-line longer-tail headchar-super
I-Footnote	the Linguistics Data Consortium, http://www.ldc.org.	page=4 xpos=0 ypos=9 left-column left-over right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period column-bottom
I-Body	algorithms individually and cumulatively. For cumula-	page=4 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	tive effects, we 1) combined the algorithms pair-wise,	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and 2) employed all three algorithms together. The two	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	test sets were selected from the TREC 10 and 11 QA	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	track questions (Voorhees, 2002; Voorhees, 2003). For	page=4 xpos=5 ypos=0 right-column full-justified aligned-line year headchar-lower
I-Body	both test sets, we eliminated those questions that did not	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	have known answers in the reference corpus. Further-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	more, from the TREC 10 test set, we discarded all defini-	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion questions, <sup>8</sup> since the knowledge-based agent adopts	page=4 xpos=5 ypos=1 right-column full-justified font-largest aligned-line headchar-lower
I-Body	a specialized strategy for handling definition questions	page=4 xpos=5 ypos=1 right-column full-justified aligned-line itemization headchar-lower
I-Body	which greatly reduces potential contributions from other	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	answering agents. This results in a TREC 10 test set of	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	313 questions and a TREC 11 test set of 453 questions.	page=4 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.2 Experimental Results	page=4 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	We ran each of the baseline and combined systems on the	page=4 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	two test sets. For each run, the system outputs its top	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	answer and its confidence score for each question. All	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	answers for a run are then sorted in descending order of	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	the confidence scores. Two established TREC QA eval-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	uation metrics are adopted to assess the results for each	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	run as follows:	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Listitem	1. % Correct: Percentage of correct answers.	page=4 xpos=5 ypos=4 right-column left-indent right-indent indented-line longer-tail line-double-space line-space itemization tailchar-period above-double-space above-line-space
B-Listitem	2. Average Precision: A confidence-weighted score	page=4 xpos=5 ypos=4 right-column left-indent aligned-line longer-tail line-double-space line-space itemization
I-Listitem	that rewards systems with high confidence in cor-	page=4 xpos=5 ypos=4 right-column left-indent indented-line headchar-lower tailchar-hiphen
I-Listitem	rect answers as follows, where N is the number of	page=4 xpos=5 ypos=4 right-column left-indent aligned-line headchar-lower
I-Listitem	questions:	page=4 xpos=5 ypos=5 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	1 <sub>X</sub> <sup>N</sup> <sub>#</sub> correct up to question i/i	page=4 xpos=6 ypos=5 right-column left-indent right-indent font-largest indented-line longer-tail line-double-space line-space numbered-heading1
I-Equation	N <sub>i=1</sub>	page=4 xpos=6 ypos=5 right-column left-indent right-indent font-largest shorter-tail headchar-capital above-double-space above-line-space
B-Body	Table 1 shows our experimental results. The top sec-	page=4 xpos=5 ypos=6 right-column left-indent hanged-line longer-tail line-double-space line-space string-table headchar-capital tailchar-hiphen
I-Body	tion shows the comparable baseline results from the sta-	page=4 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	tistical agent (SA-SS) and the single-source knowledge-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	based agent (KBA-SS). It also includes results for the	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	multi-source knowledge-based agent (KBA-MS), which	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	improve upon those for its single-source counterpart	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	(KBA-SS).	page=4 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail tailchar-period
B-Body	The middle section of the table shows the answer	page=4 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital
I-Body	resolution results, including applying the question, pas-	page=4 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	sage, and answer-level combination algorithms individu-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ally (Q, P, and A, respectively), applying them pair-wise	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	(Q+P, P+A, and Q+A), and employing all three algo-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line tailchar-hiphen
I-Body	rithms (Q+P+A). Finally, the last row of the table shows	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the relative improvement by comparing the best perform-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing system configuration (highlighted in boldface) with	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the better performing single-source, single-strategy base-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	line system (SA-SS or KBA-SS, in italics).	page=4 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
