Title	Detection of Question-Answer Pairs in Email Conversations	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital column-bottom above-double-space above-line-space
I-Body	obtained from the training data by following the	page=2 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	same procedure that (Zechner and Lavie, 2001)	page=2 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
E-Body	used.	page=2 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We then used Ripper (Cohen, 1996) to learn	page=2 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-space year headchar-capital
I-Body	rules for question detection. Like many learning	page=2 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	programs, Ripper takes as input the classes to be	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	learned, a set of feature names and possible values,	page=2 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and training data specifying the class and feature	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	values for each training example. In our case, the	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	training examples are the speech acts extracted from	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the SWITCHBOARD corpus as described above.	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Ripper outputs a classification model for predicting	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital
I-Body	the class (i.e., whether a speech act is a question	page=2 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	or not) of future examples; the model is expressed	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	as an ordered set of if-then rules. For testing, we	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	manually extracted 300 questions in interrogative	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	form and 300 statements in declarative form from	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the ACM corpus. <sup>2</sup> We show our test results with re-	page=2 xpos=5 ypos=5 right-column full-justified font-larger aligned-line headchar-lower tailchar-hiphen
I-Body	call, precision and F <sub>1</sub> -score <sup>3</sup> in Table 1 on the first	page=2 xpos=5 ypos=6 right-column full-justified font-largest aligned-line headchar-lower
E-Body	column.	page=2 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	While the test results show that the precision was	page=2 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	very good, the recall score could be further im-	page=2 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	proved. Upon further investigation on why the re-	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	call was so low, we found that unlike the positive	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	examples we used in our training data, most of the	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	questions in the test data that were missed by the	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	rules learned by Ripper started with a declarative	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	phrase. For example, both “I know its on 108th, but	page=2 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	after that not sure, how exactly do we get there?”,	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and “By the way, are we shutting down clic?” be-	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gin with declarative phrases and were missed by the	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	Ripper learned rules. Following this observation,	page=2 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital tailchar-comma above-double-space above-line-space
B-Footnote	<sup>2</sup> More information on the ACM corpus will be provided in	page=2 xpos=5 ypos=9 right-column left-indent font-smallest indented-line line-double-space line-space headchar-super
I-Footnote	Section 4.1. At the time of the development of the question	page=2 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-capital
I-Footnote	detection module the annotations were not available to us, so	page=2 xpos=5 ypos=9 right-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	we had to manually extract the required test speech acts.	page=2 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Footnote	3 F 1 -score = <sub>P</sub> 2P +R R , where P=Precision and R=Recall	page=2 xpos=5 ypos=9 right-column left-indent right-indent font-larger indented-line numbered-heading1 page-bottom
I-Body	we manually updated our question detection mod-	page=3 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	ule to break a speech act that was not initially pre-	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dicted as question into phrases separated by comma	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	characters. Then we applied the rules on the first	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	phrase of the speech act and if that failed on the last	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	phrase. For example, the rules would fail on the	page=3 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	phrase “I know its on 108th”, but would be able to	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	classify the phrase “how exactly do we get there”	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	as a question. In doing this we were able to increase	page=3 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	the recall score to 0.72, leading to a F <sub>1</sub> -score of 0.82	page=3 xpos=0 ypos=1 left-column full-justified font-largest aligned-line headchar-lower
E-Body	as shown in Table 1 in the second column.	page=3 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Automatic Answer Detection	page=3 xpos=0 ypos=2 left-column right-indent font-largest aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	While the automatic detection of questions in email	page=3 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	messages is relatively easier than the detection of	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the same in speech conversations, the asynchronous	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	nature of email conversations makes detection and	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	pairing of question and answer pairs a more diffi-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cult task. Whereas in speech a set of heuristics can	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	be used to identify answers as shown by (Zechner	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	and Lavie, 2001), such heuristics cannot be readily	page=3 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower
I-Body	applied to the task of question and answer pairing in	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	email conversations. First, more than one topic can	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	be discussed in parallel in an email thread, which	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	implies that questions relating to more than a single	page=3 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	topic can be pursued in parallel. Second, even when	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	an email thread starts with the discussion of a single	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	topic, the thread may eventually be used to initiate a	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	different topic just because the previous topic’s list	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	of recipients closely matched those required for the	page=3 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	newly initiated topic. Third, because of the use of	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	“Reply” and “ReplyAll” functions in email clients,	page=3 xpos=0 ypos=6 left-column full-justified aligned-line tailchar-comma
I-Body	a user may be responding to an issue posed earlier	page=3 xpos=0 ypos=6 left-column full-justified aligned-line itemization headchar-lower
I-Body	in the thread while using one of the email messages	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	subsequent to the message posing the issue to “reply	page=3 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	back” to that issue. So, while it may seem from the	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	structure of the email thread that a person is reply-	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing back to a certain email, the person may actually	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	be replying back to an email earlier in the thread.	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	This implies that when several persons answer a	page=3 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital
I-Body	question, there may be answers which appear sev-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	eral emails after the email posing the question. Fi-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nally, the fact that the question and its correspond-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing answers may have few words in common fur-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ther complicates answer detection. This is possible	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	when a person uses the context of the email conver-	page=3 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sation to ask questions and make answers, and the	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	semantics of such questions and answers have to be	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	interpreted with respect to the context they appear	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	in. Such context is readily available for a reader	page=3 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	through the use of quoted material from past email	page=3 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	messages. All of these make the task of detecting	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	and linking question and answer pairs in email con-	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	versations a complicated task. However, this task	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	is not as complicated a task as automatic question	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	answering where the search space for candidate an-	page=3 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swers is much wider and more sophisticated mea-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sures than those based on lexical similarity have to	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	be employed.	page=3 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Our approach to automatic answer detection in	page=3 xpos=5 ypos=1 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	email conversations is based on the observation that	page=3 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower
I-Body	while a number of issues may be pursued in paral-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lel, users tend to use separate paragraphs to address	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	separate issues in the same email message. While	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	a more complicated approach to segmentation of	page=3 xpos=5 ypos=2 right-column full-justified aligned-line itemization headchar-lower
I-Body	email messages could be possible, we have used this	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	basic observation to delineate discourse segments in	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	email messages. Further, because discourse seg-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ments contain more lexical context than their in-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dividual sentences, our approach detects associa-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions between pairs of discourse segments rather	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	than pairs of sentences.	page=3 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We now present our machine learning approach	page=3 xpos=5 ypos=4 right-column left-indent indented-line longer-tail line-space headchar-capital
E-Body	to automatic detection of question and answer pairs.	page=3 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.1 Corpus	page=3 xpos=5 ypos=4 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Our corpus consists of approximately 300 threads of	page=3 xpos=5 ypos=5 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	about 1000 individual email messages sent during	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	one academic year among the members of the board	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	of the student organization of the ACM at Columbia	page=3 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	University. The emails dealt mainly with planning	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
I-Body	events of various types, though other issues were	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	also addressed. On average, each thread contained	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	3.25 email messages, with all threads containing at	page=3 xpos=5 ypos=6 right-column full-justified aligned-line numbered-heading2
I-Body	least two messages, and the longest thread contain-	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing 18 messages. Threads were constructed from	page=3 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	the individual email messages using the “In-Reply-	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	To” header information to link parent and child	page=3 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
E-Body	email messages.	page=3 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Two annotators (DB and GR) each were asked	page=3 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	to highlight and link question and answer pairs in	page=3 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	the corpus. Our work presented here is based on	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the work these annotators had completed at the time	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	of this writing. GR has completed work on 200	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	threads of which there are 81 QA threads (threads	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	with question and answer pairs), 98 question seg-	page=3 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ments, and 142 question and answer pairs. DB has	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	completed work on 138 threads of which there are	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	62 QA threads, 72 question segments, and 92 ques-	page=3 xpos=5 ypos=9 right-column full-justified aligned-line numbered-heading1 tailchar-hiphen
I-Body	tion and answer pairs. We consider a segment to	page=3 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	be a question segment if a sentence in that segment	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	has been highlighted as a question. Similarly, we	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	consider a segment to be an answer segment if a	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	sentence in that segment has been paired with a	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	question to form a question and answer pair. The	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	kappa statistic (Carletta, 1996) for identifying ques-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	tion segments is 0.68, and for linking question and	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	answer segments given a question segment is 0.81.	page=4 xpos=0 ypos=1 left-column right-indent aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.2 Features	page=4 xpos=0 ypos=1 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	For each question segment in an email message,	page=4 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-comma
I-Body	we make a list of candidate answer segments.	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	This is basically just a list of original (content	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	that is not quoted from past emails) <sup>4</sup> segments in	page=4 xpos=0 ypos=2 left-column full-justified font-larger aligned-line headchar-lower
I-Body	all the messages in the thread subsequent to the	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	message of the question segment. Let the thread in	page=4 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	consideration be called t, the container message of	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	the question segment be called mq, the container	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	message of the candidate answer segment be called	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	ma, the question segment be called q, and the	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	candidate answer segment be called a. For each	page=4 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	question and candidate answer pair, we compute	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	the following sets of features:	page=4 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-blank-line above-double-space above-line-space
B-SubsubsectionHeader	4.2.1 Some Standard Features	page=4 xpos=0 ypos=4 left-column right-indent font-larger aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading3 above-line-space
B-Listitem	(a) number of non stop words in segment q and seg-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-space itemization tailchar-hiphen
I-Listitem	ment a;	page=4 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon
B-Listitem	(b) cosine similarity <sup>5</sup> and euclidean distance 6 be-	page=4 xpos=0 ypos=5 left-column full-justified font-larger aligned-line longer-tail itemization tailchar-hiphen
I-Listitem	tween segment q and a;	page=4 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon above-double-space above-line-space
B-SubsubsectionHeader	4.2.2 Features derived from the structure of	page=4 xpos=0 ypos=5 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading3
I-SubsubsectionHeader	the thread t	page=4 xpos=0 ypos=6 left-column left-indent right-indent font-larger indented-line shorter-tail headchar-lower above-line-space
B-Listitem	(c) the number of intermediate messages between	page=4 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-space itemization
I-Listitem	mq and ma in t;	page=4 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon
B-Listitem	(d) the ratio of the number of messages in t sent ear-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail itemization tailchar-hiphen above-double-space above-line-space
B-Footnote	<sup>4</sup> While people do use quoted material to respond to specific	page=4 xpos=0 ypos=7 left-column left-indent font-smallest indented-line line-double-space line-space headchar-super
I-Footnote	segments of past emails, a phenomenon more common is dis-	page=4 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line headchar-lower tailchar-hiphen
I-Footnote	cussion lists, because the occurrence of such is rare in the ACM	page=4 xpos=0 ypos=7 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	corpus we decided not to use them as a feature.	page=4 xpos=0 ypos=7 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Footnote	5	page=4 xpos=0 ypos=7 left-column left-indent right-indent font-smallest indented-line shorter-tail numeric-only above-double-space above-line-space
I-Footnote	P N i=1 (c x i ∗ c y i )	page=4 xpos=2 ypos=7 left-column left-indent right-indent font-largest indented-line longer-tail line-double-space line-space headchar-capital
I-Footnote	cosine sim(x, y) = qP N j=1 c 2 x j ∗ P N j=1 c x 2 j	page=4 xpos=0 ypos=8 left-column left-indent right-indent font-largest hanged-line longer-tail headchar-lower
I-Footnote	where c <sub>x</sub> i is the count of word i in segment x, and c y i is the	page=4 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail headchar-lower
I-Footnote	count of word i in segment y.	page=4 xpos=0 ypos=8 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Footnote	6	page=4 xpos=0 ypos=8 left-column left-indent right-indent font-smallest indented-line shorter-tail numeric-only
I-Footnote	v N 2 2	page=4 xpos=2 ypos=9 left-column left-indent right-indent font-largest indented-line longer-tail itemization headchar-lower
I-Footnote	euclidean dis(x, y) = t u u X i=1 (c x i − c y i )	page=4 xpos=0 ypos=9 left-column centered left-indent right-indent box hanged-line longer-tail headchar-lower
I-Footnote	where c <sub>x</sub> i is the count of word i in segment x, and c <sub>y</sub> i is the	page=4 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line longer-tail headchar-lower
I-Footnote	count of word i in segment y.	page=4 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
I-Listitem	lier than mq and all the messages in t, and similarly	page=4 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Listitem	for ma;	page=4 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon
B-Listitem	(e) whether a is the first segment in the list of candi-	page=4 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail itemization tailchar-hiphen
I-Listitem	date answer segments of q (this is true if a segment	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Listitem	is the first segment in the first message sent in reply	page=4 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Listitem	to mq);	page=4 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon above-double-space above-line-space
B-SubsubsectionHeader	4.2.3 Features based on the other candidate	page=4 xpos=5 ypos=1 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading3
I-SubsubsectionHeader	answer segments of q	page=4 xpos=5 ypos=1 right-column left-indent right-indent font-larger indented-line shorter-tail headchar-lower above-line-space
B-Listitem	(f) number of candidate answer segments of q and	page=4 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-space itemization
I-Listitem	the number of candidate answer segments of q after	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Listitem	a (a segment x is considered to be after another seg-	page=4 xpos=5 ypos=2 right-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Listitem	ment y if x is from a message sent later than that of	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Listitem	y, or if x appears after y in the same message);	page=4 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-semicolon
B-Listitem	(g) the ratio of the number of candidate answer seg-	page=4 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail itemization tailchar-hiphen
I-Listitem	ments before a and the number of all candidate an-	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Listitem	swer segments (a segment x is considered to be be-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Listitem	fore another segment y if x is from a message sent	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Listitem	earlier than that of y, or if x appears before y in the	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Listitem	same message); and	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower
B-Listitem	(h) whether q is the most similar segment of a	page=4 xpos=5 ypos=3 right-column full-justified aligned-line longer-tail itemization
I-Listitem	among all segments from ancestor messages of ma	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Listitem	based on cosine similarity (the list of ancestor mes-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Listitem	sages of a message is computed by recursively fol-	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Listitem	lowing the “In-Reply-To” header information that	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Listitem	points to the parent message of a message).	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	While the contribution of a single feature to the	page=4 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	classification task may not be intuitively apparent,	page=4 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	we hope that a combination of a subset of these	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	features, in some way, would help us in detecting	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	question-answer pairs. For example, when the num-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ber of candidate answer segments for a question	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	segment is less than or equal to two, feature (e) may	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	be the best contributor to the classification task. But,	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	when the number of candidate answer segments is	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	high, a collection of some features may be the best	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	contributor.	page=4 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We categorized each feature vector for the pair q	page=4 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital
I-Body	and a as a positive example if a has been marked as	page=4 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
E-Body	an answer and linked with q.	page=4 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.3 Training Data	page=4 xpos=5 ypos=7 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	We computed four sets of training data. Two for	page=4 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	each of the annotators separately, which we call DB	page=4 xpos=5 ypos=8 right-column full-justified font-larger aligned-line headchar-lower
I-Body	and GR according to the label of their respective	page=4 xpos=5 ypos=8 right-column full-justified font-larger aligned-line headchar-lower
